observation_date,DEXINUS
1990-07-12,17.4700
1990-07-13,17.4200
1990-07-16,17.4500
1990-07-17,17.4400
1990-07-18,17.3900
1990-07-19,17.4200
1990-07-20,17.4000
1990-07-23,17.4200
1990-07-24,17.4200
1990-07-25,17.4200
1990-07-26,17.4300
1990-07-27,17.4000
1990-07-30,17.3500
1990-07-31,17.3500
1990-08-01,17.3700
1990-08-02,17.3800
1990-08-03,17.3500
1990-08-06,17.2800
1990-08-07,17.2900
1990-08-08,17.3400
1990-08-09,17.3500
1990-08-10,17.3900
1990-08-13,17.3500
1990-08-14,17.3400
1990-08-15,17.2800
1990-08-16,17.3700
1990-08-17,17.2600
1990-08-20,17.2800
1990-08-21,17.3200
1990-08-22,17.3200
1990-08-23,17.2700
1990-08-24,17.3000
1990-08-27,17.3900
1990-08-28,17.3600
1990-08-29,17.3800
1990-08-30,17.4800
1990-08-31,17.5200
1990-09-03,
1990-09-04,17.6400
1990-09-05,17.5400
1990-09-06,17.5600
1990-09-07,17.6800
1990-09-10,17.7600
1990-09-11,17.7700
1990-09-12,17.7600
1990-09-13,17.8000
1990-09-14,17.8500
1990-09-17,17.8600
1990-09-18,17.8300
1990-09-19,17.8500
1990-09-20,18.0000
1990-09-21,18.1200
1990-09-24,18.0600
1990-09-25,18.0800
1990-09-26,18.0900
1990-09-27,18.0800
1990-09-28,18.0000
1990-10-01,18.0600
1990-10-02,18.0800
1990-10-03,18.0100
1990-10-04,18.0700
1990-10-05,18.0700
1990-10-08,
1990-10-09,18.0400
1990-10-10,18.0500
1990-10-11,18.0000
1990-10-12,17.9900
1990-10-15,18.0000
1990-10-16,18.0500
1990-10-17,18.0700
1990-10-18,18.0800
1990-10-19,18.1000
1990-10-22,18.0800
1990-10-23,18.1000
1990-10-24,18.1200
1990-10-25,18.1000
1990-10-26,18.1000
1990-10-29,18.1500
1990-10-30,18.1400
1990-10-31,18.1600
1990-11-01,18.1000
1990-11-02,18.0800
1990-11-05,18.1000
1990-11-06,18.1000
1990-11-07,18.0900
1990-11-08,18.1300
1990-11-09,18.1300
1990-11-12,
1990-11-13,18.1400
1990-11-14,18.1000
1990-11-15,18.0800
1990-11-16,18.0900
1990-11-19,18.0700
1990-11-20,18.0700
1990-11-21,18.0200
1990-11-22,
1990-11-23,18.0500
1990-11-26,18.0800
1990-11-27,18.1000
1990-11-28,18.1300
1990-11-29,18.1200
1990-11-30,18.1700
1990-12-03,18.1600
1990-12-04,18.1100
1990-12-05,18.0900
1990-12-06,18.1200
1990-12-07,18.1000
1990-12-10,18.0900
1990-12-11,18.0800
1990-12-12,18.0600
1990-12-13,18.0900
1990-12-14,18.1100
1990-12-17,18.1400
1990-12-18,18.1500
1990-12-19,18.1600
1990-12-20,18.1800
1990-12-21,18.2000
1990-12-24,18.2000
1990-12-25,
1990-12-26,
1990-12-27,
1990-12-28,18.1200
1990-12-31,18.1300
1991-01-01,
1991-01-02,18.1000
1991-01-03,18.1200
1991-01-04,18.1300
1991-01-07,18.1700
1991-01-08,18.2200
1991-01-09,18.2000
1991-01-10,18.2400
1991-01-11,18.2900
1991-01-14,18.3400
1991-01-15,18.3900
1991-01-16,18.3800
1991-01-17,18.3700
1991-01-18,18.3700
1991-01-21,
1991-01-22,18.4100
1991-01-23,18.4200
1991-01-24,18.4200
1991-01-25,18.4000
1991-01-28,18.4500
1991-01-29,18.4900
1991-01-30,18.6000
1991-01-31,18.6100
1991-02-01,18.6000
1991-02-04,18.5900
1991-02-05,18.6000
1991-02-06,18.5800
1991-02-07,18.6900
1991-02-08,18.7600
1991-02-11,18.7100
1991-02-12,18.7200
1991-02-13,18.7500
1991-02-14,18.8300
1991-02-15,18.9000
1991-02-18,
1991-02-19,19.1000
1991-02-20,19.1000
1991-02-21,19.0800
1991-02-22,19.0500
1991-02-25,19.0800
1991-02-26,19.0600
1991-02-27,19.0800
1991-02-28,19.0600
1991-03-01,19.0800
1991-03-04,19.0600
1991-03-05,19.0400
1991-03-06,19.0300
1991-03-07,19.0400
1991-03-08,19.0900
1991-03-11,19.1100
1991-03-12,19.1000
1991-03-13,19.1200
1991-03-14,19.1400
1991-03-15,19.1600
1991-03-18,19.2300
1991-03-19,19.3000
1991-03-20,19.3500
1991-03-21,19.3000
1991-03-22,19.2100
1991-03-25,19.3800
1991-03-26,19.5900
1991-03-27,19.5900
1991-03-28,19.5700
1991-03-29,19.6100
1991-04-01,19.6100
1991-04-02,19.6600
1991-04-03,19.6200
1991-04-04,19.6800
1991-04-05,19.7000
1991-04-08,19.8200
1991-04-09,19.7300
1991-04-10,19.7500
1991-04-11,19.8000
1991-04-12,19.8000
1991-04-15,19.7700
1991-04-16,19.7300
1991-04-17,19.7200
1991-04-18,19.9000
1991-04-19,20.0700
1991-04-22,20.2500
1991-04-23,20.2300
1991-04-24,20.2000
1991-04-25,20.2500
1991-04-26,20.2300
1991-04-29,20.2400
1991-04-30,20.1800
1991-05-01,20.2000
1991-05-02,20.2100
1991-05-03,20.2100
1991-05-06,20.3500
1991-05-07,20.3800
1991-05-08,20.3500
1991-05-09,20.4600
1991-05-10,20.4600
1991-05-13,20.4800
1991-05-14,20.4800
1991-05-15,20.4400
1991-05-16,20.4800
1991-05-17,20.4900
1991-05-20,20.7000
1991-05-21,20.6500
1991-05-22,20.6600
1991-05-23,20.6700
1991-05-24,20.7000
1991-05-27,
1991-05-28,20.6900
1991-05-29,20.6900
1991-05-30,20.7700
1991-05-31,20.8900
1991-06-03,21.0000
1991-06-04,21.0000
1991-06-05,21.0100
1991-06-06,21.0000
1991-06-07,21.0600
1991-06-10,21.0100
1991-06-11,21.0300
1991-06-12,20.9400
1991-06-13,21.0000
1991-06-14,20.9900
1991-06-17,21.1600
1991-06-18,21.1600
1991-06-19,21.1400
1991-06-20,21.0900
1991-06-21,21.0800
1991-06-24,21.1500
1991-06-25,21.1200
1991-06-26,21.0900
1991-06-27,21.0800
1991-06-28,21.1300
1991-07-01,23.0900
1991-07-02,23.1200
1991-07-03,26.2800
1991-07-04,
1991-07-05,26.0700
1991-07-08,25.8600
1991-07-09,25.8600
1991-07-10,25.9200
1991-07-11,25.8900
1991-07-12,25.8800
1991-07-15,25.9000
1991-07-16,25.9600
1991-07-17,25.9600
1991-07-18,25.8700
1991-07-19,25.8700
1991-07-22,25.7700
1991-07-23,25.7800
1991-07-24,25.7500
1991-07-25,25.6900
1991-07-26,25.7200
1991-07-29,25.7600
1991-07-30,25.7200
1991-07-31,25.7600
1991-08-01,25.7400
1991-08-02,25.9000
1991-08-05,25.7200
1991-08-06,25.5700
1991-08-07,25.6400
1991-08-08,25.5700
1991-08-09,25.7400
1991-08-12,25.8900
1991-08-13,25.8200
1991-08-14,26.0200
1991-08-15,25.9900
1991-08-16,25.9600
1991-08-19,26.0000
1991-08-20,26.0000
1991-08-21,25.9400
1991-08-22,25.9500
1991-08-23,25.9400
1991-08-26,
1991-08-27,25.9400
1991-08-28,25.8700
1991-08-29,25.7400
1991-08-30,25.8200
1991-09-02,
1991-09-03,25.8300
1991-09-04,25.7600
1991-09-05,25.7900
1991-09-06,25.8200
1991-09-09,25.7900
1991-09-10,25.7700
1991-09-11,25.7900
1991-09-12,25.7800
1991-09-13,25.8000
1991-09-16,25.8500
1991-09-17,25.9600
1991-09-18,25.8900
1991-09-19,25.8900
1991-09-20,25.9200
1991-09-23,25.8900
1991-09-24,25.8700
1991-09-25,25.8300
1991-09-26,25.8000
1991-09-27,25.8700
1991-09-30,25.7700
1991-10-01,25.7700
1991-10-02,25.7400
1991-10-03,25.7600
1991-10-04,25.7200
1991-10-07,25.7500
1991-10-08,25.8300
1991-10-09,25.8000
1991-10-10,25.8000
1991-10-11,25.7800
1991-10-14,
1991-10-15,25.8200
1991-10-16,25.8200
1991-10-17,25.8000
1991-10-18,25.8000
1991-10-21,25.8000
1991-10-22,25.8400
1991-10-23,25.8000
1991-10-24,25.7900
1991-10-25,25.7900
1991-10-28,25.8000
1991-10-29,25.7900
1991-10-30,25.9000
1991-10-31,25.8400
1991-11-01,25.8500
1991-11-04,25.8000
1991-11-05,25.7900
1991-11-06,25.7900
1991-11-07,25.8200
1991-11-08,25.8400
1991-11-11,
1991-11-12,25.8000
1991-11-13,25.8000
1991-11-14,25.8000
1991-11-15,25.8000
1991-11-18,25.7900
1991-11-19,25.8000
1991-11-20,25.7900
1991-11-21,25.7800
1991-11-22,25.8000
1991-11-25,25.7700
1991-11-26,25.8000
1991-11-27,25.8200
1991-11-28,
1991-11-29,25.8000
1991-12-02,25.7800
1991-12-03,25.8000
1991-12-04,25.7900
1991-12-05,25.8100
1991-12-06,25.8600
1991-12-09,25.8300
1991-12-10,25.8600
1991-12-11,25.8600
1991-12-12,25.8600
1991-12-13,25.8300
1991-12-16,25.8400
1991-12-17,25.8300
1991-12-18,25.8100
1991-12-19,25.7900
1991-12-20,25.7900
1991-12-23,25.8200
1991-12-24,25.8500
1991-12-25,
1991-12-26,
1991-12-27,25.8000
1991-12-30,25.7900
1991-12-31,25.7600
1992-01-01,
1992-01-02,25.7900
1992-01-03,25.8100
1992-01-06,25.7900
1992-01-07,25.7900
1992-01-08,25.7900
1992-01-09,25.8200
1992-01-10,25.8100
1992-01-13,25.8000
1992-01-14,25.8100
1992-01-15,25.8600
1992-01-16,25.8400
1992-01-17,25.9400
1992-01-20,
1992-01-21,25.8800
1992-01-22,25.8600
1992-01-23,25.8800
1992-01-24,25.9800
1992-01-27,25.9500
1992-01-28,25.9400
1992-01-29,25.9200
1992-01-30,25.9100
1992-01-31,25.9500
1992-02-03,25.8400
1992-02-04,25.8100
1992-02-05,25.8000
1992-02-06,25.8000
1992-02-07,25.8000
1992-02-10,25.8200
1992-02-11,25.9100
1992-02-12,25.9400
1992-02-13,25.9200
1992-02-14,25.9000
1992-02-17,
1992-02-18,25.9100
1992-02-19,27.0000
1992-02-20,26.5500
1992-02-21,26.4000
1992-02-24,25.9000
1992-02-25,25.8500
1992-02-26,25.7500
1992-02-27,25.7500
1992-02-28,26.2000
1992-03-02,26.3000
1992-03-03,27.9000
1992-03-04,27.9000
1992-03-05,28.0500
1992-03-06,27.9000
1992-03-09,27.9500
1992-03-10,27.8000
1992-03-11,27.8500
1992-03-12,28.1000
1992-03-13,28.2000
1992-03-16,28.5800
1992-03-17,28.4800
1992-03-18,28.6000
1992-03-19,28.6000
1992-03-20,28.7500
1992-03-23,29.2500
1992-03-24,29.2500
1992-03-25,29.0000
1992-03-26,29.0000
1992-03-27,29.0500
1992-03-30,28.7000
1992-03-31,29.1000
1992-04-01,29.0000
1992-04-02,28.9500
1992-04-03,29.0000
1992-04-06,29.0000
1992-04-07,28.9000
1992-04-08,29.0500
1992-04-09,29.0000
1992-04-10,29.0000
1992-04-13,29.0500
1992-04-14,28.9500
1992-04-15,28.9700
1992-04-16,28.9800
1992-04-17,28.9900
1992-04-20,
1992-04-21,28.7000
1992-04-22,28.8500
1992-04-23,28.7800
1992-04-24,28.7500
1992-04-27,28.8000
1992-04-28,28.7000
1992-04-29,28.7000
1992-04-30,28.7000
1992-05-01,28.4000
1992-05-04,28.6000
1992-05-05,28.7000
1992-05-06,28.7000
1992-05-07,28.7000
1992-05-08,28.7000
1992-05-11,28.3500
1992-05-12,28.4500
1992-05-13,28.3500
1992-05-14,28.3000
1992-05-15,28.4000
1992-05-18,28.4500
1992-05-19,28.2000
1992-05-20,28.2500
1992-05-21,28.5300
1992-05-22,28.6500
1992-05-25,
1992-05-26,28.7800
1992-05-27,28.8200
1992-05-28,28.7500
1992-05-29,28.7500
1992-06-01,28.7000
1992-06-02,28.6500
1992-06-03,28.7000
1992-06-04,28.7000
1992-06-05,28.6800
1992-06-08,28.7000
1992-06-09,28.4500
1992-06-10,28.4500
1992-06-11,28.4500
1992-06-12,28.4500
1992-06-15,28.4500
1992-06-16,28.4500
1992-06-17,28.4500
1992-06-18,28.4500
1992-06-19,28.3800
1992-06-22,28.3000
1992-06-23,28.3500
1992-06-24,28.3000
1992-06-25,28.4000
1992-06-26,28.4500
1992-06-29,28.8000
1992-06-30,28.7000
1992-07-01,28.6500
1992-07-02,28.5500
1992-07-03,28.5000
1992-07-06,28.5800
1992-07-07,28.6000
1992-07-08,28.6500
1992-07-09,28.6500
1992-07-10,28.6500
1992-07-13,28.6500
1992-07-14,28.6500
1992-07-15,28.6500
1992-07-16,28.6500
1992-07-17,28.5500
1992-07-20,28.5500
1992-07-21,28.5500
1992-07-22,28.5000
1992-07-23,28.4500
1992-07-24,28.5200
1992-07-27,28.5000
1992-07-28,28.4800
1992-07-29,28.4800
1992-07-30,28.4800
1992-07-31,28.4800
1992-08-03,28.4500
1992-08-04,28.4500
1992-08-05,28.4500
1992-08-06,28.4200
1992-08-07,28.4200
1992-08-10,28.4200
1992-08-11,28.4500
1992-08-12,28.4000
1992-08-13,28.4500
1992-08-14,28.4500
1992-08-17,28.4500
1992-08-18,28.4500
1992-08-19,28.4800
1992-08-20,28.4800
1992-08-21,28.4800
1992-08-24,28.4800
1992-08-25,28.4800
1992-08-26,28.4800
1992-08-27,28.5000
1992-08-28,28.6300
1992-08-31,
1992-09-01,28.4800
1992-09-02,28.4800
1992-09-03,28.4800
1992-09-04,28.4800
1992-09-07,
1992-09-08,28.4800
1992-09-09,28.4800
1992-09-10,28.4500
1992-09-11,28.4500
1992-09-14,28.4800
1992-09-15,28.4800
1992-09-16,28.4800
1992-09-17,28.4800
1992-09-18,28.4800
1992-09-21,28.4800
1992-09-22,28.4800
1992-09-23,28.4800
1992-09-24,28.4800
1992-09-25,28.4800
1992-09-28,28.4800
1992-09-29,28.4500
1992-09-30,28.4800
1992-10-01,28.4800
1992-10-02,28.4800
1992-10-05,28.4800
1992-10-06,28.4500
1992-10-07,28.4500
1992-10-08,28.4500
1992-10-09,28.4500
1992-10-12,
1992-10-13,28.4500
1992-10-14,28.4500
1992-10-15,28.4500
1992-10-16,28.4800
1992-10-19,28.5000
1992-10-20,28.5000
1992-10-21,28.4800
1992-10-22,28.4800
1992-10-23,28.5800
1992-10-26,28.4800
1992-10-27,28.4800
1992-10-28,28.4800
1992-10-29,28.4800
1992-10-30,28.4800
1992-11-02,28.4800
1992-11-03,28.4500
1992-11-04,28.4500
1992-11-05,28.4500
1992-11-06,28.4500
1992-11-09,28.4800
1992-11-10,28.4700
1992-11-11,
1992-11-12,28.4500
1992-11-13,28.4500
1992-11-16,28.4500
1992-11-17,28.4800
1992-11-18,28.4800
1992-11-19,28.4800
1992-11-20,28.4800
1992-11-23,28.4800
1992-11-24,28.4500
1992-11-25,28.5000
1992-11-26,
1992-11-27,28.5300
1992-11-30,28.5400
1992-12-01,28.6000
1992-12-02,28.7500
1992-12-03,28.7500
1992-12-04,28.9500
1992-12-07,29.0500
1992-12-08,29.0500
1992-12-09,29.0800
1992-12-10,29.1000
1992-12-11,29.1600
1992-12-14,29.0600
1992-12-15,29.0000
1992-12-16,29.0000
1992-12-17,28.9800
1992-12-18,29.0000
1992-12-21,29.0000
1992-12-22,29.0000
1992-12-23,29.0000
1992-12-24,29.0000
1992-12-25,
1992-12-28,29.0000
1992-12-29,29.0000
1992-12-30,29.0000
1992-12-31,29.0000
1993-01-01,
1993-01-04,29.0000
1993-01-05,29.0000
1993-01-06,29.0000
1993-01-07,29.0000
1993-01-08,29.0000
1993-01-11,29.0200
1993-01-12,29.0000
1993-01-13,29.0000
1993-01-14,29.0000
1993-01-15,29.0000
1993-01-18,
1993-01-19,29.0000
1993-01-20,29.0000
1993-01-21,29.0000
1993-01-22,29.0000
1993-01-25,29.0500
1993-01-26,29.0500
1993-01-27,29.2000
1993-01-28,29.3000
1993-01-29,29.2000
1993-02-01,29.3500
1993-02-02,29.3500
1993-02-03,29.5500
1993-02-04,29.6000
1993-02-05,29.9000
1993-02-08,29.9000
1993-02-09,30.0500
1993-02-10,30.2000
1993-02-11,30.5000
1993-02-12,30.4000
1993-02-15,
1993-02-16,30.2000
1993-02-17,30.0500
1993-02-18,30.1800
1993-02-19,30.1800
1993-02-22,30.2800
1993-02-23,30.2800
1993-02-24,30.1800
1993-02-25,30.3800
1993-02-26,30.2700
1993-03-01,33.5000
1993-03-02,32.8000
1993-03-03,32.3000
1993-03-04,32.3000
1993-03-05,32.1000
1993-03-08,32.0000
1993-03-09,31.8000
1993-03-10,31.8000
1993-03-11,31.9000
1993-03-12,31.8000
1993-03-15,31.8000
1993-03-16,31.9000
1993-03-17,31.8000
1993-03-18,31.8000
1993-03-19,31.7500
1993-03-22,31.7500
1993-03-23,31.7500
1993-03-24,31.7500
1993-03-25,31.7500
1993-03-26,31.7500
1993-03-29,31.5000
1993-03-30,31.5000
1993-03-31,31.5000
1993-04-01,31.5000
1993-04-02,31.6000
1993-04-05,31.6000
1993-04-06,31.6000
1993-04-07,31.6000
1993-04-08,31.6000
1993-04-09,31.6000
1993-04-12,
1993-04-13,31.6000
1993-04-14,31.7000
1993-04-15,31.6000
1993-04-16,31.6000
1993-04-19,31.6000
1993-04-20,31.6000
1993-04-21,31.6000
1993-04-22,31.6000
1993-04-23,31.6000
1993-04-26,31.6000
1993-04-27,31.6500
1993-04-28,31.6500
1993-04-29,31.6500
1993-04-30,31.6500
1993-05-03,31.6500
1993-05-04,31.6000
1993-05-05,31.6000
1993-05-06,31.6000
1993-05-07,31.6000
1993-05-10,31.6000
1993-05-11,31.6000
1993-05-12,31.6000
1993-05-13,31.6000
1993-05-14,31.6000
1993-05-17,31.6000
1993-05-18,31.6000
1993-05-19,31.6000
1993-05-20,31.6000
1993-05-21,31.6000
1993-05-24,31.6000
1993-05-25,31.6000
1993-05-26,31.6000
1993-05-27,31.7000
1993-05-28,31.7000
1993-05-31,
1993-06-01,31.7000
1993-06-02,31.7000
1993-06-03,31.7000
1993-06-04,31.7000
1993-06-07,31.7000
1993-06-08,31.7000
1993-06-09,31.7000
1993-06-10,31.7000
1993-06-11,31.7000
1993-06-14,31.7000
1993-06-15,31.7000
1993-06-16,31.7000
1993-06-17,31.7000
1993-06-18,31.7000
1993-06-21,31.7000
1993-06-22,31.6000
1993-06-23,31.6000
1993-06-24,31.6000
1993-06-25,31.6000
1993-06-28,31.6000
1993-06-29,31.6000
1993-06-30,31.6000
1993-07-01,31.6000
1993-07-02,31.6000
1993-07-05,
1993-07-06,31.6000
1993-07-07,31.6000
1993-07-08,31.6000
1993-07-09,31.6000
1993-07-12,31.6000
1993-07-13,31.6000
1993-07-14,31.6000
1993-07-15,31.6000
1993-07-16,31.6000
1993-07-19,31.6000
1993-07-20,31.6000
1993-07-21,31.6000
1993-07-22,31.6000
1993-07-23,31.6000
1993-07-26,31.6000
1993-07-27,31.6000
1993-07-28,31.6000
1993-07-29,31.6000
1993-07-30,31.6000
1993-08-02,31.6000
1993-08-03,31.6000
1993-08-04,31.6000
1993-08-05,31.6000
1993-08-06,31.6000
1993-08-09,31.6000
1993-08-10,31.6000
1993-08-11,31.6000
1993-08-12,31.6300
1993-08-13,31.6300
1993-08-16,31.6300
1993-08-17,31.6300
1993-08-18,31.6300
1993-08-19,31.6300
1993-08-20,31.6300
1993-08-23,31.4800
1993-08-24,31.6300
1993-08-25,31.6300
1993-08-26,31.6300
1993-08-27,31.6300
1993-08-30,31.6300
1993-08-31,31.6300
1993-09-01,31.6300
1993-09-02,31.6300
1993-09-03,31.6300
1993-09-06,
1993-09-07,31.6300
1993-09-08,31.6300
1993-09-09,31.6300
1993-09-10,31.6300
1993-09-13,31.6300
1993-09-14,31.6300
1993-09-15,31.6300
1993-09-16,31.5300
1993-09-17,31.5300
1993-09-20,31.5300
1993-09-21,31.5300
1993-09-22,31.5300
1993-09-23,31.5300
1993-09-24,31.5300
1993-09-27,31.5300
1993-09-28,31.5300
1993-09-29,31.5300
1993-09-30,31.5300
1993-10-01,31.5300
1993-10-04,31.5300
1993-10-05,31.5300
1993-10-06,31.5300
1993-10-07,31.5300
1993-10-08,31.5300
1993-10-11,
1993-10-12,31.5300
1993-10-13,31.5300
1993-10-14,31.5300
1993-10-15,31.5300
1993-10-18,31.5300
1993-10-19,31.5300
1993-10-20,31.5300
1993-10-21,31.5300
1993-10-22,31.5300
1993-10-25,31.4300
1993-10-26,31.4300
1993-10-27,31.4300
1993-10-28,31.4300
1993-10-29,31.4300
1993-11-01,31.4300
1993-11-02,31.4300
1993-11-03,31.4300
1993-11-04,31.4300
1993-11-05,31.4300
1993-11-08,31.4300
1993-11-09,31.4300
1993-11-10,31.4300
1993-11-11,
1993-11-12,31.4300
1993-11-15,31.4300
1993-11-16,31.4300
1993-11-17,31.4300
1993-11-18,31.4300
1993-11-19,31.4400
1993-11-22,31.4400
1993-11-23,31.4400
1993-11-24,31.4400
1993-11-25,
1993-11-26,31.4400
1993-11-29,31.4400
1993-11-30,31.4400
1993-12-01,31.4400
1993-12-02,31.4400
1993-12-03,31.4400
1993-12-06,31.4400
1993-12-07,31.4400
1993-12-08,31.4400
1993-12-09,31.4400
1993-12-10,31.4400
1993-12-13,31.4400
1993-12-14,31.4400
1993-12-15,31.4400
1993-12-16,31.4400
1993-12-17,31.4400
1993-12-20,31.4400
1993-12-21,31.4400
1993-12-22,31.4400
1993-12-23,31.4400
1993-12-24,31.4400
1993-12-27,31.4400
1993-12-28,31.4400
1993-12-29,31.4400
1993-12-30,31.4400
1993-12-31,31.4400
1994-01-03,31.4400
1994-01-04,31.4400
1994-01-05,31.4400
1994-01-06,31.4400
1994-01-07,31.4400
1994-01-10,31.4400
1994-01-11,31.4400
1994-01-12,31.4400
1994-01-13,31.4400
1994-01-14,31.4400
1994-01-17,
1994-01-18,31.4400
1994-01-19,31.4400
1994-01-20,31.4400
1994-01-21,31.4400
1994-01-24,31.4400
1994-01-25,31.4400
1994-01-26,31.4400
1994-01-27,31.4400
1994-01-28,31.4400
1994-01-31,31.4400
1994-02-01,31.4400
1994-02-02,31.4400
1994-02-03,31.4400
1994-02-04,31.4400
1994-02-07,31.4400
1994-02-08,31.4400
1994-02-09,31.4400
1994-02-10,31.4400
1994-02-11,31.4400
1994-02-14,31.4400
1994-02-15,31.4400
1994-02-16,31.4400
1994-02-17,31.4400
1994-02-18,31.3700
1994-02-21,
1994-02-22,31.4400
1994-02-23,31.4400
1994-02-24,31.7500
1994-02-25,31.4400
1994-02-28,31.3700
1994-03-01,31.7200
1994-03-02,31.4000
1994-03-03,31.4400
1994-03-04,31.4000
1994-03-07,31.3800
1994-03-08,31.4400
1994-03-09,31.4400
1994-03-10,31.3725
1994-03-11,31.4400
1994-03-14,31.4400
1994-03-15,31.3700
1994-03-16,31.3750
1994-03-17,31.3700
1994-03-18,31.4300
1994-03-21,31.3800
1994-03-22,31.4000
1994-03-23,31.4200
1994-03-24,31.4200
1994-03-25,31.3700
1994-03-28,31.3700
1994-03-29,31.3700
1994-03-30,31.4200
1994-03-31,31.3700
1994-04-01,31.4200
1994-04-04,31.4200
1994-04-05,31.3700
1994-04-06,31.3700
1994-04-07,31.3700
1994-04-08,31.3700
1994-04-11,31.4200
1994-04-12,31.4200
1994-04-13,31.4200
1994-04-14,31.4200
1994-04-15,31.3700
1994-04-18,31.3700
1994-04-19,31.3700
1994-04-20,31.4200
1994-04-21,31.3700
1994-04-22,31.3700
1994-04-25,31.4200
1994-04-26,31.3700
1994-04-27,31.4200
1994-04-28,31.3700
1994-04-29,31.3700
1994-05-02,31.3800
1994-05-03,31.3700
1994-05-04,31.3700
1994-05-05,31.3700
1994-05-06,31.3800
1994-05-09,31.3700
1994-05-10,31.3700
1994-05-11,31.3700
1994-05-12,31.3725
1994-05-13,31.3700
1994-05-16,31.3800
1994-05-17,31.3725
1994-05-18,31.3750
1994-05-19,31.4200
1994-05-20,31.3725
1994-05-23,31.3725
1994-05-24,31.3750
1994-05-25,31.3725
1994-05-26,31.3725
1994-05-27,31.3750
1994-05-30,
1994-05-31,31.3725
1994-06-01,31.3800
1994-06-02,31.3725
1994-06-03,31.6600
1994-06-06,31.3700
1994-06-07,31.3725
1994-06-08,31.3700
1994-06-09,31.3725
1994-06-10,31.3700
1994-06-13,31.3725
1994-06-14,31.3725
1994-06-15,31.3700
1994-06-16,31.3700
1994-06-17,31.3700
1994-06-20,31.3700
1994-06-21,31.3725
1994-06-22,31.3700
1994-06-23,31.3725
1994-06-24,31.3700
1994-06-27,31.3700
1994-06-28,31.3700
1994-06-29,31.3725
1994-06-30,31.3700
1994-07-01,31.3725
1994-07-04,
1994-07-05,31.3725
1994-07-06,31.3825
1994-07-07,31.3775
1994-07-08,31.3750
1994-07-11,31.3750
