Date,SPY,BND,GLD,TLT,VTI,QQQ,XLE,VIX,SHV,VIXTERM
2007-02-15,102.1637142057,41.2737281889,66.41,48.5012215136,51.1636613505,38.5180693575,16.2558557217,10.22,81.9651260939,-1.0399999618530271
2007-02-16,102.1146595075,41.2737281889,66.36,48.6714397709,51.1989734227,38.3892750997,16.2586589388,10.02,81.9801793769,-1.1799993515014648
2007-02-20,102.3318779181,41.2737281889,65.31,48.7812580014,51.350815333,38.3635162482,16.07644983,10.24,81.9877060185,-1.119999885559082
2007-02-21,102.2898373403,41.2737281889,67.28,48.6988943285,51.3720025763,38.8014167246,16.2530525046,10.2,82.0178125845,-1.1800003051757812
2007-02-22,102.2127583932,41.2737281889,67.15,48.4353305752,51.3543465402,38.9989012532,16.3988197917,10.18,82.0178125845,-1.1599998474121094
2007-02-23,101.81335854,41.2737281889,67.72,48.7812580014,51.1883798011,38.8615207115,16.4408680475,10.58,82.0554457921,-1.420000076293945
2007-02-26,101.7222625634,41.2737281889,68.1,49.1052217815,51.121286864,38.6726224668,16.5389806446,11.15,82.0629724336,-1.0300006866455078
2007-02-27,97.7492307164,41.2737281889,65.41,49.725694784,49.225028589,37.0841599543,15.8802246359,18.31,82.0780257166,1.25
2007-02-28,98.7512430151,41.2737281889,66.48,49.5005674114,49.6134613828,37.2043679282,15.9503050623,15.42,82.1307122072,0.9499998092651368
2007-03-01,98.4569456574,41.2737281889,65.82,49.4635817295,49.4722130941,37.0326422512,15.8998471553,15.82,82.128301424,1.239999771118164
2007-03-02,97.16763891,41.2737281889,63.72,49.695080552,48.765971651,36.4745338008,15.7288509147,18.61,82.1735678036,2.1400012969970703
2007-03-05,96.2427055583,41.2737281889,62.93,49.7998062097,48.2009784964,36.1911864337,15.5298225036,19.63,82.1584790104,2.269998550415039
2007-03-06,97.8893708805,41.2737281889,64.15,49.6509855382,49.0131561561,36.7922263033,15.8241602947,15.96,82.166023407,0.619999885559082
2007-03-07,97.7912719948,41.2737281889,64.3,49.8439012235,48.9743128767,36.6462594779,16.0203854888,15.24,82.1962009934,0.2100000381469726
2007-03-08,98.6181162707,41.2737281889,64.48,49.7998062097,49.3839329138,36.8952617096,16.1605463417,14.29,82.20374539,-0.0100002288818359
2007-03-09,98.6461405197,41.2737281889,64.25,49.2761779209,49.4015889498,36.8609165742,16.0904659152,14.09,82.1962009934,-0.1700000762939453
2007-03-12,98.7932941036,41.2737281889,64.37,49.4690936062,49.5322436168,37.101332522,16.0680401788,13.99,82.2188341832,-0.1599998474121093
2007-03-13,96.8733415522,41.2737281889,63.72,49.7667349494,48.6423793984,36.3800846785,15.8521924653,18.13,82.2716449594,1.75
2007-03-14,97.5950735228,41.2737281889,63.94,49.5407480037,48.8895639035,36.9124342773,16.0344015741,17.27,82.279189356,1.1100006103515625
2007-03-15,97.7282100771,41.2737281889,63.98,49.5352361269,49.0837803004,36.8265714388,15.9783372329,16.43,82.2693816404,0.4099998474121094
2007-03-16,97.4558211599,41.2737281889,64.62,49.5242123735,48.8719078675,36.7979791135,15.8597387256,16.79,82.2867337526,0.2400016784667968
2007-03-19,98.6306643534,41.2737281889,64.74,49.4194867157,49.4298386076,37.1760111194,16.1128645432,14.59,82.2867337526,-0.5399999618530273
2007-03-20,99.1723619832,41.2737281889,65.27,49.4470460993,49.7547096714,37.4423518508,16.2281774156,13.27,82.3093669424,-1.0199995040893557
2007-03-21,100.8044758003,41.2737281889,65.82,49.4690936062,50.549231295,38.1640493164,16.5206783604,12.19,82.3621777187,-0.9200000762939452
2007-03-22,100.7270908266,41.2737281889,65.76,49.0777503588,50.5774809527,38.0265831325,16.8525544323,12.93,82.3395445289,-0.4299993515014648
2007-03-23,100.8748299974,41.2737281889,65.15,48.9399534407,50.6763547548,37.9063002215,16.9369297048,12.95,82.3697221153,-0.5
2007-03-26,100.7411636358,41.2737281889,65.84,49.0005840846,50.5919589023,38.0609496785,17.0550550864,13.16,82.3772665119,-0.4200000762939453
2007-03-27,100.5019765312,41.2737281889,65.7,48.9179059338,50.3898180319,37.7946089471,17.0859926863,13.48,82.3998997017,-0.6400003433227539
2007-03-28,99.7703410009,41.2737281889,66.05,48.8186921527,50.0600092433,37.3908020318,17.0831801772,14.98,82.4225328915,-0.1500005722045898
2007-03-29,99.875861744,41.2737281889,65.65,48.752549632,50.1983161546,37.4337602143,17.1900555224,15.14,82.4451660813,-0.0999994277954101
2007-03-30,99.8969660334,41.2737281889,65.74,48.6588477277,50.1699455062,37.3993936683,16.9538047593,14.64,82.4451660813,-0.4600000381469726
2007-04-02,100.0095288091,41.2737281889,65.85,48.7393371123,50.2940670933,37.4509434872,17.1197427953,14.53,82.448733072,-0.5100002288818359
2007-04-03,101.0858820361,41.2737281889,65.83,48.6784820944,50.7515438,37.9406667675,17.2266181405,13.46,82.4638612799,-0.7799997329711914
2007-04-04,101.1984448118,41.2737281889,66.81,48.7282725636,50.8047387659,38.0953162245,17.2547432314,13.24,82.5092459036,-1.010000228881836
2007-04-05,101.4728090151,41.2737281889,66.86,48.5457075097,50.9465920083,38.2843322274,17.3672435947,13.23,82.5016817997,-0.8300008773803711
2007-04-09,101.6135068567,41.2737281889,66.53,48.2248355968,51.0068796363,38.1898242259,17.3025558858,13.14,82.5092459036,-0.8899993896484375
2007-04-10,101.7331011126,41.2737281889,67.16,48.3686747302,51.1487328787,38.3874318653,17.5641192306,12.68,82.5319382155,-0.8199996948242188
2007-04-11,101.3180383642,41.1640159928,67.08,48.335481084,50.8224704212,37.98362495,17.4572438854,13.49,82.5546305273,-0.6999998092651367
2007-04-12,101.7682782111,41.158530383,66.99,48.3465456327,51.1558255408,38.2843322274,17.7244322484,12.71,82.5773228392,-0.8299999237060547
2007-04-13,102.2325901637,41.0927030653,67.84,48.197174225,51.3260494317,38.3616569559,17.7328697757,12.2,82.5924510471,-1.1100006103515625
2007-04-16,103.2034127986,41.1311023339,68.4,48.4627233943,51.8438137665,38.7139140522,17.8369326118,11.98,82.607579255,-1.1900005340576172
2007-04-17,103.4777770018,41.2353289203,68.0,48.733804838,51.9253793809,38.7998304172,17.7356822847,12.14,82.6151433589,-0.9499998092651368
2007-04-18,103.6044125868,41.3121274576,68.38,48.9772249098,51.9714816846,38.6709558697,17.6738070849,12.42,82.6680920866,-0.7600002288818359
2007-04-19,103.5762669683,41.2956706282,67.53,48.8942407944,51.875730746,38.7912387807,17.4263062855,12.54,82.6756561906,-0.7600002288818359
2007-04-20,104.5541309324,41.2846994085,68.7,48.7669984841,52.3367537838,39.0060296931,17.7469323211,12.07,82.6680920866,-0.5100002288818359
2007-04-23,104.1601731768,41.3395555066,68.26,48.9440312636,52.2339101831,39.0661711485,17.7666198847,13.04,82.6948690146,-0.0399999618530273
2007-04-24,104.202381052,41.4053828243,67.73,49.1265963175,52.226817521,39.263778788,17.7131822121,13.12,82.7059126064,0.0199995040893554
2007-04-25,105.1591414301,41.3724691655,67.89,48.9550958124,52.6913868898,39.7878686142,18.045058284,13.21,82.7286049182,0.1599998474121093
2007-04-26,105.2787349825,41.2846994085,66.87,48.6010302533,52.7091185451,39.9940678901,18.0394332658,12.79,82.7059126064,0.1899995803833007
2007-04-27,105.1943185287,41.2763612816,67.56,48.5899657046,52.6523772482,40.0112511631,18.0366207567,12.45,82.7367741505,-0.0399999618530273
2007-04-30,104.3219746043,41.4108684341,67.09,48.9163698918,52.1863893469,39.4871613369,17.8228700664,14.22,82.7512972301,0.2100000381469726
2007-05-01,104.5893080309,41.3872550781,66.69,49.1343514597,52.3048368043,39.4484989726,17.9016203207,13.51,82.7745084395,0.119999885559082
2007-05-02,105.2013493053,41.3927499341,66.66,49.1065888021,52.6913868898,39.8823766157,18.0506833022,13.08,82.8124435946,-0.1700000762939453
2007-05-03,105.771193257,41.3652756543,67.49,48.9955381716,52.9254447398,40.0284344361,18.1969337745,13.09,82.8200306256,-0.1300001144409179
2007-05-04,106.1721824927,41.39824479,68.19,49.1954293065,53.0814833064,40.0628009821,18.1828712291,12.91,82.8352046876,-0.3500003814697265
2007-05-07,106.193286782,41.4257190698,68.25,49.3286900631,53.1665952519,40.0628009821,18.2306838836,13.15,82.8200306256,-0.1800003051757812
2007-05-08,106.0525889404,41.4312139258,67.88,49.2176394326,53.113400286,40.1487173471,18.2334963926,13.21,82.8503787497,-0.2100000381469726
2007-05-09,106.3410266563,41.3817602222,67.45,49.0233008292,53.3013558322,40.234633712,18.2250588654,12.88,82.8959009358,-0.3599996566772461
2007-05-10,105.2294956272,41.4202242139,66.0,49.1399039912,52.6310992618,39.6847689763,17.9297454116,13.6,82.9034879668,-0.489999771118164
2007-05-11,106.1299746175,41.3652756543,66.45,48.967775514,53.1240392792,40.1916755296,18.3403717378,12.95,82.9110749978,-0.489999771118164
2007-05-14,105.8978182895,41.3378013745,66.28,48.8400672889,52.9644543815,39.9167431617,18.345996756,13.96,82.9186620289,-0.2799997329711914
2007-05-15,105.9259639079,41.3213168066,66.54,48.8234096943,52.822601139,39.6074442478,18.4078719559,14.01,82.9490101529,-0.2299995422363281
2007-05-16,106.650567958,41.3378013745,65.6,48.7900945052,53.2765315147,39.9940678901,18.478184683,13.5,82.9945323391,-0.5399999618530273
2007-05-17,106.4395159193,41.277357959,65.06,48.5902033703,53.1488635966,39.8050518872,18.7734981368,13.51,83.0021193701,-0.6599998474121094
2007-05-18,107.3681299756,41.1784505517,65.52,48.2681565419,53.5460526753,40.1315340741,19.0772491179,12.76,83.0097064011,-0.7399997711181641
2007-05-21,107.3118485877,41.2333991113,65.67,48.4125223615,53.6981902778,40.389283169,19.2375621357,13.3,83.0097064011,-0.3099994659423828
2007-05-22,107.2274321339,41.1674608398,65.22,48.1626584429,53.6914522488,40.423649715,19.0575615543,13.06,83.0097064011,-0.4600000381469726
2007-05-23,107.2415049431,41.134491704,65.54,48.0238451548,53.6630816003,40.234633712,19.0969366815,13.24,83.0552285872,-0.3600006103515625
2007-05-24,106.2706724592,41.1289968481,64.75,48.068265407,53.113400286,39.6589940668,18.748185555,14.08,83.0704026493,-0.2899999618530273
2007-05-25,106.7138801225,41.134491704,64.94,47.9572147765,53.3722824534,39.9081515252,19.0406864998,13.34,83.0855767113,-0.8000001907348633
2007-05-29,107.1008071014,41.0795431445,65.07,47.9627673081,53.5034967026,40.217450439,18.914123591,13.53,83.0931637423,-0.5500001907348633
2007-05-30,107.9731404733,41.1180071362,64.72,48.0516078125,54.0460853548,40.5439326259,19.3106873719,12.83,83.1310988975,-0.619999885559082
2007-05-31,107.8605882501,41.0850380004,65.54,47.9627673081,54.1311973002,40.7329486288,19.2094370448,13.05,83.1417207409,-0.4200000762939453
2007-06-01,108.3952445508,40.9902803084,66.44,47.7115441297,54.3510698259,40.7587235383,19.3838126081,12.78,83.1513312331,-0.7100000381469727
2007-06-04,108.40931736,41.0343914521,66.54,47.9289468895,54.4397281024,40.8790923656,19.6875635892,13.29,83.1894111613,-0.7899999618530273
2007-06-05,107.9801818024,40.9682247365,66.37,47.6279276837,54.1631142797,40.8790064493,19.617250862,13.63,83.1817951756,-0.630000114440918
2007-06-06,106.8194008656,41.0068219873,66.41,47.6056299647,53.6098866344,40.4408329879,19.3669375536,14.87,83.1970271469,-0.3900003433227539
2007-06-07,104.891818556,40.7200995531,65.26,46.7527422148,52.5530799785,39.8135576074,19.0238114453,17.06,83.2351070751,0.6099987030029297
2007-06-08,106.2565989465,40.7145856601,64.22,46.7137212066,53.2727014772,40.303366804,19.1025616996,14.84,83.2503390464,-0.2899999618530273
2007-06-11,106.4395159193,40.6704745164,64.7,46.5799348929,53.3368191428,40.2260420755,19.248812172,14.71,83.2579550321,-0.3900003433227539
2007-06-12,105.2787349825,40.4719743696,64.1,45.9054288945,52.6807478966,39.9854762536,19.012561409,16.67,83.2655710177,0.6499996185302734
2007-06-13,106.8545779642,40.56571055,64.53,46.4517230089,53.5034967026,40.423649715,19.3922501353,14.73,83.2503390464,-0.3500003814697265
2007-06-14,107.5369741391,40.5105716204,64.6,46.3346599844,53.8865004571,40.6899904463,19.7185011891,13.64,83.3112669315,-0.8199996948242188
2007-06-15,108.1459277531,40.7145856601,64.85,46.6524024795,54.1737532729,41.0396099103,20.020345289,13.94,83.3341148885,-1.0700006484985352
2007-06-18,108.018749787,40.6704745164,64.95,46.5576371739,54.0886413275,41.0740030466,20.0429097807,13.42,83.3417308741,-1.140000343322754
2007-06-19,108.2872282047,40.8634607702,65.48,46.9924426935,54.237587232,41.0654047625,20.0654742725,12.85,83.364578831,-1.4399995803833008
2007-06-20,106.7823522897,40.6649606234,65.04,46.769465504,53.8581298086,40.678481979,19.602902192,14.67,83.387426788,-0.8000001907348633
2007-06-21,107.3758209688,40.6870161953,64.56,46.3904042818,53.7907495184,41.0482081944,19.8708555313,14.21,83.3950427736,-1.079999923706055
2007-06-22,106.3655125309,40.7476690179,64.78,46.6914234876,53.3368191428,40.6612854108,19.6734162286,15.75,83.4178907305,-0.5100002288818359
2007-06-25,105.8568225684,40.8579468772,64.43,46.9478472556,52.9612626835,40.4893197292,19.5154647865,16.65,83.4255067162,0.1700000762939453
2007-06-26,104.7687864121,40.8414051983,63.62,46.9589961151,52.5305096564,40.2571660591,19.095201128,18.89,83.4296955083,0.8299999237060547
2007-06-27,106.259529244,40.8744885561,63.67,47.003591553,53.3065770937,40.8762425128,19.391360082,15.53,83.4559706587,-0.5100011825561523
2007-06-28,106.2454067585,40.8193496264,64.26,46.9924426935,53.2994572089,40.8590459446,19.391360082,15.54,83.4788186157,-0.4700002670288086
2007-06-29,106.2807239231,40.9571969506,64.27,47.4774180807,53.1784191683,40.9278322173,19.4590535572,16.23,83.5016665726,-0.1700000762939453
2007-07-02,107.2415814067,41.0638885739,65.02,47.7258631674,53.7942891988,41.2803618645,19.8031620561,15.4,83.5043397835,-0.7000007629394531
2007-07-03,107.6301655969,40.9753888141,64.74,47.4348859269,54.025685453,41.5383103869,19.9554723753,14.92,83.4890417457,-0.6899995803833008
2007-07-05,107.5171214204,40.8094517643,64.42,46.9032928912,53.997205914,41.8392503297,19.9075228304,15.48,83.5272868404,-0.6300010681152344
2007-07-06,108.0823338244,40.7264832395,64.96,46.7130385416,54.2962410734,42.0112160112,20.1782967311,14.72,83.5272868404,-0.8099994659423828
2007-07-09,108.1671224322,40.7707331194,65.38,46.8809100266,54.2677615344,42.0370108635,20.3672743494,15.16,83.5502338972,-0.9200000762939452
2007-07-10,106.6269187549,40.9809200491,65.61,47.6755017219,53.5237335784,41.6844812162,20.1867584155,17.57,83.580829973,0.1900005340576172
2007-07-11,107.382892456,40.8813578192,65.44,47.1830786995,53.9153272395,41.9682245908,20.2629135751,16.64,83.580829973,-0.4000015258789062
2007-07-12,109.0785190704,40.8260454693,66.02,47.0208029307,54.7305540429,42.6130958968,20.654971619,15.54,83.5961280108,-0.8100004196166992
2007-07-13,109.4035199296,40.8924202892,66.03,47.1495044025,54.894311392,42.9054375555,20.8580520446,15.15,83.6114260487,-1.170000076293945
2007-07-16,109.3893868464,41.003044989,65.82,47.6027574118,54.8551520259,42.8624461351,20.5900987052,15.59,83.6190750677,-0.8600006103515625
2007-07-17,109.3328644049,40.9532638741,65.75,47.5020345208,54.8231125446,43.1891809301,20.3221453659,15.63,83.6343731055,-0.869999885559082
2007-07-18,109.1350415119,41.019638694,66.62,47.6810974381,54.6985145615,43.1375912256,20.781896885,16.0,83.6573201624,-1.0499992370605469
2007-07-19,109.5589534643,41.003044989,67.01,47.6699060058,54.8302324293,43.2665654868,20.9708745032,15.23,83.6726182003,-1.170000076293945
2007-07-20,108.4497233354,41.1192009238,67.58,48.1007761504,54.3389603819,43.0344118167,20.8721548519,16.95,83.703214276,-0.489999771118164
2007-07-23,108.7817850841,41.1081384539,67.47,48.0224361241,54.445758653,43.0516083848,20.9567716959,16.81,83.703214276,-0.3800010681152344
2007-07-24,106.8953971726,41.1247321588,67.47,48.2014990414,53.4916940971,42.415335363,20.3503509806,18.55,83.710863295,0.2199993133544922
2007-07-25,107.1144147448,41.1634508038,66.9,48.2966262162,53.5023739242,42.4755233515,20.6747155492,18.1,83.7338103518,0.0300006866455078
2007-07-26,104.5780357127,41.3238566185,65.65,48.69951778,52.2350344394,42.1143954202,19.8962405845,20.74,83.7797044654,1.729999542236328
2007-07-27,102.5220811834,41.2906692086,65.41,48.8282192518,51.2524903444,41.2631652963,19.3208460453,24.17,83.7720554465,3.020000457763672
2007-07-30,104.1258681917,41.2519505636,65.77,48.69951778,52.0107580699,41.7446692048,19.6536722984,20.87,83.7797044654,1.5400009155273438
2007-07-31,102.9530540253,41.3349190885,65.79,49.0520478984,51.2987695953,40.8676442287,19.4618741186,23.52,83.8103005412,2.1700000762939453
2007-08-01,103.4546725007,41.3147881587,65.93,48.9460169111,51.601364697,41.1857807396,19.4111040123,23.67,83.8397454396,2.0699996948242188
2007-08-02,104.2813017264,41.386987681,65.89,49.0696037781,52.0392376089,41.5641052391,19.2785376233,21.22,83.8704615947,0.7399997711181641
2007-08-03,101.5965507556,41.5258329161,66.69,49.3954237001,50.6864595071,40.7730631038,18.6495524163,25.16,83.8934987111,2.539999008178711
2007-08-06,103.2992495636,41.4092029186,66.52,49.0358982689,51.5408456767,41.2459687282,18.756733752,22.94,83.8858196723,1.6200008392333984
2007-08-07,104.4014074988,41.4036491092,66.48,48.9965751749,51.9288793953,41.5383103869,19.1967413408,21.56,83.8934987111,0.9499988555908204
2007-08-08,105.8568225684,41.2981267305,66.77,48.4011111794,52.7120667174,41.9940194431,19.56059377,21.45,83.9088567887,1.0600013732910156
2007-08-09,102.7199033699,41.3925414904,65.46,48.4685221977,51.2809698834,41.0224133421,18.9993020381,26.48,83.9626100602,2.039999008178711
2007-08-10,102.2394802802,41.3145104683,66.57,48.3561705005,51.1634917851,40.6526871267,19.1008422509,28.3,84.0010052541,2.8999996185302734
2007-08-13,102.6068591935,41.3525540627,66.26,48.4966101221,51.2631701716,40.9278322173,19.1234067427,26.57,84.0010052541,3.029998779296875
2007-08-14,101.0383999475,41.4536333938,66.29,48.6258145739,50.3696246359,40.2313712068,18.9964814767,27.68,84.039400448,3.1399993896484375
2007-08-15,99.646568209,41.4591872033,66.13,48.4516694432,49.6967955274,39.4661239238,18.4746776054,30.67,84.1238698746,4.190000534057617
2007-08-16,100.3954810206,41.4536333938,64.68,48.951634496,50.017190341,39.1565856969,18.3618551467,30.83,84.2083393012,3.770000457763672
2007-08-17,102.2394802802,41.5813710101,65.11,48.7325486863,50.9285355885,39.818653571,19.0387898987,29.99,84.2083393012,3.8299999237060542
2007-08-20,102.1900187282,41.4925100597,65.12,48.7831069501,51.0353338597,40.0078158208,18.9964814767,26.33,84.3465619993,3.1000003814697266
2007-08-21,102.3949032173,41.6369091042,65.07,49.0190455143,51.0424537444,40.4291317407,18.7285281374,25.25,84.3849571933,2.6499996185302734
2007-08-22,103.6101060354,41.6369091042,65.4,48.9403993262,51.754442219,40.9794219217,18.9541730547,22.89,84.392636232,1.6499996185302734
2007-08-23,103.5182664293,41.6369091042,65.31,49.1089268721,51.6725635445,40.8676442287,19.1234067427,22.62,84.3849571933,1.4500007629394531
2007-08-24,104.797053285,41.67578577,66.11,49.3504830212,52.2777537479,41.443729262,19.5323881553,20.72,84.2697716115,0.4299983978271484
2007-08-27,103.8220620117,41.8257386239,65.98,49.6088919249,51.7330825648,41.1685841715,19.2926404307,22.72,84.2313764176,1.2999992370605469
2007-08-28,101.5400283141,41.9423686214,65.59,49.6931556979,50.6722197376,40.1883797864,18.8272477887,26.3,84.3081668054,1.269998550415039
2007-08-29,103.5323889148,41.8479538616,66.07,49.5583336612,51.6796834292,41.3405498531,19.4505918728,23.81,84.323524883,0.6399993896484375
2007-08-30,103.2568496076,41.9201533838,65.8,49.8897711681,51.544405619,41.555506955,19.4393096269,25.06,84.3772781545,1.6499996185302734
2007-08-31,104.2742295327,41.9479224308,66.52,49.9290942621,52.0534773784,42.0198142953,19.6959807204,23.38,84.3619200769,0.9399986267089844
2007-09-04,105.3269379267,41.9224432194,67.44,49.952568464,52.6586675818,42.7162753057,20.0541920266,22.78,84.3602160982,0.7700004577636719
2007-09-05,104.4155299843,42.0841337173,67.56,50.3530463728,52.1958750733,42.2863611018,19.9470106909,24.58,84.3987578636,1.3500003814697266
2007-09-06,104.6557528334,42.0060762356,68.86,50.2233140925,52.3525125377,42.2519679655,20.2516313293,23.99,84.3602160982,0.8600006103515625
2007-09-07,103.2003377639,42.2681263528,69.39,50.9340213674,51.5942448123,41.4695241142,19.8172648634,26.23,84.4604246882,1.7099990844726562
2007-09-10,103.0025042731,42.3907881098,69.62,51.3288587423,51.3735283851,41.443729262,19.7862386873,27.38,84.4681330413,2.1199989318847656
2007-09-11,104.2035846058,42.2904284904,70.52,51.2893750049,52.0463574936,42.0714039998,20.1247060633,25.27,84.4604246882,1.670000076293945
2007-09-12,104.4720524258,42.2235220775,70.46,51.0975968513,52.2243546123,42.0800022839,20.2657341366,24.96,84.5066748067,1.489999771118164
2007-09-13,105.2068321542,42.1175869237,70.08,50.6407136032,52.4201514428,42.2863611018,20.3926594026,24.76,84.4758413944,1.3400001525878906
2007-09-14,105.1997599605,42.1231624581,69.99,50.7817269514,52.4059116733,42.3207542381,20.5054818612,24.92,84.4835497475,1.4400005340576172
2007-09-17,104.6345581542,42.1566156646,70.97,50.9565835031,52.1887551886,41.9682245908,20.4913790539,26.48,84.4989664536,2.15999984741211
2007-09-18,107.7149549112,42.2737018872,71.7,50.573027196,53.6447716191,43.0430101007,21.1119025765,20.35,84.5297998659,-0.279998779296875
2007-09-19,108.3508122421,42.2067954743,71.43,50.10486288,54.0328053378,43.1375912256,21.2952390719,20.03,84.5837583375,-0.25
2007-09-20,107.5877769451,41.9057166162,72.72,49.1572531802,53.7052906395,43.0172152485,21.2811362645,20.45,84.5837583375,-0.0599994659423828
2007-09-21,107.8765442924,42.0841337173,72.34,49.5746526908,53.8334485649,43.3233141617,21.4074015191,19.0,84.6068833967,-1.010000228881836
2007-09-24,107.6777858248,42.0562560452,72.28,49.715666039,53.6810830313,43.5211767959,21.367810552,19.37,84.6145917498,-0.2199993133544922
2007-09-25,107.4648274336,42.0841337173,72.33,49.5408094873,53.5559523016,43.9341075107,21.0171477002,18.6,84.637716809,-0.8500003814697266
2007-09-26,108.0327129275,42.0952847861,72.0,49.5859337587,53.9492203092,44.1491755913,21.0765341509,17.63,84.6608418683,-1.3800010681152344
2007-09-27,108.6715774531,42.1844933366,72.7,49.9300063283,54.2459588967,44.3728463952,21.3508429946,17.0,84.6685502214,-1.229999542236328
2007-09-28,108.3095560675,42.2012199399,73.51,50.0428170068,54.0564752204,44.2266001004,21.1528881589,18.0,84.637716809,-0.6299991607666016
2007-10-01,109.5305060105,42.1748197844,73.9,50.3275280333,54.7536321428,44.7341607707,21.5205185681,17.84,84.6573461302,-0.7700004577636719
2007-10-02,109.3814316584,42.3259238362,72.35,50.4860756014,54.6642530502,44.7427634939,21.1839953474,18.49,84.6650802199,-0.7299995422363281
2007-10-03,109.1613789843,42.3035380508,71.9,50.3388528596,54.5784491213,44.4330654578,21.0595665935,18.8,84.7037506685,-0.7300014495849609
2007-10-04,109.3317475429,42.3483096217,72.87,50.5313749065,54.6821288687,44.5362981365,21.1387485278,18.44,84.7037506685,-0.989999771118164
