Date,v59_cum_net,v68b_cum_net,v59_cum_gross,v68b_cum_gross,spy_cum,ret_v59_net,ret_v68b_net,ret_v59_gross,ret_v68b_gross,ret_spy,Phase1_status,macro_quadrant,best_factor_v68b,eq_lim59,fi_lim59,ra_lim59,eq_lim68b,fi_lim68b,gld_lim68b,xle_lim68b,pdbc_lim68b,equity_ticker_v68b,BND_def_triggered
2007-02-08,0.9981094689957738,0.9926528514306906,1.0210659867826766,1.0177669685718869,1.0258188380078568,0.00336054069912306,0.0006830076269463969,0.00336054069912306,0.000683007626946619,-0.0013084704281229875,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-09,0.9966947564370228,0.9872751447617695,1.0196187358350743,1.0122532059242422,1.0181792961095761,-0.001417392182617383,-0.0054175099191730025,-0.001417392182617383,-0.0054175099191728915,-0.007447262240881214,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-12,0.9936104894776826,0.984528996347339,1.0164635307356693,1.0094375799549267,1.0147131787060268,-0.003094495019082655,-0.0027815431483318998,-0.003094495019082655,-0.0027815431483317887,-0.003404230882314341,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-13,0.9959502303183364,0.9880848654612621,1.018857085615658,1.0130834125574317,1.0232723287571082,0.0023547867755338014,0.0036117464565446067,0.0023547867755338014,0.0036117464565446067,0.008435043745067095,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-14,1.0024790679797826,0.9950002630918896,1.0255360865433176,1.0201737697481144,1.029992262502588,0.006555385462744923,0.006998789144897266,0.006555385462744923,0.006998789144897488,0.006567101989010116,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-15,1.0037658561010268,0.996399868098013,1.0268524707913504,1.0216087847608926,1.0313362676434479,0.0012836059747733941,0.0014066378251742506,0.0012836059747733941,0.0014066378251742506,0.00130486916240935,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-16,1.003749630924778,0.9963277347615305,1.0268358724360478,1.0215348264509971,1.0308410635512189,-1.6164303806687208e-05,-7.239396430291922e-05,-1.616430380679823e-05,-7.23939643028082e-05,-0.0004801577407536062,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-20,1.0003863183345085,0.9962101722192598,1.0233952036562022,1.0214142895764071,1.03303386974071,-0.003350748519997726,-0.00011799585434491,-0.003350748519997726,-0.00011799585434479898,0.002127201046819849,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-21,1.009352188698041,1.000296872090561,1.032567289038096,1.025604382954452,1.0326094727526507,0.008962408020992685,0.004102246679731358,0.008962408020992685,0.004102246679731358,-0.00041082582138929347,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-22,1.008689106258142,1.0007320719948267,1.0318889557020794,1.0260505934162956,1.0318313656308213,-0.0006569386259064336,0.0004350707439044754,-0.0006569386259063226,0.0004350707439042534,-0.0007535347509016743,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-23,1.010837963999603,1.000424289828258,1.0340872371715941,1.025735024360913,1.0277994492395743,0.002130346930614202,-0.00030755701269291613,0.002130346930614202,-0.0003075570126926941,-0.003907534240134347,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-26,1.0123710423413557,1.0003304797733736,1.0356555763152069,1.02563884091164,1.0268798410867734,0.0015166410407525532,-9.377026911305819e-05,0.0015166410407525532,-9.377026911305819e-05,-0.0008947350122451292,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-27,0.9917266518521832,0.9790013745478708,1.0145363648447834,1.003770109323932,0.9867723345403355,-0.020392118724995578,-0.021322058716370385,-0.02039211872499569,-0.021322058716370274,-0.0390576433012757,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-02-28,0.9970780520993596,0.9823318666926835,1.020010847297645,1.0071848629200082,0.9968875856577076,0.005396043594454003,0.003401927955770878,0.005396043594454225,0.003401927955770878,0.01025084587731584,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-01,0.9933426218432457,0.97989014404832,1.0161895021456404,1.0046813646927424,0.9939166723463873,-0.0037463769744493503,-0.002485639249986127,-0.0037463769744494613,-0.002485639249986016,-0.0029801888939767762,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-02,0.9814518206923931,0.9714006773587367,1.0040252125683182,0.9959771144959125,0.9809012018434868,-0.011970493251148406,-0.00866369229361763,-0.011970493251148295,-0.008663692293617742,-0.013095132484470917,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-05,0.975728844745126,0.9658452817157426,0.998170608174264,0.9902811673431506,0.9715640578469348,-0.005831132844839715,-0.0057189538493007674,-0.005831132844839715,-0.0057189538493007674,-0.00951894439419998,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-06,0.9849034452082566,0.974934609054072,1.0075562244480465,0.9996004546631398,0.98818704068051,0.009402817711643197,0.009410748812877179,0.009402817711643197,0.009410748812877179,0.01710950780786713,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-07,0.9854152091378627,0.9749038927043153,1.0080797589480337,0.9995689611897344,0.9871967386009075,0.0005196082236242905,-3.150606150548185e-05,0.0005196082236245125,-3.150606150548185e-05,-0.0010021403224641512,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-08,0.9882471765532961,0.9789256502504061,1.010976861614022,1.0036924692017413,0.9955436795481806,0.002873882389039961,0.004125286170449716,0.002873882389039961,0.004125286170449716,0.008455195019285267,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-09,0.9858803901654171,0.9772192620322107,1.0085556391392216,1.0019429093616254,0.9958265825787906,-0.0023949336198800797,-0.001743123410607339,-0.0023949336198801907,-0.001743123410607339,0.00028416938043185347,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-12,0.9880986869542586,0.9797952817914578,1.0108249567542067,1.0045841024207816,0.9973120887506219,0.0022500668549350067,0.002636071411333152,0.0022500668549350067,0.002636071411333152,0.001491731791276818,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-13,0.9809075016154194,0.970581012325373,1.003468374152574,0.9951367119372048,0.977930288531157,-0.0072778007235345665,-0.009404280299490142,-0.0072778007235346776,-0.009404280299490142,-0.01943403718663972,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-14,0.9837205224001435,0.9747797195313643,1.0063460944153468,0.9994416464355077,0.9852161273691897,0.002867773750421465,0.00432597295091508,0.002867773750421465,0.00432597295091508,0.007450264015215202,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-15,0.9842827543805293,0.9753924847569391,1.0069212577312816,1.0000699146212895,0.9865601325090401,0.0005715362926594914,0.0006286191775402017,0.0005715362926597134,0.0006286191775402017,0.001364172898224103,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-16,0.9859194809736874,0.974242351198653,1.0085956290360822,0.9988906826839788,0.9838103835262763,0.0016628622068952659,-0.0011791494975201822,0.0016628622068950438,-0.0011791494975200711,-0.0027872086983391497,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-19,0.989287465445941,0.9798285818614261,1.0120410771511978,1.00461824498252,0.9956703516536195,0.003416084718122603,0.00573392303865683,0.003416084718122825,0.00573392303865683,0.012055136158284352,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-20,0.9934399601978381,0.9838486584877805,1.0162890792823884,1.0087400295475213,1.0011387551474902,0.004197460189213187,0.004102836660181186,0.004197460189213187,0.004102836660181186,0.005492182713674909,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-21,1.0007668383423982,0.9933704675363129,1.0237844756242733,1.0185027403649813,1.0176148414525366,0.007375260144660389,0.00967812373009469,0.007375260144660389,0.009678123730094468,0.01645734541823729,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-22,0.9991374154607725,0.9923934008771141,1.0221175760163703,1.017500953919305,1.0168336450114328,-0.001628174335117416,-0.0009835873836897546,-0.001628174335117305,-0.0009835873836897546,-0.0007676739855608794,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-23,0.9963425221922176,0.9916772001093133,1.0192584002026388,1.0167666332720788,1.0183250626461795,-0.002797306181618664,-0.0007216903771910532,-0.002797306181618553,-0.0007216903771909422,0.0014667272685788824,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-26,0.9994023902567223,0.9929012092449012,1.022388645232627,1.018021609838797,1.0169757091349665,0.0030711005465993146,0.0012342818161525937,0.0030711005465993146,0.0012342818161523716,-0.0013250714930913565,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-27,0.9970678484941649,0.9900439000655831,1.0200004090095307,1.0150920107372423,1.0145611303616269,-0.002335937741711591,-0.0028777376366487806,-0.002335937741711591,-0.0028777376366486696,-0.002374273792039139,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-28,0.9957223372249431,0.9859881577933595,1.0186239509811168,1.0109336581855315,1.0071753157114696,-0.001349468114184904,-0.004096527711503484,-0.001349468114184904,-0.004096527711503373,-0.007279812353470194,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-29,0.9946017432651237,0.9867498174232432,1.0174775833602216,1.0117145878040512,1.0082405409746056,-0.0011254080760529916,0.0007724835474578473,-0.0011254080760529916,0.0007724835474578473,0.0010576363881431572,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-03-30,0.9944914383680762,0.9857995095718379,1.017364741450542,1.0107402371640053,1.008453587448398,-0.00011090358306176107,-0.0009630686873465244,-0.00011090358306176107,-0.0009630686873466354,0.00021130520459577973,HEALTHY,1,VTI,0.3,0.45,0.25,0.5117,0.4083,0.05,0.03,0.0,VTI+QQQ,0
2007-04-02,0.9957459265186887,0.9874005670376053,1.0186480828286186,1.0123818013836565,1.0095899015876066,0.00126143685326352,0.0016241207773197708,0.00126143685326352,0.0016241207773197708,0.0011267887321257941,HEALTHY,1,VTI,0.3,0.45,0.25,0.5081,0.4119,0.05,0.03,0.0,VTI+QQQ,0
2007-04-03,0.9986786520394706,0.9927101196115318,1.0216482610363784,1.0178256856377035,1.0204556196992747,0.002945254851340673,0.005377303549517043,0.002945254851340673,0.005377303549517265,0.010762506731279098,HEALTHY,1,VTI,0.3,0.45,0.25,0.5312,0.3888,0.05,0.03,0.0,VTI+QQQ,0
2007-04-04,1.003336957189113,0.9947824569069722,1.0264137072044626,1.0199504530667185,1.0215919338384836,0.004664468535628963,0.002087555324057133,0.004664468535628963,0.002087555324057133,0.001113536068862775,HEALTHY,1,VTI,0.3,0.45,0.25,0.5347,0.3853,0.05,0.03,0.0,VTI+QQQ,0
2007-04-05,1.0041407829524198,0.9964015014072249,1.0272360209603253,1.0216104593928277,1.0243616232101587,0.0008011523522055697,0.0016275362407240923,0.0008011523522053476,0.0016275362407243144,0.0027111503917893742,HEALTHY,1,VTI,0.3,0.45,0.25,0.5341,0.3859,0.05,0.03,0.0,VTI+QQQ,0
2007-04-09,1.0018926311091547,0.9950746233452669,1.0249361616246653,1.020250011315902,1.0257819590696116,-0.002238881122480607,-0.0013316700748484678,-0.002238881122480496,-0.0013316700748484678,0.0013865570783506698,HEALTHY,1,VTI,0.3,0.45,0.25,0.5347,0.3853,0.05,0.03,0.0,VTI+QQQ,0
2007-04-10,1.0058837657834352,0.9982914569010589,1.0290190923964542,1.0235482307606556,1.0269892555590792,0.003983595198082224,0.0032327560972036373,0.003983595198082224,0.0032327560972036373,0.0011769523520988034,HEALTHY,1,VTI,0.3,0.45,0.25,0.5448,0.3752,0.05,0.03,0.0,VTI+QQQ,0
2007-04-11,1.0030424779043237,0.9938946057269484,1.0261124548961231,1.0190401392518402,1.0227992232261631,-0.002824668193047719,-0.0044043762407417475,-0.002824668193047719,-0.0044043762407416365,-0.004079918373279368,HEALTHY,1,VTI,0.3,0.45,0.25,0.52,0.4,0.05,0.03,0.0,VTI+QQQ,1
2007-04-12,1.0048562649433515,0.99789857016742,1.0279679590370487,1.0231454039926557,1.0273443661553958,0.0018082853707426239,0.004028560390005431,0.001808285370742846,0.004028560390005431,0.004443827122684096,HEALTHY,1,VTI,0.3,0.45,0.25,0.5335,0.3865,0.05,0.03,0.0,VTI+QQQ,1
2007-04-13,1.0086372509692574,0.9996169492285304,1.0318359077415504,1.0249072580440122,1.0320315661063744,0.0037627132932480656,0.001721997718487689,0.0037627132932480656,0.001721997718487689,0.004562442843307979,HEALTHY,1,VTI,0.3,0.45,0.25,0.5407,0.3793,0.05,0.03,0.0,VTI+QQQ,1
2007-04-16,1.0145104686672142,1.0058336716519762,1.03784420944656,1.031281263544771,1.0418319595298713,0.005822923645059541,0.006219104656282282,0.005822923645059541,0.0062191046562820596,0.009496214791638202,HEALTHY,1,VTI,0.3,0.45,0.25,0.5397,0.3803,0.05,0.03,0.0,VTI+QQQ,1
2007-04-17,1.0142372040575873,1.0069519375038678,1.0375646597509116,1.0324278215227154,1.044601648900537,-0.00026935612600020864,0.001111780091886283,-0.0002693561260004307,0.001111780091886283,0.0026584799451876417,HEALTHY,1,VTI,0.3,0.45,0.25,0.5329,0.3871,0.05,0.03,0.0,VTI+QQQ,1
2007-04-18,1.0161447341394958,1.0073453317104228,1.0395160630247042,1.0328311686026965,1.045880027164289,0.0018807534118026048,0.0003906782358751304,0.0018807534118028268,0.00039067823587535244,0.0012237949893123545,HEALTHY,1,VTI,0.3,0.45,0.25,0.5249,0.3951,0.05,0.03,0.0,VTI+QQQ,0
2007-04-19,1.01262372779284,1.006078860718522,1.0359140735320753,1.0315326558947004,1.045595898916212,-0.003465063812624569,-0.0012572361751559402,-0.003465063812624569,-0.0012572361751561623,-0.00027166428337610515,HEALTHY,1,VTI,0.3,0.45,0.25,0.5226,0.3974,0.05,0.03,0.0,VTI+QQQ,0
2007-04-20,1.019189995729864,1.011123546022236,1.0426313656316508,1.0367049717365984,1.0554673741150027,0.006484410503925453,0.005014204652020293,0.006484410503925453,0.005014204652020071,0.009441004128863506,HEALTHY,1,VTI,0.3,0.45,0.25,0.5327,0.3873,0.05,0.03,0.0,VTI+QQQ,0
2007-04-23,1.017766965106839,1.0109690610783315,1.0411756053042962,1.036546578323613,1.0514903953566577,-0.001396236843951626,-0.00015278542816288265,-0.001396236843951737,-0.00015278542816288265,-0.003767978864983479,HEALTHY,1,VTI,0.3,0.45,0.25,0.5101,0.4099,0.05,0.03,0.0,VTI+QQQ,0
2007-04-24,1.0167810075239672,1.0119123187695616,1.0401669706970182,1.0375137004344315,1.0519164812014448,-0.0009687459081249017,0.0009330233016466849,-0.0009687459081249017,0.000933023301647129,0.0004052208623765985,HEALTHY,1,VTI,0.3,0.45,0.25,0.509,0.411,0.05,0.03,0.0,VTI+QQQ,0
2007-04-25,1.020254097363356,1.0177212963512525,1.043719941602713,1.0434696451489391,1.0615749170272217,0.0034157697809937826,0.005740593798437388,0.0034157697809937826,0.005740593798437388,0.009181751591861742,HEALTHY,1,VTI,0.3,0.45,0.25,0.5067,0.4133,0.05,0.03,0.0,VTI+QQQ,0
2007-04-26,1.0160070974622468,1.0172072972626183,1.0393752607038784,1.0429426418833625,1.0627822064149008,-0.004162688404863779,-0.0005050489662317137,-0.004162688404863668,-0.0005050489662317137,0.0011372625410743797,HEALTHY,1,VTI,0.3,0.45,0.25,0.5125,0.4075,0.05,0.03,0.0,VTI+QQQ,0
2007-04-27,1.0185368657397103,1.0174688054561085,1.0419632136517236,1.0432107662341479,1.0619300276245478,0.0024899120131958163,0.00025708446468475366,0.0024899120131958163,0.00025708446468475366,-0.0008018376532927807,HEALTHY,1,VTI,0.3,0.45,0.25,0.5163,0.4037,0.05,0.03,0.0,VTI+QQQ,0
2007-04-30,1.014261996436927,1.012017429783011,1.0375900223549763,1.037621470756521,1.0531237705881142,-0.004197068801902071,-0.005357781628159031,-0.004197068801902071,-0.00535778162815892,-0.00829269048557979,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-05-01,1.0135825821045958,1.012897625619243,1.0368949814930015,1.0385239355474098,1.055822484711319,-0.0006698607802697598,0.0008697437517659612,-0.0006698607802697598,0.0008697437517661832,0.0025625802005186937,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-05-02,1.0161367534779273,1.017647319011404,1.0395078988079196,1.0433937961823925,1.0620010028720086,0.0025199440266898687,0.0046892136697991305,0.0025199440266898687,0.0046892136697993525,0.005851853176226829,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-05-03,1.0203875185966673,1.0204400227245585,1.0438564315243903,1.0462571552994897,1.0677535417147348,0.004183260869357275,0.0027442746234200843,0.004183260869357053,0.0027442746234200843,0.0054166981266208225,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
2007-05-04,1.0243399340297608,1.0225709310320894,1.0478997525124452,1.048441975587201,1.071801502822329,0.003873445491110239,0.002088224942257133,0.003873445491110461,0.002088224942257133,0.00379110061399901,HEALTHY,1,VTI,0.3,0.45,0.25,0.5022,0.4178,0.05,0.03,0.0,VTI+QQQ,0
2007-05-07,1.0252394385885613,1.0235462533340094,1.048819945676098,1.0494419735433596,1.072014549295112,0.0008781309103724766,0.0009537942770734276,0.0008781309103724766,0.0009537942770734276,0.00019877418740499309,HEALTHY,1,VTI,0.3,0.45,0.25,0.5,0.42,0.05,0.03,0.0,VTI+QQQ,0
