date,trad_avg_pb,em_pb,total_turnover,gem_turnover
2017-02-28,1.7229487527686698,4.5862683639325805,80835.67,1108709347328.0
2017-03-31,1.6148549295724597,4.1209976995433095,115943.323,1900533335296.0
2017-04-28,1.5873124285177218,3.0536097773652022,,
2017-05-31,1.6073653481201444,3.243428763525742,81303.9552,1269034728960.0
2017-06-30,1.6328667792351408,3.954325470462928,84758.6761,1236667138560.0
2017-07-31,1.6850947170675379,3.786546269969077,97612.1444,1199852024832.0
2017-08-31,1.880715969694079,4.882045755546577,117672.3408,1645035454464.0
2017-09-29,1.8909203167392123,4.549777142803852,,
2017-10-31,1.6752163287991073,3.9974932175436524,79400.0832,1305277370880.0
2017-11-30,1.6776581671088284,4.401770444236983,112035.44750000001,1578189286400.0
2017-12-29,1.5248354959447687,4.1883120685429045,,
2018-01-31,1.6607814041950755,4.872417712083906,114889.833,1411760349952.0
2018-02-28,1.4572541283367442,4.39441728251387,64392.7667,884156632576.0
2018-03-30,1.4523974817571044,5.39503151508048,,
2018-04-27,1.4393317752730248,4.4651259143576665,,
2018-05-31,1.3490766108605587,4.134837465703157,89886.9918,1776821815296.0
2018-06-29,1.2012294405183221,4.106794106855133,,
2018-07-31,1.2096293936498266,4.942335879189133,77787.39619999999,1619211913728.0
2018-08-31,1.166723349833463,4.666535885930811,65795.064,1136925315072.0
2018-09-28,1.186528285511764,4.136999898874833,,
2018-10-31,1.1792987316272037,4.467263963286137,52376.350699999995,852813659136.0
2018-11-30,1.2143012601230914,4.629775586849497,78105.4252,1328974512640.0
2018-12-24,1.2696479538550316,,,
2018-12-28,1.127197330312556,4.369756989148121,,
2019-01-31,1.2718231132410742,4.594811470860474,65541.4844,1119427240448.0
2019-02-28,1.6079281461815964,6.997537282740117,88923.3808,1429657685248.0
2019-03-29,1.6561744282904467,6.9189934969134415,,
2019-04-30,1.5512302477693056,4.984581797006819,168850.7356,2534712659968.0
2019-05-31,1.3538030662191252,3.847160447354256,98310.84210000001,1623877544704.0
2019-06-28,1.564959624689907,4.1208714673241245,,
2019-07-31,1.5104400520296548,4.826590726243237,91583.2068,1699263495936.0
2019-08-30,1.4378018495372966,4.800052770360112,,
2019-09-30,1.4452789027666593,4.777237106117958,113548.37640000001,2373972066304.0
2019-10-31,1.4093287080890564,4.822488337163731,76694.91,1670044041216.0
2019-11-29,1.3791516759557527,4.476639642742471,,
2019-12-31,1.5264919821876712,4.992584661528834,113014.57720490999,2386735112192.0
2020-01-23,1.4706530227039514,4.774139295869044,,
2020-02-28,1.4186437152020275,5.492792890141109,,
2020-03-31,1.3182366111072892,4.8787659044332825,191003.10271173,3812382720000.0
2020-04-30,1.3778559429436101,5.544466672701748,131837.90434891998,2688076812288.0
2020-05-29,1.2902496825499319,4.331614588048241,,
2020-06-30,1.4607663087565237,7.122635234798082,145229.89903686,3076917243904.0
2020-07-31,1.618190311113383,9.403994144161627,301963.20819977997,5563311489024.0
2020-08-31,1.6827681529920624,9.22416523476821,222966.63381893001,4569229942784.0
2020-09-30,1.5945563580878825,6.4967498277073625,169872.14299999998,5522631995392.0
2020-10-30,1.5436855619110545,6.331555271854862,,
2020-11-30,1.6040489080885771,7.44729555072749,175768.63373286,4407451885568.0
2020-12-31,1.5503827135573138,8.052945732706357,188410.14984775998,3946870824960.0
2021-01-29,1.5104909328369829,9.143989993266574,,
2021-02-26,1.444578832535863,7.891886818052229,,
2021-03-31,1.31930491400218,6.691524404359507,185959.50339174,3437421170688.0
2021-04-30,1.2836191269738506,7.913967233916013,158610.04878089,3032073465856.0
2021-05-31,1.398628844602429,7.805960236927085,159054.67943162,2919917154304.0
2021-06-30,1.32668401961288,9.31030476769168,209108.60419085,4556383694848.0
2021-07-30,1.2224411788937946,8.816253828509506,,
2021-08-31,1.3811247630823402,8.787860096372599,293351.49697632,6791377035264.0
2021-09-30,1.362905011349805,9.114553431807696,274231.69886507,5034507436032.0
2021-10-29,1.3226352648224826,8.724725280956452,,
2021-11-30,1.3303826862899835,9.18615452073956,250029.49130003,6232896221184.0
2021-12-31,1.3908887448651208,9.14115137944641,258541.40601168,5867400466432.0
2022-01-28,1.2927888088863795,7.724777883574222,,
2022-02-28,1.2180367531240344,6.586752570369091,150588.24464,3416851255296.0
2022-03-31,1.1212938370291317,4.680447375981018,233783.0966,5230581411840.0
2022-04-29,1.0234484450711305,4.207600285116322,,
2022-05-31,1.0286954435808877,4.181741459834658,159544.52683696,2870554533888.0
2022-06-30,1.1183370642020307,5.490898090659868,231962.22803683998,4229611716608.0
2022-07-29,1.027328415809938,4.809940256581971,,
2022-08-31,1.0479355632775296,4.799131402072797,231755.40943015,4749511877567.98
2022-09-30,0.9407192710504874,3.6708147710783954,153260.38828049,2763657838130.37
2022-10-31,0.9265121145992538,3.252066888566047,127022.99527497,2516059541833.13
2022-11-30,1.02465209137937,3.8541471773524583,204201.95728513,4000433129615.11
2022-12-30,0.9976898878716404,4.041646229223659,,
2023-01-31,1.038911279610146,4.560547095846058,126420.87139343,2366080636820.44
2023-02-28,1.0098109191695261,4.242180757896823,179502.1022,3969861367566.09
2023-03-31,0.9964154752234624,3.939381700131266,213881.94702232,5084796749161.65
2023-04-28,1.0338033874906898,3.16448584898213,,
2023-05-31,1.0239757597346342,2.7573705160179904,185682.1672378,4813200158523.5
2023-06-30,1.0138323712086377,3.283927597249651,192287.53463634,5212895106799.11
2023-07-31,1.170896186342699,3.7187011101249565,178119.06454786,4469416516154.0
2023-08-31,1.075028910055586,3.6701359836867575,189796.05923364998,4868240228417.76
2023-09-28,1.0556339391126248,3.5151901040982176,,
2023-10-31,1.0649503763375576,3.4369560228727245,140722.45513351,3846680701501.9
2023-11-30,1.0513948014525796,3.2951562655439877,193271.91832995001,5288291261565.7705
2023-12-29,1.0195472960008742,3.1601088776118567,,
2024-01-31,0.982696620338972,2.7499643108889154,160181.79244597,3461545027536.57
2024-02-29,1.0254951471135447,3.0937098497500295,142389.31181085,3358157220695.93
2024-03-29,0.975802908248256,2.840307689692157,,
2024-04-30,0.9622035428183543,2.816033171812982,182611.37933266,4203385049688.84
2024-05-31,0.9352649124037767,2.6779288630037628,169041.43499997002,4102317220944.12
2024-06-28,0.9023248491937679,2.278721095352114,,
2024-07-31,0.9524385608789886,2.3432917937760354,150085.61504694,3805458419540.84
2024-08-30,0.9343249890429249,2.271773013714648,,
2024-09-05,0.7930398160635844,,,
2024-09-30,1.342862901402327,4.1647706094326,150956.35072172,3854365955107.52
2024-10-31,1.243305674885295,4.757686228213892,356781.13313662,11407368788127.08
2024-11-29,1.2793689197761628,5.592691961238063,,
2024-12-31,1.222729692937009,5.048896275907302,350311.81186493,9562535342871.46
2025-01-27,1.1505286983133194,4.485735111127557,,
2025-02-05,0.843510651542413,,,
2025-02-28,1.2465166497879523,4.542442311747739,325839.66823759,9699549774618.59
2025-03-31,1.2109941365755235,4.280125560460364,313263.03960725,9016937966343.11
2025-04-30,1.1560819598775565,3.899122355122662,253466.21714878,6597633876571.57
2025-05-30,1.1724383324843861,3.9086000467977295,,
2025-06-30,1.2569807463577727,4.271296953190072,261468.55422864002,7802222682829.93
2025-07-31,1.3293019793236782,4.289763433748612,370341.02199877996,10144143735223.55
2025-08-29,1.4347651793831933,5.338659529473627,,
2025-09-30,1.339127083997731,4.822355418449182,526392.99177424,14421252758272.291
2025-10-31,1.341538851199222,4.534294364692261,364566.54875657,9220179045518.58
2025-11-28,1.2651451455305434,4.160881887599957,,
2025-12-31,1.3011285453828998,3.9873275151394356,428836.12120706,11625713753454.95
2026-01-30,1.2829991131925342,3.9047599048173076,,
2026-02-27,1.2262907544936248,3.8737970509465094,,
2026-03-31,1.0449489377184635,3.122412460730384,509105.85707278,12804341190171.0
2026-04-30,1.1138884399979685,3.3653953255939975,492196.15104261,13111476676192.83
2026-05-29,1.0742588185108632,3.16704196652166,,
2026-06-30,1.2379304570954601,3.3687012149118694,654024.59896481,17184803404427.08
2026-07-29,1.17498832263731,3.2678715907167644,,
