Date,Year,Q,MCI,trend,NAV_v27,Eff_Q,EM
2013-11-12,2013,1,0.822222222222222,-0.022055431790900304,1.0575440383269206,1,N
2013-11-13,2013,1,0.822222222222222,-0.04006557354962259,1.0400889435198406,1,N
2013-11-14,2013,1,0.822222222222222,-0.03681456090266644,1.0512328611914756,1,N
2013-11-15,2013,1,0.822222222222222,-0.016695818210936464,1.069829974218343,1,N
2013-11-18,2013,1,0.822222222222222,0.01498329343170024,1.0955406951578048,1,N
2013-11-19,2013,1,0.822222222222222,0.009724913541512725,1.0932641786783495,1,N
2013-11-20,2013,1,0.822222222222222,0.013536641531483262,1.09692125681987,1,N
2013-11-21,2013,1,0.822222222222222,0.00790474080571646,1.091791976682784,1,N
2013-11-22,2013,1,0.822222222222222,0.00155963565865469,1.0864638337001415,1,N
2013-11-25,2013,1,0.822222222222222,-0.004335573517218694,1.0818841090674554,1,N
2013-11-26,2013,1,0.822222222222222,-0.00542160445881712,1.0820589015503288,1,N
2013-11-27,2013,1,0.822222222222222,0.005485934738811427,1.0981696188572037,1,N
2013-11-28,2013,1,0.822222222222222,0.015387873178584144,1.106172635116468,1,N
2013-11-29,2013,1,0.822222222222222,0.0154093616921962,1.1123568878328534,1,N
2013-12-02,2013,1,0.7555555555555555,0.005366325554552409,1.075640853784328,1,N
2013-12-03,2013,1,0.7555555555555555,0.013461201335273731,1.0869619112789544,1,N
2013-12-04,2013,1,0.7555555555555555,0.025397936373400487,1.096130545182719,1,N
2013-12-05,2013,1,0.7555555555555555,0.02457239724080762,1.0884795666356413,1,N
2013-12-06,2013,1,0.7555555555555555,0.016963063777841514,1.0848597967955127,1,N
2013-12-09,2013,1,0.7555555555555555,0.015788466176559934,1.0915695225966806,1,N
2013-12-10,2013,1,0.7555555555555555,0.014717498756947611,1.0914766557930877,1,N
2013-12-11,2013,1,0.7555555555555555,-0.0008708136421161639,1.0849766541368224,1,N
2013-12-12,2013,1,0.7555555555555555,-0.002432491660559144,1.088933570778006,1,N
2013-12-13,2013,1,0.7555555555555555,-0.002291650918713306,1.0875241014493697,1,N
2013-12-16,2013,1,0.7555555555555555,-0.01754506292572844,1.0753778305459085,1,N
2013-12-17,2013,1,0.7555555555555555,-0.02269502150692637,1.0695564586230895,1,N
2013-12-18,2013,1,0.7555555555555555,-0.021040694566399565,1.0680189264230286,1,N
2013-12-19,2013,1,0.7555555555555555,-0.029737678270075008,1.0612363316901567,1,N
2013-12-20,2013,1,0.7555555555555555,-0.04950067163118821,1.0447011122761198,1,N
2013-12-23,2013,1,0.7555555555555555,-0.048279271246345457,1.0430704747773483,1,N
2013-12-24,2013,1,0.7555555555555555,-0.04600535410989326,1.048610432246748,1,N
2013-12-25,2013,1,0.7555555555555555,-0.0402227464064564,1.0581889434042848,1,N
2013-12-26,2013,1,0.7555555555555555,-0.05248900782306665,1.0437092209861032,1,N
2013-12-27,2013,1,0.7555555555555555,-0.03912566364868442,1.0600900080644213,1,N
2013-12-30,2013,1,0.7555555555555555,-0.0375314520718405,1.0608154173574567,1,N
2013-12-31,2013,1,0.7555555555555555,-0.025630820723061665,1.0674678868656715,1,N
2014-01-02,2014,1,0.6916666666666667,-0.028001393927390428,1.075334972524456,1,N
2014-01-03,2014,1,0.6916666666666667,-0.037745077760554246,1.073452635001017,1,N
2014-01-06,2014,1,0.6916666666666667,-0.05922704016862157,1.0705376761365475,0,L1
2014-01-07,2014,1,0.6916666666666667,-0.05728327304843417,1.0720065782598398,0,L1
2014-01-08,2014,1,0.6916666666666667,-0.05657762471923822,1.0685188360291702,0,L1
2014-01-09,2014,1,0.6916666666666667,-0.06102734830210088,1.053096772098891,1,N
2014-01-10,2014,1,0.6916666666666667,-0.06629803422170522,1.054260558151278,0,L1
2014-01-13,2014,1,0.6916666666666667,-0.07140425576599563,1.0560538675733666,0,L1
2014-01-14,2014,1,0.6916666666666667,-0.06340258171594626,1.0644363563125205,1,N
2014-01-15,2014,1,0.6916666666666667,-0.06179770874967394,1.0683030944394483,1,N
2014-01-16,2014,1,0.6916666666666667,-0.05995350141183309,1.0645672144681524,1,N
2014-01-17,2014,1,0.6916666666666667,-0.07180375544361273,1.0548518895318373,3,N
2014-01-20,2014,1,0.6916666666666667,-0.0750894467396438,1.0523548339573996,3,N
2014-01-21,2014,1,0.6916666666666667,-0.08613096014464416,1.0523145773007874,3,N
2014-01-22,2014,1,0.6916666666666667,-0.05982677253993096,1.0717310522844243,1,N
2014-01-23,2014,1,0.6916666666666667,-0.06338607577224686,1.074538906732822,1,N
2014-01-24,2014,1,0.6916666666666667,-0.05709849282688051,1.085868672203958,1,N
2014-01-27,2014,1,0.6916666666666667,-0.0678048730058568,1.0773226619986243,1,N
2014-01-28,2014,1,0.6916666666666667,-0.06552516677803233,1.0750643519639997,1,N
2014-01-29,2014,1,0.6916666666666667,-0.06117318396435556,1.081729089572464,1,N
2014-01-30,2014,1,0.6916666666666667,-0.07286681061585853,1.0735451921149886,3,N
2014-02-07,2014,1,0.6722222222222225,-0.06568451887530968,1.0839113285926416,1,N
2014-02-10,2014,1,0.6722222222222225,-0.0379476658843545,1.1114798213493704,1,N
2014-02-11,2014,1,0.6722222222222225,-0.03271609064021208,1.1104999642555224,1,N
2014-02-12,2014,1,0.6722222222222225,-0.030312886403914607,1.1163622987947912,1,N
2014-02-13,2014,1,0.6722222222222225,-0.03242252988456629,1.103802129166652,1,N
2014-02-14,2014,1,0.6722222222222225,-0.028591281373021138,1.1146700244327865,1,N
2014-02-17,2014,1,0.6722222222222225,-0.021126693278289088,1.1298982121844234,1,N
2014-02-18,2014,1,0.6722222222222225,-0.031221226001737712,1.1190481288109275,1,N
2014-02-19,2014,1,0.6722222222222225,-0.017322706110490027,1.127846543369539,1,N
2014-02-20,2014,1,0.6722222222222225,-0.024518453552042185,1.1142151331466867,1,N
2014-02-21,2014,1,0.6722222222222225,-0.03420297501023495,1.1074743159526816,1,N
2014-02-24,2014,1,0.6722222222222225,-0.05436920271473855,1.0977414310433513,1,N
2014-02-25,2014,1,0.6722222222222225,-0.07688968731857371,1.0767275499450697,3,N
2014-02-26,2014,1,0.6722222222222225,-0.07372799760999782,1.0814991935112357,3,N
2014-02-27,2014,1,0.6722222222222225,-0.07378019771082744,1.069228983966751,3,N
2014-02-28,2014,1,0.6722222222222225,-0.06214183752512026,1.079428460456759,1,N
2014-03-03,2014,1,0.6138888888888886,-0.056552970412330206,1.0900139001682265,1,N
2014-03-04,2014,1,0.6138888888888886,-0.056703676107669354,1.0849445118313894,1,N
2014-03-05,2014,1,0.6138888888888886,-0.06266273317067617,1.0799801973066936,1,N
2014-03-06,2014,1,0.6138888888888886,-0.055427469154336606,1.0815322132746799,1,N
2014-03-07,2014,1,0.6138888888888886,-0.055975009997826564,1.07977181994925,1,N
2014-03-10,2014,1,0.6138888888888886,-0.08249638880083832,1.0534143374626936,3,N
2014-03-11,2014,1,0.6138888888888886,-0.07581344673507551,1.057412018321852,3,N
2014-03-12,2014,1,0.6138888888888886,-0.07219879403706086,1.059889630738568,3,N
2014-03-13,2014,1,0.6138888888888886,-0.055347839226956075,1.0762081281422646,1,N
2014-03-14,2014,1,0.6138888888888886,-0.06093476654469976,1.0691365173809384,1,N
2014-03-17,2014,1,0.6138888888888886,-0.05155594468209235,1.08399926077448,1,N
2014-03-18,2014,1,0.6138888888888886,-0.050418575891656325,1.083602330232238,1,N
2014-03-19,2014,1,0.6138888888888886,-0.054200509095541305,1.0816747910931028,0,L1
2014-03-20,2014,1,0.6138888888888886,-0.06846285330469837,1.0747073814053576,0,L1
2014-03-21,2014,1,0.6138888888888886,-0.032387787452500816,1.0945428188315613,1,N
2014-03-24,2014,1,0.6138888888888886,-0.026714206974214783,1.0928068796586812,1,N
2014-03-25,2014,1,0.6138888888888886,-0.026845205063697475,1.090496944374905,1,N
2014-03-26,2014,1,0.6138888888888886,-0.02560482183915469,1.0960625987036658,1,N
2014-03-27,2014,1,0.6138888888888886,-0.030920644716081025,1.0784451197919662,1,N
2014-03-28,2014,1,0.6138888888888886,-0.03016305262118235,1.067456842131721,1,N
2014-03-31,2014,1,0.6138888888888886,-0.03272455705090216,1.0645975236002194,1,N
2014-04-01,2014,1,0.6833333333333331,-0.025865415028153427,1.074744734351194,1,N
2014-04-02,2014,1,0.6833333333333331,-0.016646329361285184,1.075306134656445,1,N
2014-04-03,2014,1,0.6833333333333331,-0.021869469488588478,1.0731588057393495,1,N
2014-04-04,2014,1,0.6833333333333331,-0.008861660979058272,1.0853806478016035,1,N
2014-04-08,2014,1,0.6833333333333331,0.01517697160607745,1.1031818340877664,1,N
2014-04-09,2014,1,0.6833333333333331,0.013803994076053705,1.1068157015586215,1,N
2014-04-10,2014,1,0.6833333333333331,0.03033397258433257,1.118749673898718,1,N
2014-04-11,2014,1,0.6833333333333331,0.029933976052394673,1.1142871736732634,1,N
2014-04-14,2014,1,0.6833333333333331,0.029415857950694457,1.1178966194336277,1,N
2014-04-15,2014,1,0.6833333333333331,0.01134283961472371,1.1029214407646621,1,N
2014-04-16,2014,1,0.6833333333333331,0.011580622263071216,1.1011600521001812,1,N
2014-04-17,2014,1,0.6833333333333331,0.010029512521166462,1.1022255368866307,1,N
2014-04-18,2014,1,0.6833333333333331,0.008514827869379182,1.1023273139979843,1,N
2014-04-21,2014,1,0.6833333333333331,-0.00933688304424396,1.0858648439075886,1,N
2014-04-22,2014,1,0.6833333333333331,-0.002338822231551241,1.0849579213332747,1,N
2014-04-23,2014,1,0.6833333333333331,-0.005086766212524241,1.0825459193254896,1,N
2014-04-24,2014,1,0.6833333333333331,-0.002855756985460478,1.078563634167356,1,N
2014-04-25,2014,1,0.6833333333333331,-0.014644452312107092,1.0644812624985893,1,N
2014-04-28,2014,1,0.6833333333333331,-0.027502840147042407,1.0482037388652061,1,N
2014-04-29,2014,1,0.6833333333333331,-0.01836238817572755,1.0556090894068952,1,N
2014-04-30,2014,1,0.6833333333333331,-0.018325672356952927,1.0598476627663038,1,N
2014-05-05,2014,1,0.7277777777777776,-0.017330449171727325,1.0656391991858765,1,N
2014-05-06,2014,1,0.7277777777777776,-0.018371844223430744,1.0693052525861524,1,N
2014-05-07,2014,1,0.7277777777777776,-0.024237956736195,1.057117224399073,1,N
2014-05-08,2014,1,0.7277777777777776,-0.025027108375220708,1.0530987409148262,1,N
2014-05-09,2014,1,0.7277777777777776,-0.024352915036476075,1.0472529288113854,1,N
2014-05-12,2014,1,0.7277777777777776,-0.00377767387571315,1.0674282282249494,1,N
2014-05-13,2014,1,0.7277777777777776,-0.005672143187443801,1.0643765718524056,1,N
2014-05-14,2014,1,0.7277777777777776,-0.004750339990661323,1.065883877833533,1,N
2014-05-15,2014,1,0.7277777777777776,-0.01456763002175876,1.0506461280942112,1,N
2014-05-16,2014,1,0.7277777777777776,-0.014006555040538715,1.0463357935438728,1,N
2014-05-19,2014,1,0.7277777777777776,-0.025916831226150405,1.0376072703744883,1,N
2014-05-20,2014,1,0.7277777777777776,-0.02552121554145892,1.0403909389761483,1,N
2014-05-21,2014,1,0.7277777777777776,-0.015294209314719254,1.0505427999562933,1,N
2014-05-22,2014,1,0.7277777777777776,-0.017425013943889844,1.0503714931545083,1,N
2014-05-23,2014,1,0.7277777777777776,-0.006286525779405472,1.0631282263036659,1,N
2014-05-26,2014,1,0.7277777777777776,-0.0030474138922811367,1.069766057791103,1,N
2014-05-27,2014,1,0.7277777777777776,-0.006271203030632888,1.0652233643496487,1,N
2014-05-28,2014,1,0.7277777777777776,0.003926426407132144,1.0789636093832278,1,N
2014-05-29,2014,1,0.7277777777777776,-0.0019133351408691102,1.0679328590711867,1,N
2014-05-30,2014,1,0.7277777777777776,-0.0026858250688398533,1.069202374336928,1,N
2014-06-03,2014,1,0.8166666666666667,-0.005864739382062445,1.0663181259413863,1,N
2014-06-04,2014,1,0.8166666666666667,-0.014373663824376881,1.0596225599045888,1,N
2014-06-05,2014,1,0.8166666666666667,-0.002748405285052935,1.0727651937630656,1,N
2014-06-06,2014,1,0.8166666666666667,-0.011413556778381517,1.0687289898314163,1,N
2014-06-09,2014,1,0.8166666666666667,-0.01258399906986385,1.0624376278389496,1,N
2014-06-10,2014,1,0.8166666666666667,0.00038522798410767223,1.0776974860493562,1,N
2014-06-11,2014,1,0.8166666666666667,-0.001635010354060995,1.0797270833088628,1,N
2014-06-12,2014,1,0.8166666666666667,-0.0028519469334894465,1.0781342000438896,1,N
2014-06-13,2014,1,0.8166666666666667,0.00789069755310745,1.0897436958476656,1,N
2014-06-16,2014,1,0.8166666666666667,0.013878539086995989,1.0974551280182683,1,N
2014-06-17,2014,1,0.8166666666666667,0.00511969624987918,1.087561070208479,1,N
2014-06-18,2014,1,0.8166666666666667,-0.00014652425249783718,1.0819204725442368,1,N
2014-06-19,2014,1,0.8166666666666667,-0.01427382440254199,1.061948720227503,1,N
2014-06-20,2014,1,0.8166666666666667,-0.010382233927552664,1.071187154713182,1,N
2014-06-23,2014,1,0.8166666666666667,-0.011570083064339043,1.0768196997327688,1,N
2014-06-24,2014,1,0.8166666666666667,-0.003195268386728456,1.0841763711261216,1,N
2014-06-25,2014,1,0.8166666666666667,-0.0064278968345939935,1.0783371564079398,1,N
2014-06-26,2014,1,0.8166666666666667,-0.0018937980848239278,1.088429487531956,1,N
2014-06-27,2014,1,0.8166666666666667,-0.00023100588550473145,1.0902876667646078,1,N
2014-06-30,2014,1,0.8166666666666667,0.006033235940270387,1.0986094223529719,1,N
2014-07-01,2014,1,0.8083333333333336,0.006417224813269229,1.1023192665949213,1,N
2014-07-02,2014,1,0.8083333333333336,0.01076114076654866,1.1069624958426483,1,N
2014-07-03,2014,1,0.8083333333333336,0.01432080220434817,1.1096155041455267,1,N
2014-07-04,2014,1,0.8083333333333336,0.014593930063897753,1.1075790829064498,1,N
2014-07-07,2014,1,0.8083333333333336,0.0139286527276965,1.1027512482277673,1,N
2014-07-08,2014,1,0.8083333333333336,0.015829986075743596,1.1076916632144054,1,N
2014-07-09,2014,1,0.8083333333333336,0.003613910037100654,1.0917323341520824,1,N
2014-07-10,2014,1,0.8083333333333336,0.003415538663958273,1.0859747766812098,1,N
2014-07-11,2014,1,0.8083333333333336,0.006564274779407464,1.0887109935246695,1,N
2014-07-14,2014,1,0.8083333333333336,0.020589160287901587,1.0982695126175257,1,N
2014-07-15,2014,1,0.8083333333333336,0.019334030028275162,1.092510324837792,1,N
2014-07-16,2014,1,0.8083333333333336,0.018981444247424095,1.086082512162194,1,N
2014-07-17,2014,1,0.8083333333333336,0.014681917658073473,1.0813129570584628,1,N
2014-07-18,2014,1,0.8083333333333336,0.019671844037038255,1.0843182015001784,1,N
2014-07-21,2014,1,0.8083333333333336,0.0190667184822344,1.084617577527228,1,N
2014-07-22,2014,1,0.8083333333333336,0.03078184978810783,1.0966255212424878,1,N
2014-07-23,2014,1,0.8083333333333336,0.03206742375348037,1.089786820756512,1,N
2014-07-24,2014,1,0.8083333333333336,0.05305332790113715,1.0964855893937422,1,N
2014-07-25,2014,1,0.8083333333333336,0.06378392489787865,1.1072716674889183,1,N
2014-07-28,2014,1,0.8083333333333336,0.09054861988264395,1.1329030463686263,1,N
2014-07-29,2014,1,0.8083333333333336,0.09143580865564571,1.1405808345127095,1,N
2014-07-30,2014,1,0.8083333333333336,0.08593555321538937,1.1414383473416911,1,N
2014-07-31,2014,1,0.8083333333333336,0.09839622781151247,1.150767805288906,1,N
2014-08-01,2014,1,0.7194444444444446,0.08312855287681953,1.1362407629537128,1,N
2014-08-04,2014,1,0.7194444444444446,0.10398911167448799,1.1538854346683836,1,N
2014-08-05,2014,1,0.7194444444444446,0.09877476956862119,1.1592608811881158,1,N
2014-08-06,2014,1,0.7194444444444446,0.0900166575837047,1.1576426754318414,1,N
2014-08-07,2014,1,0.7194444444444446,0.07650954666267062,1.1490529233832898,1,N
2014-08-08,2014,1,0.7194444444444446,0.0750775355156732,1.1538858192786121,1,N
2014-08-11,2014,1,0.7194444444444446,0.087842929615777,1.1678279460330383,1,N
2014-08-12,2014,1,0.7194444444444446,0.08099942793235271,1.1659577084606272,1,N
2014-08-13,2014,1,0.7194444444444446,0.08176638234083566,1.165305070732861,1,N
2014-08-14,2014,1,0.7194444444444446,0.06675062289361633,1.1555073249412011,1,N
2014-08-15,2014,1,0.7194444444444446,0.07796211436313971,1.16859208343264,1,N
2014-08-18,2014,1,0.7194444444444446,0.0794116534240139,1.1794032157989833,1,N
2014-08-19,2014,1,0.7194444444444446,0.07821625661256837,1.1818015691557704,1,N
2014-08-20,2014,1,0.7194444444444446,0.07213747305021667,1.177886157412206,1,N
2014-08-21,2014,1,0.7194444444444446,0.06632610169829922,1.1787023073776939,1,N
2014-08-22,2014,1,0.7194444444444446,0.069667262238434,1.1855093916906472,1,N
2014-08-25,2014,1,0.7194444444444446,0.058512990271792464,1.1751244274176749,1,N
2014-08-26,2014,1,0.7194444444444446,0.05011471266312495,1.1638896354103176,1,N
2014-08-27,2014,1,0.7194444444444446,0.047793565550147576,1.16713555619718,1,N
2014-08-28,2014,1,0.7194444444444446,0.041344511714428434,1.1588388072128184,1,N
2014-08-29,2014,1,0.7194444444444446,0.04957926930133083,1.1717364547256635,1,N
2014-09-01,2014,1,0.7250000000000001,0.05240807890277166,1.1820884493310018,1,N
2014-09-02,2014,1,0.7250000000000001,0.0661404066313076,1.1953244821050715,1,N
2014-09-03,2014,1,0.7250000000000001,0.07391418260256466,1.2040972297849544,1,N
2014-09-04,2014,1,0.7250000000000001,0.08145868721746208,1.2142374048097604,1,N
2014-09-05,2014,1,0.7250000000000001,0.0894036459338543,1.2214960687829235,1,N
2014-09-09,2014,1,0.7250000000000001,0.08442677759509176,1.2201809272126827,1,N
2014-09-10,2014,1,0.7250000000000001,0.07511674936903812,1.2173894063411919,1,N
2014-09-11,2014,1,0.7250000000000001,0.06674344466468907,1.2130155673859815,1,N
2014-09-12,2014,1,0.7250000000000001,0.07270083485678502,1.2216771189115032,1,N
2014-09-15,2014,1,0.7250000000000001,0.0671124156615861,1.2217024513123675,1,N
2014-09-16,2014,1,0.7250000000000001,0.04637939779227507,1.1939293887938403,1,N
2014-09-17,2014,1,0.7250000000000001,0.047686712065794,1.1981419227910937,1,N
2014-09-18,2014,1,0.7250000000000001,0.04971725084788603,1.2029953040307497,1,N
2014-09-19,2014,1,0.7250000000000001,0.055936285510455486,1.2105856846812657,1,N
2014-09-22,2014,1,0.7250000000000001,0.03185066902499223,1.189669791420101,1,N
2014-09-23,2014,1,0.7250000000000001,0.04054317521715345,1.2020052030544983,1,N
2014-09-24,2014,1,0.7250000000000001,0.05820396742195855,1.219686399857327,1,N
2014-09-25,2014,1,0.7250000000000001,0.05053512711889718,1.2146587473302115,1,N
2014-09-26,2014,1,0.7250000000000001,0.048869593231221975,1.2175712629348086,1,N
2014-09-29,2014,1,0.7250000000000001,0.0513507198345986,1.2252957576445638,1,N
2014-09-30,2014,1,0.7250000000000001,0.04917355273330326,1.2290977436286408,1,N
2014-10-08,2014,1,0.6833333333333331,0.0581762804529975,1.2405766699131113,1,N
2014-10-09,2014,1,0.6833333333333331,0.0560223283731176,1.2424827839951302,1,N
2014-10-10,2014,1,0.6833333333333331,0.048515427311203174,1.2364132425389922,1,N
2014-10-13,2014,1,0.6833333333333331,0.04035355821572617,1.230691076177003,1,N
2014-10-14,2014,1,0.6833333333333331,0.034590367513779974,1.225686493625819,1,N
2014-10-15,2014,1,0.6833333333333331,0.039104909067777305,1.2319658873570065,1,N
2014-10-16,2014,1,0.6833333333333331,0.03328852843858887,1.2234304453308475,1,N
2014-10-17,2014,1,0.6833333333333331,0.02668117777838397,1.2167889072336948,1,N
2014-10-20,2014,1,0.6833333333333331,0.02919013539579951,1.2269423651676101,1,N
2014-10-21,2014,1,0.6833333333333331,0.02066074681892771,1.21856254092863,1,N
2014-10-22,2014,1,0.6833333333333331,0.01326415298279171,1.2113482130225797,1,N
2014-10-23,2014,1,0.6833333333333331,0.0011649710684036307,1.1970038763731692,1,N
2014-10-24,2014,1,0.6833333333333331,-0.0007054966479443925,1.1965907082028986,1,N
2014-10-27,2014,1,0.6833333333333331,-0.010855746146225864,1.1939151178666718,1,N
2014-10-28,2014,1,0.6833333333333331,0.008224428003321904,1.2149972004209355,1,N
2014-10-29,2014,1,0.6833333333333331,0.02013740913163109,1.2257010640776478,1,N
2014-10-30,2014,1,0.6833333333333331,0.02531900672838905,1.2264520254630107,1,N
2014-10-31,2014,1,0.6833333333333331,0.04468009716159971,1.2350012347288646,1,N
2014-11-03,2014,1,0.6249999999999998,0.04135727656927313,1.2359479257780712,1,N
2014-11-04,2014,1,0.6249999999999998,0.03964163257747644,1.2296393267010401,1,N
2014-11-05,2014,1,0.6249999999999998,0.03749224626042902,1.226490208389362,1,N
2014-11-06,2014,1,0.6249999999999998,0.03686385752300292,1.2311051261933499,1,N
2014-11-07,2014,1,0.6249999999999998,0.033647867685341115,1.2248450301237572,1,N
2014-11-10,2014,1,0.6249999999999998,0.06082913176337268,1.2462885481880799,1,N
2014-11-11,2014,1,0.6249999999999998,0.0525814738593775,1.2246072354344275,1,N
2014-11-12,2014,1,0.6249999999999998,0.06629959976378674,1.2402179722546838,1,N
2014-11-13,2014,1,0.6249999999999998,0.058692640105962424,1.2256264018528324,1,N
2014-11-14,2014,1,0.6249999999999998,0.058151419161073914,1.226129389050856,1,N
2014-11-17,2014,1,0.6249999999999998,0.05225653451338386,1.2331711836254398,1,N
2014-11-18,2014,1,0.6249999999999998,0.039782363912687524,1.2283911780980128,1,N
2014-11-19,2014,1,0.6249999999999998,0.035454040295836764,1.231939321471301,1,N
2014-11-20,2014,1,0.6249999999999998,0.03586876657759808,1.2281736655126239,1,N
2014-11-21,2014,1,0.6249999999999998,0.05394103840134723,1.2448283084408125,1,N
2014-11-24,2014,1,0.6249999999999998,0.08192207424023024,1.2671694076363427,1,N
2014-11-25,2014,1,0.6249999999999998,0.09064772573871638,1.2829985083787603,1,N
2014-11-26,2014,1,0.6249999999999998,0.09980185883887227,1.292835814063636,1,N
2014-11-27,2014,1,0.6249999999999998,0.10673056869189357,1.3012184376749871,1,N
2014-11-28,2014,1,0.6249999999999998,0.12930199497792105,1.3164669778687135,1,N
2014-12-01,2014,1,0.6027777777777779,0.12699284421275014,1.3099061956715023,1,N
2014-12-02,2014,1,0.6027777777777779,0.16723363014503523,1.3458775077496294,1,N
2014-12-03,2014,1,0.6027777777777779,0.17544780333379473,1.3640817736610749,1,N
2014-12-04,2014,1,0.6027777777777779,0.24091067793053078,1.41586044470574,1,N
2014-12-05,2014,1,0.6027777777777779,0.22802611243676485,1.3973782731253115,1,N
2014-12-08,2014,1,0.6027777777777779,0.28033668745509166,1.4295118320752074,1,N
2014-12-09,2014,1,0.6027777777777779,0.20468013670494178,1.3697048266928762,1,N
