Date,hs300,cyb,gold,bond
2014-12-10,1.460153,1.366548,0.937928,1.034114
2014-12-11,1.444394,1.375445,0.929551,1.034891
2014-12-12,1.448897,1.395907,0.926885,1.036274
2014-12-15,1.465556,1.424377,0.928027,1.037444
2014-12-16,1.499775,1.414591,0.915461,1.038625
2014-12-17,1.525439,1.419039,0.914318,1.043803
2014-12-18,1.523638,1.403025,0.917365,1.040785
2014-12-19,1.54615,1.370996,0.919269,1.041441
2014-12-22,1.535344,1.307829,0.917365,1.041633
2014-12-23,1.504277,1.299822,0.906321,1.0435
2014-12-24,1.462404,1.316726,0.90556,1.046407
2014-12-25,1.515534,1.316726,0.904798,1.045862
2014-12-26,1.574516,1.323843,0.908606,1.044651
2014-12-29,1.566862,1.301601,0.916222,1.044641
2014-12-30,1.566862,1.266014,0.909368,1.042239
2014-12-31,1.609185,1.272242,0.918507,1.043581
2015-01-05,1.660513,1.266904,0.919269,1.042551
2015-01-06,1.649257,1.336299,0.927266,1.043218
2015-01-07,1.648807,1.311388,0.931074,1.04453
2015-01-08,1.612787,1.328292,0.925743,1.044792
2015-01-09,1.601081,1.337189,0.928789,1.04678
2015-01-12,1.596128,1.370107,0.936024,1.049556
2015-01-13,1.592976,1.379893,0.940975,1.051958
2015-01-14,1.589374,1.366548,0.939071,1.053109
2015-01-15,1.634399,1.364769,0.937548,1.056288
2015-01-16,1.648807,1.41637,0.958873,1.06194
2015-01-19,1.484016,1.404804,0.977532,1.06523
2015-01-20,1.522738,1.474199,0.978675,1.065281
2015-01-21,1.592526,1.483986,0.997715,1.065957
2015-01-22,1.595227,1.497331,0.98591,1.066239
2015-01-23,1.602882,1.457295,0.992765,1.066744
2015-01-26,1.61819,1.5,0.993526,1.068026
2015-01-27,1.601981,1.501779,0.98591,1.069025
2015-01-28,1.576317,1.483986,0.989337,1.068319
2015-01-29,1.559658,1.469751,0.984387,1.066704
2015-01-30,1.540297,1.44395,0.968012,1.062909
2015-02-02,1.505628,1.458185,0.984768,1.064362
2015-02-03,1.541198,1.506228,0.985529,1.066542
2015-02-04,1.523638,1.510676,0.974867,1.068137
2015-02-05,1.505628,1.520463,0.98096,1.070176
2015-02-06,1.483116,1.477758,0.97639,1.074405
2015-02-09,1.500225,1.463523,0.953542,1.075848
2015-02-10,1.530392,1.49911,0.95735,1.069237
2015-02-11,1.540297,1.516904,0.953542,1.074758
2015-02-12,1.546601,1.530249,0.944021,1.077644
2015-02-13,1.556506,1.566726,0.950495,1.079552
2015-02-16,1.569563,1.628114,0.951257,1.076675
2015-02-17,1.583521,1.619217,0.947449,1.078906
2015-02-25,1.559208,1.604093,0.939071,1.078966
2015-02-26,1.605583,1.613879,0.938309,1.076978
2015-02-27,1.602431,1.657473,0.93869,1.0772
2015-03-02,1.615038,1.702847,0.946306,1.07395
2015-03-03,1.570914,1.675267,0.939452,1.073466
2015-03-04,1.583971,1.725979,0.936405,1.074233
2015-03-05,1.570464,1.724199,0.932597,1.072426
2015-03-06,1.560558,1.672598,0.928789,1.072083
2015-03-09,1.591175,1.714413,0.909749,1.068581
2015-03-10,1.579919,1.754448,0.901752,1.067289
2015-03-11,1.58217,1.743772,0.902133,1.07287
2015-03-12,1.610986,1.725979,0.903275,1.072901
2015-03-13,1.619991,1.772242,0.898324,1.072033
2015-03-16,1.660063,1.83363,0.904037,1.072013
2015-03-17,1.681225,1.826512,0.897944,1.072648
2015-03-18,1.725799,1.867438,0.89147,1.072406
2015-03-19,1.716794,1.863879,0.899848,1.072426
2015-03-20,1.741108,1.891459,0.89642,1.072598
2015-03-23,1.776227,1.962633,0.904037,1.073304
2015-03-24,1.774426,2.022242,0.907464,1.073294
2015-03-25,1.76362,2.035587,0.906702,1.073395
2015-03-26,1.764971,1.948399,0.915461,1.073103
2015-03-27,1.778478,1.982206,0.916222,1.072265
2015-03-30,1.835209,1.951068,0.906321,1.067198
2015-03-31,1.814948,1.99911,0.90099,1.060214
2015-04-01,1.844665,2.042705,0.902894,1.063979
2015-04-02,1.841963,2.107651,0.912795,1.066007
2015-04-03,1.871679,2.127224,0.910891,1.064786
2015-04-07,1.904548,2.169039,0.916603,1.064029
2015-04-08,1.919856,2.114769,0.916984,1.062323
2015-04-09,1.905898,2.19395,0.908225,1.06307
2015-04-10,1.950473,2.156584,0.907845,1.063656
2015-04-13,1.982891,2.180605,0.911653,1.064453
2015-04-14,1.983791,2.170819,0.904037,1.066239
2015-04-15,1.967132,2.072954,0.901752,1.065927
2015-04-16,2.031517,2.112989,0.908606,1.07284
2015-04-17,2.066637,2.106762,0.912034,1.073002
2015-04-20,2.021612,2.062278,0.920411,1.076504
2015-04-21,2.064385,2.220641,0.913557,1.077079
2015-04-22,2.120666,2.245552,0.918126,1.07935
2015-04-23,2.118415,2.311388,0.910129,1.07829
2015-04-24,2.110761,2.353203,0.913557,1.076403
2015-04-27,2.154435,2.357651,0.904798,1.07933
2015-04-28,2.12652,2.298043,0.913176,1.080531
2015-04-29,2.138226,2.422598,0.918126,1.080935
2015-04-30,2.133724,2.44484,0.917365,1.082257
2015-05-04,2.14543,2.437722,0.908225,1.079047
2015-05-05,2.063935,2.375445,0.906702,1.078603
2015-05-06,2.042323,2.435943,0.907464,1.074435
2015-05-07,2.006754,2.38968,0.897944,1.076484
2015-05-08,2.037821,2.574733,0.902133,1.080228
2015-05-11,2.104908,2.713523,0.905179,1.081934
2015-05-12,2.129221,2.783808,0.904798,1.081752
2015-05-13,2.10941,2.701068,0.907845,1.081268
2015-05-14,2.104457,2.676157,0.921554,1.083539
2015-05-15,2.065736,2.683274,0.923458,1.08369
2015-05-18,2.050428,2.808719,0.93374,1.083973
2015-05-19,2.121117,2.83363,0.926504,1.081883
2015-05-20,2.131022,2.903915,0.916222,1.080793
2015-05-21,2.174696,3.033808,0.916603,1.07939
2015-05-22,2.221522,3.008897,0.918126,1.080339
2015-05-25,2.29176,2.959964,0.922696,1.080289
2015-05-26,2.325529,3.080961,0.917746,1.080077
2015-05-27,2.325529,3.080961,0.911653,1.078987
2015-05-28,2.167942,2.927046,0.91051,1.079219
2015-05-29,2.169293,3.010676,0.906702,1.072981
2015-06-01,2.282756,3.174377,0.908225,1.067824
2015-06-02,2.321477,3.352313,0.905941,1.06954
2015-06-03,2.302116,3.371886,0.902513,1.075848
2015-06-04,2.328231,3.337189,0.899848,1.076807
2015-06-05,2.331833,3.294484,0.901752,1.08045
2015-06-08,2.389014,3.143238,0.902133,1.081459
2015-06-09,2.369653,3.137011,0.90099,1.07932
2015-06-10,2.367402,3.256228,0.902894,1.076837
2015-06-11,2.367852,3.261566,0.902894,1.077311
2015-06-12,2.385412,3.295374,0.904417,1.075999
2015-06-15,2.328231,3.124555,0.903275,1.071851
2015-06-16,2.266997,3.02669,0.901752,1.071821
2015-06-17,2.300765,3.153915,0.899086,1.070347
2015-06-18,2.210266,2.953737,0.898705,1.071064
2015-06-19,2.07249,2.802491,0.900228,1.071841
2015-06-23,2.14588,2.854093,0.89642,1.073799
2015-06-24,2.193156,2.846085,0.899848,1.076463
2015-06-25,2.114363,2.69573,0.898324,1.071861
2015-06-26,1.956776,2.461744,0.89604,1.067774
2015-06-29,1.882936,2.215302,0.896801,1.069338
2015-06-30,2.01891,2.431495,0.893374,1.068712
2015-07-01,1.889689,2.27758,0.894516,1.070549
2015-07-02,1.849617,2.197509,0.887281,1.068056
2015-07-03,1.76452,2.185943,0.880427,1.068904
2015-07-06,1.812247,2.072954,0.887281,1.075797
2015-07-07,1.732553,1.865658,0.880807,1.082953
2015-07-08,1.559208,1.689502,0.851485,1.088191
2015-07-09,1.714993,1.858541,0.881569,1.086526
2015-07-10,1.886087,2.044484,0.876238,1.080359
2015-07-13,1.906348,2.24911,0.879665,1.081792
2015-07-14,1.870329,2.363879,0.879284,1.080743
2015-07-15,1.776227,2.13968,0.878522,1.083296
2015-07-16,1.817199,2.214413,0.875476,1.089019
2015-07-17,1.89104,2.391459,0.875476,1.096134
2015-07-20,1.885637,2.393238,0.854151,1.094075
2015-07-21,1.897344,2.408363,0.847677,1.093662
2015-07-22,1.888339,2.450178,0.839299,1.093218
2015-07-23,1.939667,2.508897,0.841203,1.09457
2015-07-24,1.899145,2.437722,0.832445,1.090462
2015-07-27,1.712292,2.19395,0.842727,1.091027
2015-07-28,1.732103,2.130783,0.83473,1.093803
2015-07-29,1.795588,2.289146,0.836634,1.097305
2015-07-30,1.733904,2.135231,0.83016,1.092713
2015-07-31,1.733904,2.106762,0.825209,1.091845
2015-08-03,1.734354,1.992883,0.833587,1.093995
2015-08-04,1.803242,2.172598,0.83016,1.091865
2015-08-05,1.76317,2.097865,0.829018,1.094298
2015-08-06,1.743809,2.090747,0.829018,1.096306
2015-08-07,1.779829,2.187722,0.832826,1.096982
2015-08-10,1.867627,2.33274,0.835872,1.09672
2015-08-11,1.845565,2.282028,0.857197,1.096013
2015-08-12,1.826655,2.214413,0.886139,1.095297
2015-08-13,1.851418,2.275801,0.881569,1.094146
2015-08-14,1.846916,2.246441,0.875476,1.093642
2015-08-17,1.850068,2.228648,0.876238,1.09021
2015-08-18,1.723098,2.08452,0.876618,1.086344
2015-08-19,1.762719,2.154804,0.879665,1.08698
2015-08-20,1.717695,2.101423,0.893374,1.086859
2015-08-21,1.632148,1.980427,0.910129,1.087132
2015-08-24,1.469158,1.782028,0.906702,1.088847
2015-08-25,1.343089,1.604093,0.901752,1.090028
2015-08-26,1.38091,1.548043,0.894516,1.091038
2015-08-27,1.466457,1.602313,0.884235,1.093843
2015-08-28,1.531742,1.726868,0.888423,1.095398
2015-08-31,1.528591,1.628114,0.890708,1.097759
2015-09-01,1.522738,1.534698,0.89642,1.101433
2015-09-02,1.518235,1.503559,0.895278,1.101282
2015-09-07,1.480864,1.568505,0.880807,1.100313
2015-09-08,1.520937,1.679715,0.876999,1.096478
