date,beta_60d,beta_120d,beta_250d,year
2011-02-28,1.3601032011663277,1.3688595175971232,1.4506865661485757,2011
2011-03-01,1.348232371038223,1.3630129074927195,1.4480019867930884,2011
2011-03-02,1.3448970974646415,1.364158062346041,1.449645158754135,2011
2011-03-03,1.3382630004848652,1.3657103768743064,1.4506334100392282,2011
2011-03-04,1.3345604584998843,1.3641050290382046,1.3107931508498059,2011
2011-03-07,1.3277160439494209,1.3662485558537656,1.312573326349211,2011
2011-03-08,1.3302220465603043,1.3651064786486107,1.311323524885275,2011
2011-03-09,1.3258712823542145,1.3650307828001207,1.3125397038894817,2011
2011-03-10,1.3278910941026165,1.3672278515938026,1.312007372211401,2011
2011-03-11,1.3285094348551711,1.3690318469717704,1.312531646292622,2011
2011-03-14,1.3317067748848133,1.3577366555195358,1.3138486517113732,2011
2011-03-15,1.3279795258325189,1.3567831279684672,1.312652360423463,2011
2011-03-16,1.3527706990454245,1.3584954601918693,1.3132475254194778,2011
2011-03-17,1.3495620825561245,1.3670877892166078,1.314676909473365,2011
2011-03-18,1.3583669911592864,1.3696058188594489,1.3145556470723976,2011
2011-03-21,1.3620882279387654,1.3718609631669714,1.3170841323564162,2011
2011-03-22,1.3644428959683697,1.373177543128337,1.3182128263293582,2011
2011-03-23,1.3519742638777652,1.3708172077264538,1.319488421720113,2011
2011-03-24,1.3252158406586625,1.386118223920099,1.3174864341717265,2011
2011-03-25,1.3208460080619422,1.386054513391439,1.3179806643362124,2011
2011-03-28,1.3166527364775464,1.3794365991450712,1.3221074123254528,2011
2011-03-29,1.3218086839468353,1.379271929331222,1.321336013334791,2011
2011-03-30,1.34892312313958,1.3879383554681861,1.326928374283763,2011
2011-03-31,1.3477766174514005,1.387157621197834,1.3270535678011128,2011
2011-04-01,1.332885154259263,1.3798053088543887,1.3249188548580415,2011
2011-04-06,1.323963334893006,1.3827714655494177,1.322926911664889,2011
2011-04-07,1.3366148671494482,1.385754408365923,1.3260422257210243,2011
2011-04-08,1.3396431539738836,1.3491292794370027,1.325310487488934,2011
2011-04-11,1.3369958579115153,1.3486549048498926,1.3263121969926468,2011
2011-04-12,1.3439300562612926,1.3571620842218963,1.3292668046223448,2011
2011-04-13,1.342624286647745,1.3546912246133185,1.3293309528357806,2011
2011-04-14,1.3473533197736702,1.3379861179188772,1.3297073994131412,2011
2011-04-15,1.3468021083047854,1.3438240133639816,1.331815804348648,2011
2011-04-18,1.348442448080261,1.349971313730251,1.3337749282270035,2011
2011-04-19,1.3485154480764878,1.3435948822706856,1.334072549494248,2011
2011-04-20,1.347478193260832,1.3452701856541436,1.335459330871089,2011
2011-04-21,1.3986098150483686,1.346167788146923,1.3358054984389551,2011
2011-04-22,1.4014382572617887,1.3025293615658846,1.3343824799099977,2011
2011-04-25,1.4284672347962968,1.3027593900362437,1.333247148577491,2011
2011-04-26,1.4656906609617044,1.298471418345764,1.3304408955839322,2011
2011-04-27,1.4711153543452413,1.3008353103517574,1.3325891587981333,2011
2011-04-28,1.4667879538708406,1.2947242558416616,1.3325565832524882,2011
2011-04-29,1.4927195508790134,1.309857881627406,1.3353273604698472,2011
2011-05-03,1.5000082413283302,1.309132113764828,1.334860412976342,2011
2011-05-04,1.479460345179838,1.3104895169218038,1.362082038266927,2011
2011-05-05,1.455084762247193,1.3126780330427061,1.3598654943383086,2011
2011-05-06,1.4754309045591998,1.3118449808517112,1.3641830352846378,2011
2011-05-09,1.4740459473955478,1.3131265318951881,1.3651850924991495,2011
2011-05-10,1.468401297482636,1.3118475461373946,1.364985337642862,2011
2011-05-11,1.4811807923077005,1.3119089850981622,1.3648719778551293,2011
2011-05-12,1.4862252035454946,1.3116790005725234,1.3654212783919115,2011
2011-05-13,1.2607441374130708,1.2913581366203475,1.3648656705454927,2011
2011-05-16,1.2755040478314743,1.298573966851492,1.3676922888019625,2011
2011-05-17,1.2723132076179529,1.3207153270527539,1.3656889105042034,2011
2011-05-18,1.2684095990759756,1.3181555181268414,1.3598986052034805,2011
2011-05-19,1.271296478690952,1.3214050823714139,1.3597674804738307,2011
2011-05-20,1.2666231204929594,1.3221097153935366,1.3619677865223405,2011
2011-05-23,1.240458569809434,1.321470568753147,1.362024461204098,2011
2011-05-24,1.2089781936147441,1.3092406305611182,1.3583024866472388,2011
2011-05-25,1.188393469134032,1.295356624628753,1.3521744613206834,2011
2011-05-26,1.1733995319602488,1.2957650784543342,1.3499804909580138,2011
2011-05-27,1.1890699894095433,1.2943482055667697,1.3543209524181459,2011
2011-05-30,1.1896876596050232,1.2928237691836997,1.353552366931923,2011
2011-05-31,1.1867641158186524,1.2863578189123765,1.3439026264977088,2011
2011-06-01,1.205894406352693,1.28953990323639,1.3463365375527312,2011
2011-06-02,1.208876983226616,1.2879734331063826,1.3468091852727775,2011
2011-06-03,1.1929271520845257,1.2872854519084815,1.3485876576515619,2011
2011-06-07,1.1917194707402368,1.2800842624876234,1.348309451452384,2011
2011-06-08,1.184265441362127,1.2790979131345557,1.3338031877072867,2011
2011-06-09,1.1676538701855452,1.276075230562937,1.3399565609205781,2011
2011-06-10,1.1413368132545083,1.2671045073437963,1.334520547006679,2011
2011-06-13,1.1484687180677182,1.2657833173119566,1.3365597300554783,2011
2011-06-14,1.1315029587286163,1.2759536200384234,1.3358854329242043,2011
2011-06-15,1.1409221001718546,1.277393816136014,1.3311956988442832,2011
2011-06-16,1.122761971254366,1.2785133778302449,1.3287156011831616,2011
2011-06-17,1.108348433473553,1.2754818736217692,1.3254912678504918,2011
2011-06-20,1.1053091604820113,1.274448959214984,1.3228641390082656,2011
2011-06-21,1.0987834064749515,1.2625334676124174,1.3200512715422197,2011
2011-06-22,1.1244726346972513,1.251182545501353,1.3250624495270964,2011
2011-06-23,1.122927089656354,1.2479958068576895,1.3249960815986335,2011
2011-06-24,1.15915725241578,1.255111880705842,1.3279548828001475,2011
2011-06-27,1.2749151980835205,1.2972552307841274,1.3423625665294017,2011
2011-06-28,1.2656689501113185,1.309926578957873,1.3417559546562825,2011
2011-06-29,1.268093543307258,1.3061421530988964,1.340384797691148,2011
2011-06-30,1.2813750073805235,1.3057761330149096,1.3368638179058092,2011
2011-07-01,1.303533585816471,1.3075662337258935,1.3405148745344486,2011
2011-07-04,1.2789676788452957,1.3075325187338853,1.3405038131746942,2011
2011-07-05,1.2664578321138733,1.3037190791196522,1.3418283999628724,2011
2011-07-06,1.2683981577095758,1.3022831439826459,1.3417693397320032,2011
2011-07-07,1.2648869860398047,1.304594648720428,1.3405034148005581,2011
2011-07-08,1.2656945646718576,1.304004632709208,1.3405311017988757,2011
2011-07-11,1.261808105107246,1.3028882880655073,1.3368223752089734,2011
2011-07-12,1.2595310665831294,1.3028542116781188,1.3356491200898755,2011
2011-07-13,1.2573719434897046,1.3022741334701753,1.3351975917995091,2011
2011-07-14,1.2464774330147306,1.2972927691449947,1.3330960815445805,2011
2011-07-15,1.2283336324234089,1.2916459023378815,1.3308741173821865,2011
2011-07-18,1.2270755768088735,1.3108999427977972,1.3337241955970462,2011
2011-07-19,1.2242151014729552,1.3116730178732852,1.3334306971617822,2011
2011-07-20,1.2297168102361908,1.3297361033331312,1.3330053612800168,2011
2011-07-21,1.2352751213324697,1.3461751393643824,1.33856673101512,2011
2011-07-22,1.227658116700465,1.343330203081583,1.338616761920348,2011
2011-07-25,1.2330533709218114,1.3443610672005453,1.3370783130011064,2011
2011-07-26,1.2251697582162069,1.346416087521542,1.3370719393067896,2011
2011-07-27,1.2329517099288936,1.3535129158683477,1.3350592384531232,2011
2011-07-28,1.234442859703856,1.3420236793431293,1.33493255938804,2011
2011-07-29,1.2346349880552,1.3442950197009904,1.3352266722989308,2011
2011-08-01,1.229412178658647,1.3525740111818665,1.3300406867963541,2011
2011-08-02,1.2319644435320862,1.353464244000145,1.3305442513458703,2011
2011-08-03,1.2335224634985913,1.3486350945248975,1.331804309971639,2011
2011-08-04,1.2344791547524143,1.353537957722387,1.330561219852959,2011
2011-08-05,1.2309924736758293,1.3550751587673016,1.3323586568492674,2011
2011-08-08,1.233324810906596,1.2430770251255259,1.3322737322541418,2011
2011-08-09,1.246387718703412,1.2525900171695328,1.333966722849655,2011
2011-08-10,1.245931945399337,1.2540944117363615,1.3327034756226013,2011
2011-08-11,1.2451391947878818,1.2519925900597282,1.3316338581635223,2011
2011-08-12,1.2629983096319706,1.2617628591884469,1.335639608513712,2011
2011-08-15,1.2577407467146096,1.258726787853096,1.3383331168115669,2011
2011-08-16,1.2564813483130906,1.2465572227256223,1.338563524619115,2011
2011-08-17,1.2791709337601946,1.2481914976194488,1.3389737883043706,2011
2011-08-18,1.2734279086502918,1.2360063760043167,1.33468615530413,2011
2011-08-19,1.2786838620792822,1.2328405694156703,1.333851333050094,2011
2011-08-22,1.2856696310216646,1.2446976479320542,1.3290490741644707,2011
2011-08-23,1.2747063396070175,1.2392497304266483,1.3271798839043796,2011
2011-08-24,1.2892951252824232,1.2477978415470292,1.3285773317580272,2011
2011-08-25,1.2841368438517782,1.2497082081157964,1.329769700292271,2011
2011-08-26,1.2884124047445291,1.2589830861128355,1.3285806806259366,2011
2011-08-29,1.2881111807693737,1.255312081763994,1.3301748789960324,2011
2011-08-30,1.305593370076247,1.263024427704247,1.3323027695968697,2011
2011-08-31,1.3129618342612757,1.2636255320489371,1.3324045640414257,2011
2011-09-01,1.314675299657404,1.2585364810885789,1.3272895643259632,2011
2011-09-02,1.337101326690115,1.259388607173464,1.3266216558104724,2011
2011-09-05,1.3365857038627742,1.261780340120478,1.3262944165202124,2011
2011-09-06,1.3357705602485614,1.256960236092694,1.326510888624166,2011
2011-09-07,1.331418156403921,1.2556574329715007,1.3249805869408697,2011
2011-09-08,1.3212762750373586,1.2463751564946066,1.323174150232106,2011
2011-09-09,1.3255323643123278,1.2428537407638218,1.3263800391639218,2011
2011-09-13,1.3255166979676358,1.2413991847264152,1.3252700915860942,2011
2011-09-14,1.3167053530698267,1.234007972060792,1.3217357675040466,2011
2011-09-15,1.32321861858825,1.2472632380823043,1.3237389131724304,2011
2011-09-16,1.3238433156832927,1.2471145427429258,1.3237414285581224,2011
2011-09-19,1.3193008371518153,1.2554534325144282,1.3167888107565355,2011
2011-09-20,1.244750361971936,1.2579325137534445,1.3173691508205072,2011
2011-09-21,1.2583415855754334,1.2607800606949255,1.3183758713334734,2011
2011-09-22,1.2313792822612282,1.2463996469965282,1.3180460431149121,2011
2011-09-23,1.23492159294447,1.253149827610473,1.3164964796277405,2011
2011-09-26,1.2282977193495912,1.2582403879530102,1.3156018724387197,2011
2011-09-27,1.225756265572089,1.245490273791059,1.3139235926678612,2011
2011-09-28,1.2470152974921456,1.2537374528852612,1.3135582747479668,2011
2011-09-29,1.249250690374556,1.2557793347549961,1.324848192676636,2011
2011-09-30,1.2488890484177693,1.2534331142116468,1.3249222241274332,2011
2011-10-10,1.248471893393651,1.2535885443529633,1.3240953924294292,2011
2011-10-11,1.241564658105165,1.2471222183205026,1.3220708884162125,2011
2011-10-12,1.2450097727289249,1.2468486141810087,1.3270531499321696,2011
2011-10-13,1.311822604924819,1.288767404594552,1.339669012315181,2011
2011-10-14,1.3147376549415457,1.284565281404683,1.3378823396506792,2011
2011-10-17,1.3163938468606502,1.2780728337141238,1.3423803064237867,2011
2011-10-18,1.3135787645031567,1.2758137816670372,1.340009010752142,2011
2011-10-19,1.338135983398448,1.290365277007232,1.3238500052589253,2011
2011-10-20,1.336411539702793,1.2905856647684932,1.3233784918990816,2011
2011-10-21,1.3030265430816392,1.2710369033198925,1.3177410000817433,2011
2011-10-24,1.3033901765685287,1.269661809048674,1.3155847850086997,2011
2011-10-25,1.2960851313281667,1.2690515765370864,1.3044422079290383,2011
2011-10-26,1.2779470756216933,1.2557729803960513,1.3053955224326423,2011
2011-10-27,1.2761643467872716,1.258373694221537,1.3082371916999382,2011
2011-10-28,1.278290026784637,1.259994456366031,1.3041721948306986,2011
2011-10-31,1.2652728885208682,1.2529497352351946,1.3011323617049484,2011
2011-11-01,1.2670596955793676,1.2527315003412878,1.3017361621294044,2011
2011-11-02,1.2655267413803455,1.2527193704879223,1.277033106516927,2011
2011-11-03,1.2678096471350055,1.2554209092877897,1.279280071659644,2011
2011-11-04,1.2667794756186497,1.2553827089106522,1.277955285900446,2011
2011-11-07,1.26718369992201,1.2544611001089678,1.2781660354141313,2011
2011-11-08,1.2703564835657628,1.257163636637407,1.2773789537327178,2011
2011-11-09,1.255905090048385,1.2539207139068733,1.2823722057915439,2011
2011-11-10,1.2616573541138802,1.2583993478491466,1.2844909603797223,2011
2011-11-11,1.2624055588482987,1.2574756693748075,1.2834422571175101,2011
2011-11-14,1.2579970130526164,1.2610455194614423,1.286767229901765,2011
2011-11-15,1.251435319000084,1.2553008348355712,1.284794003458286,2011
2011-11-16,1.2548053731523938,1.2557503335912816,1.2858941678771125,2011
2011-11-17,1.2542162359101576,1.2625720910197697,1.2837845297289772,2011
2011-11-18,1.2575469866951785,1.263035555431998,1.283563113980886,2011
2011-11-21,1.245831824673297,1.2579227911027766,1.2786870147102913,2011
2011-11-22,1.2455540836641485,1.2609032506684053,1.2649973681835058,2011
2011-11-23,1.2524484999030194,1.2614089876366485,1.2668051567285297,2011
2011-11-24,1.2510728836999154,1.2659371522481935,1.2781080420621147,2011
2011-11-25,1.2472267592983097,1.2618079663828785,1.275819968609579,2011
2011-11-28,1.244699409263649,1.2639164804858365,1.2793173091208856,2011
2011-11-29,1.2450304264159067,1.2632959376659687,1.2795380004932009,2011
2011-11-30,1.2335005652385205,1.2654326644989562,1.2795682214604454,2011
2011-12-01,1.2592218379797528,1.2815879512850974,1.2857518413785665,2011
2011-12-02,1.2694262714698301,1.2878672817849313,1.2829323360731502,2011
2011-12-05,1.273305365581245,1.2986982911974474,1.2868884836739949,2011
2011-12-06,1.276093707135952,1.300446913129149,1.2881797981603864,2011
2011-12-07,1.2736887744093826,1.3000924903554596,1.2877908265533606,2011
2011-12-08,1.2775870874298247,1.3004225137485854,1.28479672613517,2011
2011-12-09,1.2855782387746821,1.3010129024038852,1.284726932835577,2011
2011-12-12,1.2834781629308418,1.301356536978151,1.284150863442717,2011
2011-12-13,1.281579077929985,1.3002394958999008,1.2833382585502482,2011
2011-12-14,1.289691412326306,1.3011556273654756,1.2793116912227311,2011
2011-12-15,1.2901067374224955,1.304466250413129,1.2810147035564434,2011
2011-12-16,1.2866266067326648,1.3025143566105528,1.2784373051685798,2011
2011-12-19,1.2809186821977587,1.2963565550463862,1.2781605688177256,2011
2011-12-20,1.2784030492738485,1.2650597754080442,1.2782199060196786,2011
2011-12-21,1.2747295656069726,1.268191378187848,1.2843453748485711,2011
2011-12-22,1.3001671512270256,1.270268159266997,1.2855874834579388,2011
2011-12-23,1.3024112817830356,1.2707340668191696,1.2858240899275528,2011
2011-12-26,1.3013239351497774,1.2671501666024485,1.2841816895984943,2011
2011-12-27,1.308791777495065,1.267811392271248,1.2841949326794466,2011
2011-12-28,1.2967531154419598,1.2724292581962597,1.2790017019366933,2011
2011-12-29,1.299131496365165,1.2742575818306516,1.2754182330585024,2011
2011-12-30,1.2967065427313669,1.2716662834666321,1.2732377739591174,2011
2012-01-04,1.2970086934878562,1.2716013242672315,1.2744673593781268,2012
2012-01-05,1.3071950424886079,1.2732958759551298,1.2762800321944574,2012
2012-01-06,1.3116292643227154,1.2762217287892532,1.2831792744240842,2012
2012-01-09,1.243719191855478,1.279103562050418,1.282403685737987,2012
2012-01-10,1.2389759144276669,1.273604802466078,1.2795647568377382,2012
2012-01-11,1.242016715524094,1.2715990107576887,1.278823850563969,2012
2012-01-12,1.2438052353471287,1.272162793305146,1.2787497163956374,2012
2012-01-13,1.220795764640298,1.2717372263581992,1.280422708786395,2012
2012-01-16,1.2220531708865987,1.2712466702423915,1.2796709460777407,2012
2012-01-17,1.2352654466112911,1.260433792738019,1.273350045830871,2012
2012-01-18,1.244809617531909,1.2610428212759994,1.273051192216609,2012
2012-01-19,1.2281367058794983,1.254879684824026,1.2683494195033873,2012
2012-01-20,1.247957990114806,1.2590890305090925,1.273328816617658,2012
2012-01-30,1.2414188114840539,1.2548100055522728,1.2713277505707459,2012
2012-01-31,1.2422194437255174,1.2567988245641073,1.2715585482069858,2012
2012-02-01,1.2478663962262337,1.2561609561947435,1.2692904424047395,2012
2012-02-02,1.2504475424655068,1.2586343807814444,1.2757380940082113,2012
2012-02-03,1.252360503607033,1.2577892687952885,1.2756414237282772,2012
2012-02-06,1.2439285034385663,1.2559512025191912,1.281287957363375,2012
2012-02-07,1.2444573046545069,1.2558077351444794,1.2853487813996542,2012
2012-02-08,1.2488074138291343,1.2596308043199964,1.2867438662885964,2012
2012-02-09,1.2582980417520402,1.2645480881349294,1.289940950865077,2012
2012-02-10,1.2572496265681208,1.2586908155914585,1.2904647680422625,2012
2012-02-13,1.2539031718108493,1.2602534098334863,1.2934484346897313,2012
2012-02-14,1.2600544116918075,1.2619639639593754,1.2897913701126802,2012
2012-02-15,1.2599735703301405,1.2592362017181566,1.2905112974801736,2012
2012-02-16,1.2664639224333654,1.2610168688448293,1.2951760710705391,2012
2012-02-17,1.2663333857034769,1.261858831796406,1.2952870751807424,2012
2012-02-20,1.2705333425069467,1.2615529423250607,1.293584199505476,2012
2012-02-21,1.2712939360193578,1.263607569414991,1.2950811040739705,2012
2012-02-22,1.2924751536574428,1.2675331841329862,1.297275843633038,2012
2012-02-23,1.315193816973929,1.2797764746655376,1.2684682413952741,2012
2012-02-24,1.3134208225335247,1.282398118212855,1.2677598119924112,2012
2012-02-27,1.3157359562873967,1.282888008081686,1.2726029260566731,2012
2012-02-28,1.3183728936633599,1.283786864400098,1.273236890806072,2012
2012-02-29,1.3158215669625004,1.2822958542310294,1.2739040431495352,2012
2012-03-01,1.3193701628097474,1.2843003218045281,1.2747763236920526,2012
2012-03-02,1.3191548747299997,1.2793635323409476,1.2702660451755554,2012
2012-03-05,1.3238187141247397,1.2914018178939255,1.2786821555233947,2012
2012-03-06,1.307516029523559,1.2876788835898207,1.273599712053555,2012
2012-03-07,1.283792914263064,1.2791116277649661,1.2680525383057066,2012
2012-03-08,1.2755446231340013,1.2771112140524912,1.271266324006769,2012
2012-03-09,1.28132599461954,1.278369227720101,1.2737382332871208,2012
2012-03-12,1.2708454650501126,1.2748130047719262,1.269537377594536,2012
2012-03-13,1.270703124768188,1.2782118448617648,1.270048371167377,2012
2012-03-14,1.263990608206784,1.2731052918808856,1.2694889713029442,2012
2012-03-15,1.2899302671594997,1.2852026354257864,1.275130543031819,2012
2012-03-16,1.2891858570019548,1.2893802754232797,1.2744982993701506,2012
2012-03-19,1.2905012200475654,1.29162746092707,1.276756003169673,2012
2012-03-20,1.2943353483562525,1.291379402518505,1.2746537633379984,2012
2012-03-21,1.327359291041256,1.3029218384357795,1.2819468409427295,2012
2012-03-22,1.325039250115946,1.3009663877970616,1.2825962655602392,2012
2012-03-23,1.3179253833657718,1.298868330656514,1.2803971889249046,2012
2012-03-26,1.301965938179688,1.3056285213940804,1.2789308548890588,2012
2012-03-27,1.301615869314624,1.307937888906763,1.2766219537579298,2012
2012-03-28,1.3046433572290281,1.30988672757842,1.2749184256196593,2012
2012-03-29,1.2946200850933505,1.3074995450497036,1.2718117821897956,2012
2012-03-30,1.2944146227350257,1.3027729564299049,1.2709101502057494,2012
2012-04-05,1.2963301911050782,1.3037993152817924,1.2761374731986035,2012
2012-04-06,1.3427565547669233,1.3319014981286132,1.2929962467947296,2012
2012-04-09,1.3457678379104092,1.3318146650603317,1.296770959438575,2012
2012-04-10,1.3381869618994888,1.3343654014536424,1.2958869946089908,2012
2012-04-11,1.328603147723998,1.334993238307265,1.2951693010998677,2012
2012-04-12,1.3277411624469602,1.3081747415864589,1.2952709891613048,2012
2012-04-13,1.3660697540183027,1.319644800967052,1.3033946867734045,2012
2012-04-16,1.3863038490855237,1.3204981701485088,1.3071644898620434,2012
2012-04-17,1.3829047713924796,1.3210398600754172,1.30353877948494,2012
2012-04-18,1.4034860432165268,1.3181002476136834,1.3096148957300697,2012
2012-04-19,1.4227604967094902,1.3328723509876645,1.3180497037837082,2012
2012-04-20,1.452616124829121,1.3534152751774873,1.3171164920757716,2012
2012-04-23,1.5257652974960114,1.3602026554986932,1.3216972736625514,2012
2012-04-24,1.5718779989272573,1.371473524969934,1.3249145471838821,2012
2012-04-25,1.5635758587323372,1.3758686398400206,1.3247918637267657,2012
2012-04-26,1.5762183242019583,1.3743552703515367,1.3227908173471268,2012
2012-04-27,1.5815911022090856,1.3751465462289703,1.3233004873148377,2012
2012-05-02,1.588682203156162,1.3834622668093566,1.3212276950039066,2012
2012-05-03,1.5547790186843575,1.3758234129971114,1.3175994174915706,2012
2012-05-04,1.581768964550544,1.3781616717034089,1.3187266458967644,2012
2012-05-07,1.5709434889070537,1.3709065125800535,1.31595642094195,2012
2012-05-08,1.5704957573675582,1.370745334695293,1.3166844157032314,2012
2012-05-09,1.5774627666574523,1.3734451108976762,1.3164802303767622,2012
2012-05-10,1.5571465452761186,1.3608441442387411,1.312885723550996,2012
2012-05-11,1.5554648649430085,1.360377585585241,1.3087191189025689,2012
2012-05-14,1.5578580808720293,1.3593759406603079,1.3110862376231953,2012
2012-05-15,1.540923443642549,1.3587629418097795,1.3097949041989414,2012
2012-05-16,1.5394115472554923,1.3587094569681655,1.3103268346590604,2012
2012-05-17,1.5332703826518546,1.3622084335719353,1.3094007792034368,2012
2012-05-18,1.5797623170239088,1.3820052991323573,1.3204394125288748,2012
2012-05-21,1.580233426783599,1.3864961866359697,1.321090046473507,2012
2012-05-22,1.5623835320897146,1.379932902660908,1.3179632702526027,2012
2012-05-23,1.5649729861802109,1.3957891054885736,1.3204752172125185,2012
2012-05-24,1.526300495705356,1.3920728430574978,1.3186618852183252,2012
2012-05-25,1.5389722881633767,1.3948667067656324,1.3185457258805213,2012
2012-05-28,1.5430880028584508,1.3932327806220897,1.3209572777327538,2012
2012-05-29,1.5276786411339134,1.3921567910259882,1.321164610357717,2012
2012-05-30,1.5299463435657448,1.3925683417512842,1.3240285261327644,2012
2012-05-31,1.5216720058088313,1.3916279146601436,1.323150854024614,2012
2012-06-01,1.517734129462575,1.391276432625331,1.3225040116740028,2012
2012-06-04,1.4904472485159803,1.3821816084619158,1.327061664855373,2012
2012-06-05,1.5088775335356266,1.3862370291186545,1.3305372757308491,2012
2012-06-06,1.5416941661566512,1.384644614185998,1.3324428530825052,2012
2012-06-07,1.5498863135903225,1.3837799096306205,1.3338919996010412,2012
2012-06-08,1.5425697028567333,1.3825400460429034,1.3333101326315995,2012
2012-06-11,1.5549873766303364,1.3778496066182422,1.3310666452422752,2012
2012-06-12,1.563727436438498,1.3827700132302465,1.3333444018239884,2012
2012-06-13,1.587121084768113,1.3856390194662815,1.3348210204213418,2012
2012-06-14,1.567434913945319,1.38766848989484,1.3353037121121702,2012
2012-06-15,1.5817157805357145,1.3946230254136784,1.3380879640971362,2012
2012-06-18,1.5781768916257588,1.391793959632943,1.3389651153768833,2012
2012-06-19,1.5766818901438127,1.3960331720828505,1.339148954932688,2012
2012-06-20,1.5513156896847682,1.4062974382330542,1.3455194001382456,2012
2012-06-21,1.5571868415977717,1.406500471101189,1.346221928950396,2012
2012-06-25,1.6035818173006313,1.4229729264715274,1.354608388797177,2012
2012-06-26,1.6183606506132686,1.4236003765773242,1.3568232042208306,2012
2012-06-27,1.6201083905894587,1.4232172359915234,1.3572316750256304,2012
2012-06-28,1.62095541721844,1.4261786422524618,1.3577416521172352,2012
2012-06-29,1.6700524327353996,1.4269416633400462,1.3583671446790384,2012
2012-07-02,1.6987538866639338,1.4376414705935796,1.3636543170987507,2012
2012-07-03,1.6949165051225985,1.43731261257786,1.3645623403545082,2012
2012-07-04,1.6227051076380947,1.4376741704797404,1.3643452612961993,2012
2012-07-05,1.6222007335277377,1.4405388457929023,1.3641387329008856,2012
2012-07-06,1.67503706018484,1.4578974350758602,1.3573559036642613,2012
2012-07-09,1.6782155535792325,1.4558464990874562,1.3598818650882734,2012
2012-07-10,1.681108077434858,1.4622609731490803,1.3639641867277916,2012
2012-07-11,1.6684392545894957,1.4836805140243323,1.3649271273410215,2012
2012-07-12,1.6615718726091309,1.4994246845955579,1.3648055546150775,2012
2012-07-13,1.690017186855974,1.508732721636771,1.369825801554039,2012
2012-07-16,1.668847855153506,1.5085669640976445,1.374787197565111,2012
2012-07-17,1.6186646442492518,1.505169342599708,1.3734155212939243,2012
2012-07-18,1.6397064108635262,1.5309664391224165,1.3764592399989868,2012
2012-07-19,1.6199030431592663,1.573717924898525,1.3767047972229713,2012
2012-07-20,1.5977171853757322,1.5866285461971839,1.3764300245018057,2012
2012-07-23,1.600419738566032,1.5847415079025142,1.377717888079016,2012
2012-07-24,1.59394391540858,1.5877997517634506,1.3753514015107102,2012
2012-07-25,1.5944034910240001,1.5915197071876679,1.3790330722049993,2012
2012-07-26,1.5944381865305892,1.5923682174258542,1.3795719875987977,2012
2012-07-27,1.6513646809962257,1.5957910851413515,1.3810303445872874,2012
2012-07-30,1.6315758148601396,1.6099581294629506,1.3803251681445372,2012
2012-07-31,1.6742503608319104,1.6212904198958888,1.3820193446668834,2012
2012-08-01,1.6816335541640768,1.6210365418962225,1.3820187369610206,2012
2012-08-02,1.673440402034355,1.618927634354997,1.3825918118686942,2012
2012-08-03,1.7177604980903496,1.6333209041389332,1.3831783207104305,2012
2012-08-06,1.7173498974549457,1.6351270960784123,1.3839627365804699,2012
2012-08-07,1.7040898235714286,1.6301141046746555,1.384267901306015,2012
2012-08-08,1.7182433885307893,1.6294046362171488,1.385046278415443,2012
2012-08-09,1.716547997674638,1.629014215731885,1.3846337936451696,2012
2012-08-10,1.7190327272892845,1.6237324632162338,1.3835253799722833,2012
2012-08-13,1.6556489152382519,1.6253849239745968,1.38388110574325,2012
