code,date,score,year,tier,vol60_ann,turnover_yi,adx,wt1,f_fund,f_val,f_regime,r20,r60,alpha20,alpha60,f1_sig,f2_fund,f3_val,f4_vol,f5_liq,f6_trend,f7_regime,f8_analyst,base,prod_factors,pos_conf
300724,2024-11-08,3,2024,ge3,0.8575718136088455,0.132473282,45.93888513685801,22.769832360006102,1.2,0.9,1.2,-0.05919731680130624,-0.0944933389943996,-0.05692053407174424,-0.09900570264631872,0.85,1.2,0.9,0.7,0.8,1.2,1.2,1.0,0.3,0.7402752,0.22208256
603200,2024-11-08,3,2024,ge3,0.5088544507954553,0.0289602603,36.61455612808383,55.7756426595137,1.0,0.8,1.2,0.07960420733763485,0.23595027772832866,0.08188099006719686,0.23143791407640954,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
301095,2024-11-08,3,2024,ge3,0.8196015262426225,0.118495911,43.78551474179181,77.76016291252894,1.0,0.8,1.2,-0.19016516748840306,-0.24241330823138885,-0.18788838475884106,-0.24692567188330797,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
688084,2024-11-08,3,2024,ge3,0.7909829704602326,0.739707485,49.46515097228117,52.664294978837816,1.0,0.8,1.2,0.16531091164767364,0.16574698985794267,0.16758769437723564,0.16123462620602355,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
688122,2024-11-08,3,2024,ge3,0.6237770819170279,0.0585283044,47.924038314845674,41.050509391187745,1.2,0.8,1.2,-0.13324764833297298,-0.15134043547037646,-0.13097086560341098,-0.15585279912229558,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
688157,2024-11-08,3,2024,ge3,0.6024242321887863,0.0036747359999999996,32.743315744121126,48.708049281658965,1.0,0.8,1.2,-0.070596721068926,-0.20017224421104363,-0.06831993833936399,-0.20468460786296275,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
600590,2024-11-08,3,2024,ge3,0.6455418879718022,0.013540149,44.77612131233531,32.37855703532198,1.0,0.8,1.2,-0.014440684154794381,-0.016260520871780315,-0.012163901425232371,-0.020772884523699433,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
601360,2024-11-08,3,2024,ge3,0.5245235485048418,0.47633485719999996,40.7074171143849,79.91141122737687,0.6,0.8,1.2,0.18860558391030846,0.19621597071772312,0.19088236663987046,0.191703607065804,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
000547,2024-11-08,3,2024,ge3,0.5585140976497075,0.0659104592,49.44357885312846,69.45860610488397,0.6,0.8,1.2,-0.11350569212222794,-0.21241590064239801,-0.11122890939266593,-0.21692826429431714,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
600262,2024-11-08,3,2024,ge3,0.4594818135207049,0.0170532384,33.40011756942751,59.77941870763535,1.0,0.8,1.2,0.011904902506318482,-0.04386220676137187,0.014181685235880492,-0.04837457041329099,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
603119,2024-11-08,3,2024,ge3,0.5237334019060588,0.03510806,47.49459501810238,68.89219191776954,1.2,0.8,1.2,0.001364566961797209,0.37637046758525283,0.003641349691359218,0.37185810393333374,0.85,1.2,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.940032,0.28200959999999997
688170,2024-11-08,3,2024,ge3,0.6178726076783576,0.008033457800000001,32.7893434459349,45.316959672800586,1.0,0.8,1.2,-0.037062503628770394,-0.1312833587066402,-0.03478572089920839,-0.13579572235855933,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
002335,2024-11-08,3,2024,ge3,0.5810474364733229,0.0475419188,39.6159485885848,48.75330873023123,1.2,0.8,1.2,-0.16286654399679934,0.2938483981890365,-0.16058976126723734,0.2893360345371174,0.85,1.2,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.940032,0.28200959999999997
000629,2024-11-11,3,2024,ge3,0.475078921236604,0.042595506799999995,45.4254335014671,65.86846172658898,1.2,0.9,1.2,0.10178269430994225,-0.09531017980432499,0.1300897972814314,-0.05180535035645148,0.85,1.2,0.9,1.0,0.8,1.2,1.2,1.0,0.3,1.057536,0.3172608
688327,2024-11-11,3,2024,ge3,0.8418550419734513,0.08043195360000001,31.494250625218964,37.88479813161177,0.6,0.8,1.2,0.11548606992129029,0.2342906306573842,0.14379317289277946,0.2777954601052577,0.85,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.3290112,0.09870336
603002,2024-11-11,3,2024,ge3,0.5323047973918391,0.0288110458,43.14219554199739,65.8852776070758,1.0,0.8,1.2,0.07817778106402407,0.028987536873252173,0.10648488403551325,0.07249236632112568,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
603612,2024-11-11,3,2024,ge3,0.49404197192292704,0.022497944,50.703064494481794,62.78880072224506,0.6,0.8,1.2,-0.06449422533016236,0.17788203784858947,-0.03618712235867318,0.22138686729646298,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
603585,2024-11-11,3,2024,ge3,0.37823516202804847,0.0011998568,43.27276363435876,61.958320904470085,1.0,0.8,1.2,0.21161235371502007,0.0861484782603048,0.23991945668650924,0.12965330770817832,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
301550,2024-11-11,3,2024,ge3,0.7701014136662921,0.050775607199999996,32.17019972894753,43.37450845491322,1.2,0.8,1.2,0.3089734536862556,0.6677657902569694,0.3372805566577448,0.7112706197048428,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
300725,2024-11-11,3,2024,ge3,0.7935006685875788,0.046914390300000004,30.19482221777121,44.16409942949949,1.0,0.8,1.2,-0.06086121301161462,-0.0759925473707681,-0.03255411004012544,-0.03248771792289459,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
600487,2024-11-11,3,2024,ge3,0.4477278586439254,13.6692423045,39.525678901016335,54.38865089261258,1.0,0.8,1.2,-0.07752458017611996,-0.1946032416398249,-0.04921747720463078,-0.1510984121919514,0.85,1.0,0.8,1.0,1.1,1.2,1.2,1.0,0.3,1.07712,0.32313600000000003
002880,2024-11-11,3,2024,ge3,0.38205680292176564,0.004030621,40.606103154338115,50.446295121889264,1.2,0.9,1.2,-0.02735213248962598,-0.11080909653967286,0.0009549704818631981,-0.06730426709179935,0.85,1.2,0.9,1.0,0.8,1.2,1.2,1.0,0.3,1.057536,0.3172608
603163,2024-11-11,3,2024,ge3,0.4733001820596475,0.006594085199999999,24.36449873357967,34.19596863984562,1.2,0.9,1.2,0.004547184796090509,0.05000115724125065,0.03285428776757969,0.09350598668912416,0.85,1.2,0.9,1.0,0.8,1.0,1.2,1.0,0.3,0.8812800000000001,0.264384
688639,2024-11-11,3,2024,ge3,0.8613490212599803,0.026864129600000005,24.633683096795362,14.057244449797246,1.2,1.0,1.2,-0.04957006652289353,-0.23919397745848636,-0.021262963551404352,-0.19568914801061285,0.85,1.2,1.0,0.7,0.8,1.0,1.2,1.0,0.3,0.68544,0.205632
601226,2024-11-11,3,2024,ge3,0.4021253309187348,0.0089036411,41.47651840988508,59.35590527354556,1.0,0.8,1.2,0.060144706272357906,0.09782814010675267,0.08845180924384709,0.14133296955462618,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
600168,2024-11-11,3,2024,ge3,0.41448400118541634,0.028659388800000005,60.30681987525956,82.96623540091599,1.0,0.8,1.2,-0.07439081758058297,-0.2121745199436358,-0.04608371460909379,-0.16866969049576228,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
688648,2024-11-11,3,2024,ge3,0.6802811854596639,0.0158628028,38.492408072073395,48.36175088716513,1.0,0.8,1.2,-0.1091587072748843,-0.1455118215250195,-0.08085160430339512,-0.102006992077146,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
688312,2024-11-11,3,2024,ge3,0.6892100586607895,0.012358517999999999,49.841837270837836,52.65335128054381,1.0,0.8,1.2,-0.03525094947079932,-0.21065206342018028,-0.006943846499310142,-0.16714723397230677,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
002342,2024-11-11,3,2024,ge3,0.37491968978283485,0.0074818088,46.203151733637995,66.4436861439433,0.6,0.8,1.2,0.0426731411260759,-0.13392072492455442,0.07098024409756508,-0.09041589547668091,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
600354,2024-11-11,3,2024,ge3,0.4031914762837014,0.0244449625,50.426068348915734,70.51078467649756,1.0,0.8,1.2,-0.011299555253933224,-0.030972320852638235,0.017007547717555953,0.012532508595235275,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
688377,2024-11-11,3,2024,ge3,0.7066883895706192,0.005333116,33.76178134318137,43.30664651859245,1.0,0.8,1.2,0.1524070002224316,0.17313313073954806,0.18071410319392076,0.21663796018742157,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
002836,2024-11-11,3,2024,ge3,0.5211041721751173,0.0036869714,47.84511184053216,47.114869272133284,1.0,0.8,1.2,0.03129015799320989,-0.03230094478832113,0.05959726096469907,0.011203884659552382,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
603000,2024-11-11,3,2024,ge3,0.5623624581282061,0.16801738160000002,38.24350766967732,42.615974904377545,1.0,0.8,1.2,-0.007830893580548004,-0.0656832218193073,0.020476209390941174,-0.02217839237143379,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
603121,2024-11-11,3,2024,ge3,0.4873464077650159,0.0098498793,44.681254444455504,48.7279189472915,1.0,0.8,1.2,0.14369790314046105,0.4316224292241726,0.17200500611195021,0.4751272586720461,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
300776,2024-11-11,3,2024,ge3,0.8141842791542474,0.0905862,47.0598900315236,54.15630099818188,1.2,0.8,1.2,-0.16535782423620038,-0.2918675260827701,-0.1370507212647112,-0.2483626966348966,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
301413,2024-11-11,3,2024,ge3,0.7375872873066907,0.025010051999999998,35.03091630833913,58.90975286757805,1.2,0.8,1.2,0.26187980034139224,0.46094728904732785,0.29018690331288144,0.5044521184952013,0.85,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.6580224,0.19740672
002400,2024-11-11,3,2024,ge3,0.5324367049196963,0.21860277560000002,51.380985078188054,80.73487594665447,1.0,0.8,1.2,0.2058831443812097,0.2650344930233701,0.23419024735269886,0.3085393224712436,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
603499,2024-11-11,3,2024,ge3,0.7262757965766585,0.0206415024,56.81257173567997,52.19854645256487,1.0,0.8,1.2,0.15821627697086704,-0.04603730277932394,0.1865233799423562,-0.00253247333145043,0.85,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.5483520000000001,0.1645056
000061,2024-11-12,3,2024,ge3,0.35568698775394014,0.0083337222,55.073691755656554,64.45010906642547,1.0,0.8,1.2,0.12310605814529807,-0.019104181310042323,0.12536146097246081,0.0024933442870585694,0.85,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.7833600000000001,0.235008
000592,2024-11-12,3,2024,ge3,0.6521548817479673,0.08199632,50.83710573500984,78.1367384768658,0.6,0.8,1.2,0.09855167372849594,0.010657294473988221,0.10080707655565867,0.03225482007108911,0.85,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.3,0.3290112,0.09870336
600561,2024-11-12,3,2024,ge3,0.5723235753875432,0.007446258400000001,40.70736875604788,62.227098755319396,0.6,0.8,1.2,0.07977650242772105,-0.003466207976486224,0.08203190525488378,0.018131317620614668,0.85,0.6,0.8,1.0,0.8,1.2,1.2,1.0,0.3,0.470016,0.14100479999999999
300776,2024-11-13,5,2024,ge4,0.8143098036081166,0.0546623226,47.41545535771299,57.56301001360178,1.2,0.8,1.2,-0.13495715747578796,-0.2742320247273762,-0.13829514767042858,-0.2639307304962236,1.15,1.2,0.8,0.7,0.8,1.2,1.2,1.0,0.5,0.8902655999999999,0.44513279999999994
600498,2024-11-13,5,2024,ge3,0.4339765901615284,0.062371770300000004,47.470454764317196,66.29076504206428,1.0,0.8,1.2,-0.06931419104201053,0.22024079165624855,-0.07265218123665115,0.2305420858874011,1.15,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.5,1.05984,0.52992
600354,2024-11-13,5,2024,ge4,0.39808687791964925,0.0161340374,50.34798852355365,64.32979204003897,1.0,0.8,1.2,0.038404719635952045,0.02098543516388718,0.03506672944131142,0.03128672939503972,1.15,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.5,1.05984,0.52992
688171,2024-11-13,5,2024,ge3,0.6080023530527389,0.0045979123000000005,46.305445868104805,66.21676675031003,1.0,0.8,1.2,-0.06488498329004688,-0.10867256032257933,-0.0682229734846875,-0.09837126609142678,1.15,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.5,0.741888,0.370944
600428,2024-11-13,4,2024,ge4,0.4183215331644894,0.017680492,56.115351879420764,54.733619798276784,1.0,0.8,1.2,-0.06269082363420808,-0.17573825454475744,-0.0660288138288487,-0.16543696031360489,1.0,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.5,0.9216000000000001,0.46080000000000004
688216,2024-11-13,5,2024,ge4,0.7730380054231282,0.006314022,39.12693738944331,58.72865836521007,0.6,0.8,1.2,-0.028370697129215472,-0.1606467400881657,-0.031708687323856094,-0.15034544585701315,1.15,0.6,0.8,0.7,0.8,1.2,1.2,1.0,0.5,0.44513279999999994,0.22256639999999997
601615,2024-11-13,4,2024,ge3,0.5339708997398026,0.0440417408,48.283940377659114,60.81481200654414,1.0,0.8,1.2,0.09932097281664776,-0.17897350922880406,0.09598298262200713,-0.1686722149976515,1.0,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.5,0.9216000000000001,0.46080000000000004
600428,2024-11-13,4,2024,ge3,0.4183215331644894,0.017680492,56.115351879420764,54.733619798276784,1.0,0.8,1.2,-0.06269082363420808,-0.17573825454475744,-0.0660288138288487,-0.16543696031360489,1.0,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.5,0.9216000000000001,0.46080000000000004
002836,2024-11-13,5,2024,ge4,0.5263220378392556,0.010092864600000001,49.14158385791051,50.78878835014828,1.0,0.8,1.2,0.04732562270335583,-0.04348511193973881,0.04398763250871521,-0.03318381770858626,1.15,1.0,0.8,1.0,0.8,1.2,1.2,1.0,0.5,1.05984,0.52992
300342,2024-11-13,4,2024,ge4,0.7490529489205089,0.10594300710000001,49.47856179476535,58.02849026434987,1.0,0.8,1.2,-0.0351084326964175,-0.17782759694314398,-0.038446422891058124,-0.16752630271199143,1.0,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.5,0.6451199999999999,0.32255999999999996
300236,2024-11-13,4,2024,ge4,0.6751591461145813,0.07058506,43.648785395295995,69.12233405540663,1.0,0.8,1.2,-0.12583736286316993,-0.20679441331268045,-0.12917535305781055,-0.1964931190815279,1.0,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.5,0.6451199999999999,0.32255999999999996
688258,2024-11-13,5,2024,ge4,0.8576271028432829,0.023929626000000002,32.52143223708193,54.865115984455244,1.0,0.8,1.2,-0.04634551079194038,0.11323518804173016,-0.049683500986581,0.1235364822728827,1.15,1.0,0.8,0.7,0.8,1.2,1.2,1.0,0.5,0.741888,0.370944
