date,open,high,low,close,volume
2023-03-10,79.800,81.170,78.830,80.220,17574211
2023-03-13,79.990,80.000,77.850,78.970,25003609
2023-03-14,78.630,80.220,78.270,79.020,16599646
2023-03-15,79.680,80.710,78.170,78.300,17047421
2023-03-16,77.700,78.350,75.890,76.270,26053926
2023-03-17,76.880,77.000,73.880,74.150,35185932
2023-03-20,74.580,75.210,72.790,74.000,30792768
2023-03-21,75.060,80.510,75.050,80.260,56523997
2023-03-22,80.480,82.470,80.100,81.300,38669476
2023-03-23,80.720,82.510,79.690,80.280,28061401
2023-03-24,80.010,81.900,79.880,80.140,20340143
2023-03-27,80.970,83.010,78.710,82.030,35898990
2023-03-28,82.000,82.000,80.580,81.220,17852545
2023-03-29,81.950,81.950,79.980,80.140,16954264
2023-03-30,80.310,81.780,79.500,81.490,20109999
2023-03-31,81.500,81.690,78.740,79.500,29547937
2023-04-03,79.180,79.180,77.080,77.860,32575512
2023-04-04,78.000,78.100,75.900,77.800,35426746
2023-04-06,77.500,78.660,76.880,78.600,21426798
2023-04-07,78.500,83.990,77.880,83.820,47728235
2023-04-10,84.420,85.460,83.420,84.610,35297457
2023-04-11,85.000,85.390,82.420,83.800,25907438
2023-04-12,83.730,84.270,82.280,82.930,18928785
2023-04-13,82.940,86.520,81.610,86.180,44408538
2023-04-14,86.880,88.830,85.220,85.800,40725397
2023-04-17,85.090,86.930,84.500,85.620,22242205
2023-04-18,81.030,81.730,79.010,80.820,52923501
2023-04-19,80.290,81.200,78.740,79.360,32953224
2023-04-20,79.360,80.580,77.550,78.130,26504383
2023-04-21,77.750,78.150,76.300,76.410,23033478
2023-04-24,77.000,77.500,74.380,75.000,25892049
2023-04-25,75.010,75.010,67.500,67.500,72162967
2023-04-26,66.890,69.190,66.510,68.330,38025078
2023-04-27,68.330,68.710,66.400,67.120,31454856
2023-04-28,67.220,68.500,66.800,67.530,24206869
2023-05-04,67.710,68.280,67.080,67.260,20199751
2023-05-05,67.200,67.200,66.000,66.470,15539925
2023-05-08,66.470,68.370,65.650,67.720,26281497
2023-05-09,67.010,67.340,66.040,66.490,18260410
2023-05-10,66.250,67.110,65.160,66.600,18074622
2023-05-11,67.100,69.100,66.540,67.790,31514262
2023-05-12,67.550,68.000,66.060,66.220,18941330
2023-05-15,66.000,69.200,65.820,69.030,25316075
2023-05-16,68.870,69.220,68.050,68.840,15813697
2023-05-17,68.710,68.710,67.470,67.800,13652759
2023-05-18,67.800,68.150,66.520,66.820,14325907
2023-05-19,66.740,67.650,66.000,67.200,12992409
2023-05-22,67.800,68.880,66.890,68.400,20170663
2023-05-23,68.350,70.450,68.300,69.180,23968889
2023-05-24,68.750,69.750,68.500,68.800,17168463
2023-05-25,68.500,69.020,67.270,67.820,16610930
2023-05-26,67.810,67.810,66.000,66.020,19658442
2023-05-29,66.560,66.880,65.660,66.790,18419052
2023-05-30,66.320,67.050,64.260,66.500,22581698
2023-05-31,66.300,67.100,64.120,65.000,29061303
2023-06-01,64.500,68.160,64.300,67.100,35410346
2023-06-02,67.600,68.470,66.000,67.840,21421564
2023-06-05,67.840,67.840,65.600,66.090,19583536
2023-06-06,66.100,66.260,64.440,64.450,17657763
2023-06-07,65.090,65.180,62.880,63.280,21879018
2023-06-08,63.180,64.710,62.420,64.110,19272790
2023-06-09,64.110,67.490,63.800,67.440,41657930
2023-06-12,67.350,68.600,66.580,67.710,23051833
2023-06-13,67.940,69.270,67.850,68.810,19081809
2023-06-14,68.240,68.570,67.350,67.660,16275559
2023-06-15,68.050,71.110,68.010,70.900,34399405
2023-06-16,70.930,72.450,70.910,71.810,29055318
2023-06-19,71.490,71.790,69.590,69.800,22693478
2023-06-20,69.800,70.830,68.950,68.950,26829811
2023-06-21,68.250,68.670,62.880,63.300,66026702
2023-06-26,62.690,64.960,62.500,64.110,24948997
2023-06-27,64.070,64.740,63.240,63.700,16318975
2023-06-28,63.730,63.850,62.400,62.640,17741477
2023-06-29,62.700,62.980,61.240,61.820,18508183
2023-06-30,61.830,62.740,61.520,62.310,14866269
2023-07-03,62.320,63.970,61.890,63.690,18245678
2023-07-04,63.580,65.310,62.260,64.850,27289041
2023-07-05,64.560,64.880,63.870,64.540,11499413
2023-07-06,64.500,64.500,63.110,63.480,14256808
2023-07-07,63.180,63.680,62.800,63.010,11636726
2023-07-10,63.600,64.750,63.370,63.600,14861369
2023-07-11,63.830,64.100,62.800,63.900,10231697
2023-07-12,63.670,64.140,63.210,63.400,11468745
2023-07-13,63.950,67.400,63.950,67.130,42448253
2023-07-14,67.140,68.290,66.920,67.660,20672464
2023-07-17,67.020,67.090,65.000,65.860,16201180
2023-07-18,66.420,68.260,65.660,68.020,27325915
2023-07-19,68.000,68.490,67.410,67.870,13834844
2023-07-20,68.330,68.770,67.640,67.640,13778157
2023-07-21,67.630,68.880,67.100,67.800,16609158
2023-07-24,67.100,69.830,67.100,67.730,19881376
2023-07-25,68.620,68.990,67.020,68.150,19149386
2023-07-26,68.500,70.130,68.150,69.190,20647317
2023-07-27,69.010,70.120,68.520,69.300,17185933
2023-07-28,68.710,69.660,67.270,69.280,22802177
2023-07-31,69.810,73.800,69.810,71.670,45263867
2023-08-01,74.780,75.500,73.980,74.980,54305172
2023-08-02,75.280,75.400,73.270,73.800,26533367
2023-08-03,73.700,77.220,73.280,77.050,43575972
2023-08-04,77.300,77.370,74.800,75.560,29362159
2023-08-07,74.980,75.230,73.260,73.970,30077376
2023-08-08,73.600,74.500,72.550,73.610,18557695
2023-08-09,71.980,77.100,71.670,76.240,42249122
2023-08-10,76.280,79.290,75.910,78.900,37429053
2023-08-11,78.890,80.100,78.450,78.600,25489371
2023-08-14,77.490,79.020,76.800,78.490,21130163
2023-08-15,78.410,78.810,76.920,78.010,14544573
2023-08-16,77.700,79.360,77.380,77.910,14867062
2023-08-17,77.190,80.170,77.010,79.730,21765139
2023-08-18,79.750,79.850,77.760,77.770,18003581
2023-08-21,77.410,79.220,77.240,77.800,18553011
2023-08-22,77.800,78.810,75.910,77.590,21479004
2023-08-23,78.370,78.580,76.350,76.430,16461614
2023-08-24,77.000,79.800,76.800,78.700,23753496
2023-08-25,78.670,81.500,78.180,79.060,20640610
2023-08-28,83.130,83.450,78.900,79.220,32076730
2023-08-29,79.270,82.000,79.000,81.260,22856834
2023-08-30,82.420,82.820,80.800,82.140,17874777
2023-08-31,82.480,82.600,81.400,81.500,12139709
2023-09-01,81.500,81.830,79.290,80.160,13329196
2023-09-04,80.900,82.190,80.000,81.380,14066751
2023-09-05,80.900,82.160,80.500,81.410,12706065
2023-09-06,80.990,80.990,76.600,77.000,32144518
2023-09-07,77.000,77.270,75.840,76.300,14281226
2023-09-08,75.860,77.000,75.540,76.200,9312645
2023-09-11,76.300,78.800,75.650,77.500,13697434
2023-09-12,77.500,78.500,76.920,77.450,12631126
2023-09-13,77.050,78.250,76.630,77.330,10546467
2023-09-14,77.370,78.300,77.200,77.960,8485997
2023-09-15,78.230,81.130,77.730,79.800,19526821
2023-09-18,79.800,81.620,79.680,81.000,16799102
2023-09-19,81.000,81.100,79.780,80.400,9143283
2023-09-20,80.300,81.110,79.500,80.190,9148741
2023-09-21,79.650,80.080,78.280,78.550,13203351
2023-09-22,79.490,79.550,77.720,79.550,13698336
2023-09-25,79.850,81.880,79.060,81.500,23547665
2023-09-26,82.070,82.600,81.300,81.550,16309355
2023-09-27,83.000,88.000,82.870,87.670,43411457
2023-09-28,88.020,89.090,85.740,86.180,29712938
2023-10-09,86.490,87.200,84.600,86.490,18980834
2023-10-10,86.700,86.990,84.400,84.450,17446495
2023-10-11,85.060,89.360,85.000,88.150,29415575
2023-10-12,90.000,90.500,87.810,89.300,24155181
2023-10-13,88.600,91.050,88.360,90.180,22806153
2023-10-16,90.400,91.110,87.700,87.900,20511717
2023-10-17,88.800,88.970,87.300,88.250,12975731
2023-10-18,88.080,88.330,86.860,87.510,13126181
2023-10-19,86.900,87.670,86.100,86.180,13437035
2023-10-20,85.940,85.960,84.110,84.620,15351085
2023-10-23,83.950,85.290,82.920,84.350,12865045
2023-10-24,85.000,85.190,83.400,84.070,16859002
2023-10-25,85.300,86.880,83.380,83.470,21187013
2023-10-26,83.000,84.780,82.610,84.370,15399137
2023-10-27,84.000,89.500,83.500,88.720,25290674
2023-10-30,88.230,93.560,88.230,90.460,33678189
2023-10-31,85.800,88.700,83.360,86.510,42636455
2023-11-01,86.490,86.700,83.050,84.950,23919094
2023-11-02,84.930,87.180,84.870,85.380,17406467
2023-11-03,85.600,87.890,85.000,86.920,18384937
2023-11-06,88.300,91.000,88.010,90.880,26592757
2023-11-07,90.380,91.390,89.590,89.750,15633471
2023-11-08,89.400,92.600,89.230,90.730,20157752
2023-11-09,90.820,91.170,88.560,88.930,17885589
2023-11-10,88.180,88.960,87.780,88.190,9388803
2023-11-13,88.190,88.500,86.030,86.520,13969340
2023-11-14,87.300,87.750,84.930,85.560,16900373
2023-11-15,87.720,89.230,86.900,87.700,16455998
2023-11-16,87.380,88.110,85.020,85.420,12472522
2023-11-17,85.420,85.700,84.580,85.360,10871310
2023-11-20,85.780,87.790,85.210,86.860,15144041
2023-11-21,86.990,88.100,86.620,86.860,11449325
2023-11-22,86.400,86.400,84.170,84.230,14729306
2023-11-23,84.220,84.970,83.900,84.680,10259503
2023-11-24,84.800,85.070,83.660,83.760,9655224
2023-11-27,83.500,83.630,82.220,83.130,15655082
2023-11-28,83.150,85.120,83.010,84.240,14456070
2023-11-29,84.390,84.600,83.500,83.810,9248740
2023-11-30,83.410,83.830,82.300,82.600,13688167
2023-12-01,82.600,83.300,81.300,83.000,16031581
2023-12-04,81.350,81.350,76.000,77.260,40233200
2023-12-05,76.000,77.190,74.000,74.700,32491112
2023-12-06,75.080,77.260,75.080,76.160,23100002
2023-12-07,76.100,76.100,73.830,75.500,19497224
2023-12-08,75.360,76.250,74.300,76.000,25871063
2023-12-11,75.350,77.000,74.700,76.710,16681593
2023-12-12,76.500,76.500,74.920,75.300,14869922
2023-12-13,75.000,75.280,73.600,74.030,19655993
2023-12-14,75.500,76.850,74.520,74.610,17798839
2023-12-15,75.380,75.770,73.200,73.380,15655819
2023-12-18,73.350,74.200,72.690,73.520,12544346
2023-12-19,72.800,73.560,72.310,72.910,12186119
2023-12-20,73.100,73.900,72.400,72.410,9384618
2023-12-21,71.960,74.700,71.650,73.250,15578124
2023-12-22,73.120,73.520,71.600,72.530,14422248
2023-12-25,72.000,74.280,71.950,73.570,10381239
2023-12-26,73.560,73.560,71.490,72.160,10486754
2023-12-27,72.180,72.560,71.100,71.250,14956537
2023-12-28,71.600,73.740,71.050,73.450,21095029
2023-12-29,73.450,73.760,72.310,72.760,16754940
2024-01-02,72.950,73.010,68.900,70.500,28068196
2024-01-03,70.050,71.170,69.880,70.100,14219691
2024-01-04,69.980,69.980,68.640,69.160,21013438
2024-01-05,69.400,69.550,67.500,68.110,17723289
2024-01-08,67.830,68.180,67.100,67.460,14807840
2024-01-09,67.800,68.900,66.900,67.400,16164850
2024-01-10,67.100,68.380,66.330,67.620,16971968
2024-01-11,72.000,72.720,69.800,71.750,40102440
2024-01-12,71.010,73.880,70.920,71.820,23213103
2024-01-15,71.100,73.950,71.100,72.650,17693159
2024-01-16,72.110,73.400,71.810,73.350,14107989
2024-01-17,72.930,73.160,71.500,71.500,14441554
2024-01-18,71.000,73.930,70.810,73.820,25935929
2024-01-19,73.410,75.300,73.000,74.890,31731074
2024-01-22,74.790,75.380,73.200,74.460,26022097
2024-01-23,73.900,75.080,73.090,74.070,19838547
2024-01-24,74.580,74.690,72.200,74.000,17438909
2024-01-25,73.960,74.060,72.110,73.290,19235679
2024-01-26,72.500,74.690,65.960,65.960,44527046
2024-01-29,63.000,63.980,59.360,59.360,106097922
2024-01-30,56.400,58.600,56.180,56.850,87396491
2024-01-31,56.000,56.550,53.900,54.200,65697194
2024-02-01,54.560,56.940,53.730,55.800,58337298
2024-02-02,56.910,57.430,50.220,50.220,65707485
2024-02-05,46.280,51.730,45.200,48.230,159302508
2024-02-06,46.860,52.810,45.370,52.250,113259142
2024-02-07,53.610,56.380,53.610,55.250,111295644
2024-02-08,53.650,54.500,52.000,53.120,99007432
2024-02-19,50.500,51.280,48.620,50.050,132806402
2024-02-20,49.850,51.640,49.330,51.570,100319873
2024-02-21,51.000,55.500,50.820,53.740,108874573
2024-02-22,53.090,54.360,52.880,54.110,62886204
2024-02-23,54.040,54.180,52.550,53.580,69410659
2024-02-26,53.840,55.470,53.750,54.650,75027576
2024-02-27,54.290,54.980,53.610,54.980,64623673
2024-02-28,55.430,56.550,53.000,53.010,90726813
2024-02-29,52.530,54.650,52.500,54.480,63870856
2024-03-01,54.300,55.390,54.010,55.020,55375181
2024-03-04,55.570,60.520,55.560,60.000,124122674
2024-03-05,58.320,59.270,57.110,58.230,82237501
2024-03-06,59.010,59.480,57.800,58.730,56281385
2024-03-07,52.860,54.970,52.860,52.860,113170375
2024-03-08,51.080,52.190,50.810,51.840,97310560
2024-03-11,52.630,55.280,51.520,54.770,108510223
2024-03-12,56.000,58.370,56.000,57.200,123866270
2024-03-13,57.000,57.670,55.950,56.750,74632035
2024-03-14,58.480,58.880,51.880,53.510,194357013
2024-03-15,52.340,53.340,51.150,51.310,145632932
2024-03-18,51.200,53.440,48.800,53.410,191396680
2024-03-19,51.940,51.940,50.800,50.810,168192735
2024-03-20,50.850,51.110,50.010,50.330,110214081
2024-03-21,50.380,50.730,49.910,50.020,96680597
2024-03-22,49.000,49.430,47.900,47.910,127631961
2024-03-25,49.300,49.960,48.810,48.900,122011318
2024-03-26,48.650,48.700,46.980,47.460,103154801
2024-03-27,47.000,48.170,46.280,46.580,89520532
2024-03-28,46.340,47.560,46.120,47.030,82108858
2024-03-29,46.550,46.920,45.880,46.180,74545060
2024-04-01,46.180,47.840,46.150,47.840,96952376
2024-04-02,47.840,47.850,46.520,47.060,75614288
2024-04-03,47.080,47.890,46.820,47.310,74581588
2024-04-08,46.010,46.650,45.770,46.110,83610043
2024-04-09,46.120,47.070,44.900,46.920,105558319
2024-04-10,46.500,47.050,45.530,45.580,69694416
2024-04-11,45.000,45.300,43.700,43.800,116595304
2024-04-12,43.510,44.380,42.890,42.890,79001102
2024-04-15,42.800,43.120,41.670,42.380,81955345
2024-04-16,42.180,42.500,41.170,41.190,70395203
2024-04-17,41.350,43.550,41.280,43.150,112233072
2024-04-18,43.100,44.350,42.390,43.430,109147851
2024-04-19,42.800,42.990,41.860,42.200,74610705
2024-04-22,41.900,42.690,41.630,42.100,50854786
2024-04-23,42.250,43.300,41.480,42.630,92119020
2024-04-24,42.310,42.500,41.750,41.960,70078537
2024-04-25,41.750,42.400,41.590,41.600,71687645
2024-04-26,41.380,43.130,41.300,42.920,119709427
2024-04-29,43.090,45.020,42.930,44.570,114939427
2024-04-30,44.660,44.780,43.520,43.670,80698597
2024-05-06,44.440,46.390,44.340,45.780,126789066
2024-05-07,45.600,45.860,45.180,45.650,64317670
2024-05-08,45.400,45.580,44.660,44.710,62605726
2024-05-09,44.710,45.990,44.690,45.370,75040983
2024-05-10,45.650,45.800,44.530,44.850,60905456
2024-05-13,48.510,48.680,45.790,46.190,185303114
2024-05-14,45.900,47.900,45.770,47.140,145967532
2024-05-15,46.600,46.660,45.010,45.220,105993721
2024-05-16,45.400,46.330,43.680,45.580,96750802
2024-05-17,45.230,45.750,44.580,44.900,69469585
2024-05-20,44.600,45.160,44.500,44.700,56243142
2024-05-21,44.500,44.580,43.500,43.710,66921746
2024-05-22,43.700,44.280,43.600,44.120,48207701
2024-05-23,43.860,44.050,43.230,43.290,42728172
2024-05-24,43.150,43.600,42.750,42.750,38130211
2024-05-27,42.990,43.040,41.520,42.420,55158020
2024-05-28,42.230,42.920,41.980,42.260,36706806
2024-05-29,42.110,42.500,42.070,42.270,30828844
2024-05-30,42.110,42.300,41.850,41.940,28587133
2024-05-31,42.280,42.760,42.070,42.110,37592593
2024-06-03,42.170,42.260,41.710,42.000,37109089
2024-06-04,42.000,43.300,41.900,43.280,60016316
2024-06-05,43.000,43.350,42.810,42.900,36537875
2024-06-06,43.190,43.450,42.480,42.580,40332118
2024-06-07,42.600,42.900,42.110,42.390,30669945
2024-06-11,42.240,42.500,41.550,42.460,33580654
2024-06-12,42.600,46.120,42.520,45.380,151234823
2024-06-13,45.300,45.720,44.680,45.000,97421815
2024-06-14,44.700,44.740,43.700,43.700,109469542
2024-06-17,43.560,44.440,43.520,43.970,48520692
2024-06-18,43.890,43.990,41.800,42.530,77222715
2024-06-19,42.450,42.590,41.900,41.940,46952331
2024-06-20,41.980,42.350,41.080,41.090,59777548
2024-06-21,40.880,40.880,40.150,40.490,42664129
2024-06-24,40.230,40.860,39.880,40.420,37079054
2024-06-25,40.430,40.840,40.170,40.490,30964537
2024-06-26,39.680,40.350,39.150,40.210,32157374
2024-06-27,40.000,40.040,39.330,39.330,26142402
2024-06-28,39.240,39.670,39.090,39.190,25880235
2024-07-01,39.200,39.300,38.210,38.660,32804792
2024-07-02,38.560,38.840,38.230,38.290,25926535
2024-07-03,38.230,39.280,37.880,38.700,37665573
2024-07-04,38.500,38.590,37.590,37.600,32468587
2024-07-05,37.530,38.450,37.190,38.020,33783432
2024-07-08,38.000,38.010,36.780,36.870,34111705
2024-07-09,36.800,37.440,36.360,37.260,38434755
2024-07-10,37.090,38.270,36.960,37.540,35402687
2024-07-11,38.200,39.070,38.050,38.820,49281455
2024-07-12,38.740,39.490,38.700,38.800,35947432
2024-07-15,38.530,38.800,37.950,38.050,28378634
2024-07-16,37.940,38.680,37.920,38.490,24313896
2024-07-17,38.480,39.530,38.310,39.220,44177136
2024-07-18,39.100,39.450,38.760,39.330,34485024
2024-07-19,39.120,39.730,38.870,39.600,34269525
2024-07-22,39.570,40.340,39.400,40.070,40000621
2024-07-23,39.850,39.950,39.140,39.200,31913839
2024-07-24,39.190,39.880,38.500,38.650,29181638
2024-07-25,38.410,39.570,38.330,39.260,31644838
2024-07-26,39.360,39.830,39.150,39.540,25293667
2024-07-29,39.530,39.650,38.600,39.000,29456877
2024-07-30,40.000,41.500,40.000,40.690,100484930
2024-07-31,40.660,42.680,40.590,42.540,82355479
2024-08-01,42.580,42.660,41.860,42.300,54472771
2024-08-02,42.180,43.810,42.060,42.910,75936404
2024-08-05,42.660,43.790,42.420,42.490,63580250
2024-08-06,42.950,43.700,42.500,43.400,57347347
2024-08-07,43.310,43.400,42.730,42.900,34386071
2024-08-08,42.700,43.260,42.470,42.500,34853044
2024-08-09,42.630,42.780,41.500,41.500,43452449
2024-08-12,41.490,41.720,41.080,41.380,23924225
2024-08-13,41.450,41.500,40.800,41.200,23184156
2024-08-14,41.170,41.190,39.840,39.870,35728744
2024-08-15,39.810,40.580,39.640,40.130,28115376
2024-08-16,40.140,40.490,39.650,40.220,24500807
2024-08-19,40.110,40.450,39.670,39.770,22555142
2024-08-20,39.900,39.980,39.210,39.300,19110928
2024-08-21,39.410,39.420,38.600,38.740,24405877
2024-08-22,38.680,38.990,37.400,37.500,38646923
2024-08-23,37.490,37.760,37.340,37.490,18963321
2024-08-26,37.520,38.200,37.310,38.140,30918358
2024-08-27,38.000,38.430,37.700,38.070,21677917
2024-08-28,37.990,38.480,37.710,38.300,23596339
2024-08-29,38.100,38.970,37.840,38.710,31305477
2024-08-30,38.880,39.620,38.430,39.180,41064074
2024-09-02,39.050,39.180,37.720,37.740,36211041
2024-09-03,37.740,38.530,37.620,38.390,27042798
2024-09-04,38.230,39.710,38.210,39.400,43153870
2024-09-05,39.350,40.360,39.350,39.660,30481701
2024-09-06,39.660,39.720,38.780,38.800,19939377
2024-09-09,38.760,40.580,38.680,39.410,51741414
2024-09-10,39.000,39.000,36.860,37.290,72796613
2024-09-11,37.550,38.680,37.340,38.540,49095767
2024-09-12,38.560,40.230,38.500,39.760,56502329
2024-09-13,39.980,40.680,39.760,39.820,45209438
2024-09-18,39.760,40.100,39.410,40.020,22206883
2024-09-19,40.150,41.100,39.870,40.680,43310009
2024-09-20,40.680,40.920,40.360,40.580,28698646
2024-09-23,43.000,43.790,41.440,41.750,103603589
2024-09-24,42.000,42.520,40.890,42.500,83010374
2024-09-25,42.950,44.440,42.500,42.710,124264408
2024-09-26,41.840,43.330,41.500,43.270,96158296
2024-09-27,44.000,47.600,44.000,47.600,116014674
2024-09-30,52.360,52.360,50.900,52.360,150933792
2024-10-08,57.600,57.600,54.520,57.600,210749003
2024-10-09,57.530,59.500,54.880,55.790,182769568
2024-10-10,56.080,57.610,54.460,54.930,117117450
2024-10-11,53.980,53.980,50.680,51.450,106652642
2024-10-14,51.950,52.180,50.400,51.900,78022342
2024-10-15,51.920,52.300,50.050,50.080,64582620
2024-10-16,49.000,49.760,48.500,48.960,59490609
2024-10-17,49.300,49.540,48.160,48.180,48738750
2024-10-18,47.800,51.470,47.780,50.220,98291391
2024-10-21,50.520,50.920,49.620,50.360,71842206
2024-10-22,50.210,51.440,49.900,50.800,57435110
2024-10-23,50.820,52.500,50.300,51.490,86032533
2024-10-24,51.490,51.860,49.910,50.140,69684537
2024-10-25,49.880,53.160,49.800,53.000,114701118
2024-10-28,52.970,53.660,52.200,53.440,69259762
2024-10-29,55.950,56.150,53.420,53.490,108811925
2024-10-30,53.010,53.680,51.720,52.140,65279624
2024-10-31,51.760,52.960,51.500,52.000,53455433
2024-11-01,51.700,52.450,51.000,51.150,51157300
2024-11-04,51.150,52.480,51.080,51.960,40771396
2024-11-05,52.000,54.460,51.290,53.790,80043023
2024-11-06,53.800,56.500,53.530,54.900,102920470
2024-11-07,53.670,56.720,53.450,56.720,90911107
2024-11-08,57.860,58.050,55.920,56.120,81524704
2024-11-11,55.500,57.850,55.380,57.430,65227233
2024-11-12,57.520,61.000,57.160,58.300,112714805
2024-11-13,57.570,58.200,55.600,56.560,75812969
2024-11-14,56.190,56.770,54.250,54.400,56726757
2024-11-15,53.980,54.450,52.870,52.870,53373584
2024-11-18,52.470,53.100,51.360,51.620,48239819
2024-11-19,51.930,52.580,50.690,52.080,42237317
2024-11-20,51.800,53.080,51.680,52.570,45149262
2024-11-21,52.450,52.460,51.740,52.170,28934843
2024-11-22,52.010,52.010,49.560,49.630,53904398
2024-11-25,49.630,50.140,48.550,49.100,34825244
2024-11-26,49.290,49.850,48.940,49.000,25269905
2024-11-27,49.010,50.080,48.980,49.920,35491469
2024-11-28,50.070,50.350,49.240,49.400,26474189
2024-11-29,49.400,50.680,49.290,50.140,35378989
2024-12-02,50.010,51.370,49.700,51.220,38367487
2024-12-03,51.100,52.770,50.930,52.320,52035928
2024-12-04,52.200,52.300,51.200,51.480,32394914
2024-12-05,51.400,51.940,51.000,51.410,25619160
2024-12-06,51.200,56.380,51.100,55.220,105503865
2024-12-09,59.600,60.200,57.820,58.980,156291106
2024-12-10,60.510,60.740,57.750,57.970,90935235
2024-12-11,57.490,58.580,57.150,57.690,46222364
2024-12-12,57.300,57.550,56.350,57.090,48225597
2024-12-13,56.600,57.100,56.190,56.500,58236843
2024-12-16,56.210,57.100,55.870,56.210,36168357
2024-12-17,56.000,56.800,55.420,55.500,30957289
2024-12-18,55.800,56.400,55.460,56.100,25541278
2024-12-19,55.520,56.830,55.350,55.910,30913689
2024-12-20,55.880,56.530,55.610,55.790,23471436
2024-12-23,55.680,57.050,55.600,56.260,34025500
2024-12-24,56.070,56.600,56.070,56.450,23649233
2024-12-25,57.500,58.000,55.500,55.640,38232954
2024-12-26,55.270,56.070,55.000,55.510,20462296
2024-12-27,55.400,55.480,54.320,54.790,32037905
2024-12-30,54.550,56.400,54.520,56.100,33545208
2024-12-31,56.080,56.080,55.020,55.040,27268815
2025-01-02,55.030,55.290,52.700,53.060,35081813
2025-01-03,53.050,53.580,52.210,52.370,25732736
2025-01-06,52.690,53.500,51.810,52.900,30660559
2025-01-07,52.600,52.650,51.450,52.380,28319426
2025-01-08,52.160,52.540,51.130,51.910,22650358
