date,close
2002-04-29,56.38
2002-04-30,57.38
2002-05-01,56.71
2002-05-02,55.91
2002-05-03,55.81
2002-05-06,57.46
2002-05-07,60.02
2002-05-08,60.88
2002-05-09,63.29
2002-05-10,61.7
2002-05-13,61.41
2002-05-14,61.32
2002-05-15,60.62
2002-05-16,61.61
2002-05-17,60.57
2002-05-20,60.99
2002-05-21,60.22
2002-05-22,59.61
2002-05-23,58.63
2002-05-24,59.97
2002-05-27,60.39
2002-05-28,60.36
2002-05-29,61.27
2002-05-30,60.11
2002-05-31,59.23
2002-06-03,56.9
2002-06-04,58.14
2002-06-05,57.9
2002-06-06,57.77
2002-06-07,56.49
2002-06-10,57.62
2002-06-11,55.91
2002-06-12,55.3
2002-06-13,54.75
2002-06-14,54.42
2002-06-17,56.14
2002-06-18,56.13
2002-06-19,56.5
2002-06-20,57.21
2002-06-21,58.0
2002-06-24,57.18
2002-06-25,56.93
2002-06-26,58.81
2002-06-27,58.3
2002-06-28,59.16
2002-07-01,59.34
2002-07-02,62.19
2002-07-03,61.05
2002-07-04,60.35
2002-07-05,60.74
2002-07-08,61.06
2002-07-09,59.99
2002-07-10,62.39
2002-07-11,64.07
2002-07-12,65.52
2002-07-15,65.1
2002-07-16,66.54
2002-07-17,64.4
2002-07-18,65.43
2002-07-19,64.24
2002-07-22,66.18
2002-07-23,66.17
2002-07-24,67.61
2002-07-25,68.31
2002-07-26,67.12
2002-07-29,66.88
2002-07-30,66.93
2002-07-31,67.68
2002-08-01,69.08
2002-08-02,69.89
2002-08-05,69.42
2002-08-06,69.78
2002-08-07,66.94
2002-08-08,66.13
2002-08-09,64.2
2002-08-12,65.12
2002-08-13,65.2
2002-08-14,63.91
2002-08-15,65.12
2002-08-16,63.62
2002-08-19,64.53
2002-08-20,64.62
2002-08-21,65.9
2002-08-22,65.56
2002-08-23,64.61
2002-08-26,63.16
2002-08-27,61.79
2002-08-28,63.03
2002-08-29,61.37
2002-08-30,59.11
2002-09-02,58.9
2002-09-03,59.32
2002-09-04,60.59
2002-09-05,60.89
2002-09-06,61.99
2002-09-09,61.68
2002-09-10,62.02
2002-09-11,64.05
2002-09-12,65.78
2002-09-13,65.02
2002-09-16,61.81
2002-09-17,61.16
2002-09-18,61.18
2002-09-19,61.83
2002-09-20,60.92
2002-09-23,63.11
2002-09-24,64.73
2002-09-25,63.95
2002-09-26,62.15
2002-09-27,61.13
2002-09-30,61.1
2002-10-01,61.86
2002-10-02,61.99
2002-10-03,62.84
2002-10-04,62.48
2002-10-07,62.13
2002-10-08,61.22
2002-10-09,60.11
2002-10-10,60.4
2002-10-11,60.22
2002-10-14,60.84
2002-10-15,60.53
2002-10-16,59.86
2002-10-17,60.28
2002-10-18,60.09
2002-10-21,59.47
2002-10-22,57.97
2002-10-23,58.35
2002-10-24,58.6
2002-10-25,58.12
2002-10-28,55.92
2002-10-29,55.94
2002-10-30,56.17
2002-10-31,55.77
2002-11-01,56.37
2002-11-04,56.46
2002-11-05,58.41
2002-11-06,58.66
2002-11-07,56.12
2002-11-08,57.08
2002-11-11,56.84
2002-11-12,56.16
2002-11-13,56.97
2002-11-14,56.44
2002-11-15,56.69
2002-11-18,55.94
2002-11-19,56.28
2002-11-20,53.64
2002-11-21,54.7
2002-11-22,53.7
2002-11-25,52.4
2002-11-26,53.27
2002-11-27,54.19
2002-11-28,54.71
2002-11-29,53.61
2002-12-02,52.08
2002-12-03,53.36
2002-12-04,54.16
2002-12-05,53.68
2002-12-06,53.02
2002-12-09,51.66
2002-12-10,51.54
2002-12-11,51.04
2002-12-12,50.8
2002-12-13,50.13
2002-12-16,50.22
2002-12-17,50.74
2002-12-18,49.58
2002-12-19,47.49
2002-12-20,47.09
2002-12-23,47.76
2002-12-24,47.11
2002-12-25,47.13
2002-12-26,45.58
2002-12-27,45.68
2002-12-30,46.0
2002-12-31,44.93
2003-01-01,46.11
2003-01-02,46.95
2003-01-03,46.85
2003-01-06,46.38
2003-01-07,46.44
2003-01-08,48.15
2003-01-09,47.69
2003-01-10,45.81
2003-01-13,47.45
2003-01-14,47.18
2003-01-15,46.28
2003-01-16,45.99
2003-01-17,46.91
2003-01-20,47.69
2003-01-21,48.88
2003-01-22,49.01
2003-01-23,48.57
2003-01-24,48.33
2003-01-27,48.27
2003-01-28,47.72
2003-01-29,47.04
2003-01-30,48.04
2003-01-31,47.51
2003-02-03,48.02
2003-02-04,48.62
2003-02-05,49.52
2003-02-06,50.39
2003-02-07,52.17
2003-02-10,52.37
2003-02-11,52.74
2003-02-12,52.84
2003-02-13,52.83
2003-02-14,52.94
2003-02-17,53.31
2003-02-18,51.96
2003-02-19,51.16
2003-02-20,53.86
2003-02-21,52.57
2003-02-24,54.06
2003-02-25,54.35
2003-02-26,53.6
2003-02-27,53.89
2003-02-28,53.24
2003-03-03,53.39
2003-03-04,53.47
2003-03-05,53.7
2003-03-06,54.55
2003-03-07,54.53
2003-03-10,54.83
2003-03-11,55.67
2003-03-12,56.39
2003-03-13,56.46
2003-03-14,56.34
2003-03-17,55.53
2003-03-18,56.4
2003-03-19,56.08
2003-03-20,55.51
2003-03-21,54.56
2003-03-24,53.59
2003-03-25,53.32
2003-03-26,53.24
2003-03-27,53.4
2003-03-28,52.02
2003-03-31,53.11
2003-04-01,53.9
2003-04-02,54.18
2003-04-03,52.65
2003-04-04,51.42
2003-04-07,52.4
2003-04-08,51.52
2003-04-09,50.75
2003-04-10,51.63
2003-04-11,52.3
2003-04-14,52.44
2003-04-15,53.76
2003-04-16,53.7
2003-04-17,52.21
2003-04-18,52.18
2003-04-21,51.97
2003-04-22,51.46
2003-04-23,51.49
2003-04-24,52.34
2003-04-25,50.65
2003-04-28,50.03
2003-04-29,50.38
2003-04-30,49.8
2003-05-01,49.5
2003-05-02,50.4
2003-05-05,51.11
2003-05-06,50.95
2003-05-07,51.27
2003-05-08,52.16
2003-05-09,53.14
2003-05-12,53.55
2003-05-13,52.66
2003-05-14,52.37
2003-05-15,51.96
2003-05-16,52.07
2003-05-19,52.06
2003-05-20,53.72
2003-05-21,53.87
2003-05-22,52.9
2003-05-23,53.21
2003-05-26,53.69
2003-05-27,53.38
2003-05-28,53.01
2003-05-29,52.75
2003-05-30,53.68
2003-06-02,53.39
2003-06-03,53.62
2003-06-04,53.89
2003-06-05,52.92
2003-06-06,51.99
2003-06-09,52.17
2003-06-10,52.34
2003-06-11,52.11
2003-06-12,52.02
2003-06-13,51.16
2003-06-16,51.12
2003-06-17,52.03
2003-06-18,52.8
2003-06-19,51.4
2003-06-20,53.24
2003-06-23,53.67
2003-06-24,54.27
2003-06-25,55.54
2003-06-26,55.91
2003-06-27,56.06
2003-06-30,55.92
2003-07-01,56.26
2003-07-02,55.22
2003-07-03,55.47
2003-07-04,55.64
2003-07-07,56.29
2003-07-08,56.85
2003-07-09,56.07
2003-07-10,55.0
2003-07-11,56.18
2003-07-14,55.76
2003-07-15,56.33
2003-07-16,56.65
2003-07-17,57.2
2003-07-18,57.03
2003-07-21,56.96
2003-07-22,56.88
2003-07-23,56.44
2003-07-24,57.08
2003-07-25,57.34
2003-07-28,56.79
2003-07-29,56.6
2003-07-30,54.65
2003-07-31,55.22
2003-08-01,52.67
2003-08-04,51.14
2003-08-05,50.19
2003-08-06,49.34
2003-08-07,48.79
2003-08-08,49.33
2003-08-11,51.11
2003-08-12,49.66
2003-08-13,50.11
2003-08-14,51.66
2003-08-15,52.78
2003-08-18,53.15
2003-08-19,52.85
2003-08-20,54.19
2003-08-21,55.72
2003-08-22,56.04
2003-08-25,55.03
2003-08-26,54.41
2003-08-27,55.02
2003-08-28,56.07
2003-08-29,55.91
2003-09-01,54.6
2003-09-02,55.3
2003-09-03,55.0
2003-09-04,54.54
2003-09-05,52.66
2003-09-08,52.95
2003-09-09,54.58
2003-09-10,55.33
2003-09-11,55.69
2003-09-12,54.94
2003-09-15,55.0
2003-09-16,55.35
2003-09-17,55.07
2003-09-18,55.88
2003-09-19,56.81
2003-09-22,55.21
2003-09-23,53.24
2003-09-24,53.48
2003-09-25,53.86
2003-09-26,54.72
2003-09-29,55.55
2003-09-30,55.26
2003-10-01,54.87
2003-10-02,55.52
2003-10-03,55.41
2003-10-06,56.13
2003-10-07,57.28
2003-10-08,57.78
2003-10-09,58.02
2003-10-10,57.03
2003-10-13,57.72
2003-10-14,56.62
2003-10-15,55.81
2003-10-16,54.56
2003-10-17,56.03
2003-10-20,55.71
2003-10-21,57.28
2003-10-22,56.29
2003-10-23,54.36
2003-10-24,54.01
2003-10-27,53.86
2003-10-28,53.23
2003-10-29,52.89
2003-10-30,52.89
2003-10-31,54.42
2003-11-03,53.02
2003-11-04,54.07
2003-11-05,54.43
2003-11-06,56.5
2003-11-07,58.16
2003-11-10,57.67
2003-11-11,58.67
2003-11-12,58.62
2003-11-13,56.67
2003-11-14,56.53
2003-11-17,55.42
2003-11-18,54.93
2003-11-19,55.08
2003-11-20,56.17
2003-11-21,56.12
2003-11-24,58.52
2003-11-25,58.75
2003-11-26,59.34
2003-11-27,59.46
2003-11-28,59.42
2003-12-01,60.18
2003-12-02,60.49
2003-12-03,60.79
2003-12-04,60.45
2003-12-05,62.13
2003-12-08,62.86
2003-12-09,62.76
2003-12-10,61.56
2003-12-11,63.12
2003-12-12,64.1
2003-12-15,64.4
2003-12-16,65.82
2003-12-17,65.45
2003-12-18,64.61
2003-12-19,65.06
2003-12-22,65.92
2003-12-23,65.32
2003-12-24,65.14
2003-12-25,64.36
2003-12-26,63.63
2003-12-29,62.58
2003-12-30,61.76
2003-12-31,64.84
2004-01-01,64.14
2004-01-02,65.54
2004-01-05,65.31
2004-01-06,65.39
2004-01-07,64.57
2004-01-08,63.04
2004-01-09,63.42
2004-01-12,62.74
2004-01-13,60.22
2004-01-14,61.15
2004-01-15,60.6
2004-01-16,58.87
2004-01-19,59.81
2004-01-20,58.48
2004-01-21,59.74
2004-01-22,59.21
2004-01-23,59.55
2004-01-26,59.63
2004-01-27,60.61
2004-01-28,59.02
2004-01-29,61.55
2004-01-30,60.77
2004-02-02,59.31
2004-02-03,59.7
2004-02-04,57.66
2004-02-05,57.85
2004-02-06,56.65
2004-02-09,54.24
2004-02-10,53.69
2004-02-11,51.85
2004-02-12,52.27
2004-02-13,51.38
2004-02-16,52.28
2004-02-17,51.18
2004-02-18,50.98
2004-02-19,51.86
2004-02-20,50.83
2004-02-23,50.37
2004-02-24,50.57
2004-02-25,49.04
2004-02-26,48.27
2004-02-27,48.02
2004-03-01,49.15
2004-03-02,49.12
2004-03-03,48.97
2004-03-04,48.5
2004-03-05,48.5
2004-03-08,47.88
2004-03-09,48.26
2004-03-10,49.12
2004-03-11,49.35
2004-03-12,49.05
2004-03-15,50.89
2004-03-16,49.64
2004-03-17,49.93
2004-03-18,49.1
2004-03-19,49.44
2004-03-22,47.86
2004-03-23,47.38
2004-03-24,48.24
2004-03-25,47.88
2004-03-26,48.5
2004-03-29,47.96
2004-03-30,48.49
2004-03-31,47.85
2004-04-01,46.46
2004-04-02,46.52
2004-04-05,46.81
2004-04-06,46.36
2004-04-07,45.22
2004-04-08,46.16
2004-04-09,45.86
2004-04-12,43.94
2004-04-13,44.45
2004-04-14,44.5
2004-04-15,43.33
2004-04-16,42.31
2004-04-19,42.56
2004-04-20,43.9
2004-04-21,44.49
2004-04-22,43.82
2004-04-23,44.09
2004-04-26,44.82
2004-04-27,44.62
2004-04-28,44.68
2004-04-29,44.33
2004-04-30,44.58
2004-05-03,44.77
2004-05-04,45.07
2004-05-05,45.68
2004-05-06,45.18
2004-05-07,43.89
2004-05-10,45.13
2004-05-11,44.34
2004-05-12,43.89
2004-05-13,43.48
2004-05-14,41.88
2004-05-17,42.88
2004-05-18,45.06
2004-05-19,44.48
2004-05-20,43.81
2004-05-21,44.39
2004-05-24,43.7
2004-05-25,43.37
2004-05-26,42.74
2004-05-27,44.19
2004-05-28,43.57
2004-05-31,43.26
2004-06-01,43.74
2004-06-02,44.28
2004-06-03,43.17
2004-06-04,42.92
2004-06-07,44.41
2004-06-08,44.38
2004-06-09,43.98
2004-06-10,43.5
2004-06-11,43.06
2004-06-14,43.35
2004-06-15,43.32
2004-06-16,43.04
2004-06-17,42.76
2004-06-18,43.52
2004-06-21,45.11
2004-06-22,44.39
2004-06-23,44.07
2004-06-24,42.61
2004-06-25,42.29
2004-06-28,43.95
2004-06-29,42.57
2004-06-30,42.62
2004-07-01,40.7
2004-07-02,39.66
2004-07-05,39.73
2004-07-06,40.01
2004-07-07,40.19
2004-07-08,40.68
2004-07-09,40.93
2004-07-12,42.06
2004-07-13,41.81
2004-07-14,41.06
2004-07-15,42.62
2004-07-16,43.25
2004-07-19,42.25
2004-07-20,41.88
2004-07-21,42.74
2004-07-22,42.28
2004-07-23,41.66
2004-07-26,42.36
2004-07-27,40.85
2004-07-28,40.6
2004-07-29,41.34
2004-07-30,41.06
2004-08-02,40.28
2004-08-03,41.65
2004-08-04,41.6
2004-08-05,42.35
2004-08-06,42.2
2004-08-09,41.67
2004-08-10,41.82
2004-08-11,42.2
2004-08-12,43.32
2004-08-13,43.33
2004-08-16,42.49
2004-08-17,44.08
2004-08-18,45.18
2004-08-19,44.42
2004-08-20,44.26
2004-08-23,43.03
2004-08-24,44.26
2004-08-25,44.45
2004-08-26,46.09
2004-08-27,45.49
2004-08-30,45.91
2004-08-31,47.05
2004-09-01,46.37
2004-09-02,47.07
2004-09-03,46.46
2004-09-06,45.44
2004-09-07,46.1
2004-09-08,45.38
2004-09-09,45.02
2004-09-10,44.55
2004-09-13,45.58
2004-09-14,45.11
2004-09-15,45.96
2004-09-16,47.32
2004-09-17,47.02
2004-09-20,46.33
2004-09-21,47.62
2004-09-22,49.11
2004-09-23,49.39
2004-09-24,49.11
2004-09-27,49.09
2004-09-28,49.92
2004-09-29,49.15
2004-09-30,49.48
2004-10-01,49.59
2004-10-04,49.54
2004-10-05,48.78
2004-10-06,49.46
2004-10-07,49.85
2004-10-08,50.44
2004-10-11,52.08
2004-10-12,52.2
2004-10-13,53.48
2004-10-14,51.54
2004-10-15,51.86
2004-10-18,51.24
2004-10-19,50.4
2004-10-20,50.83
2004-10-21,50.62
2004-10-22,48.54
2004-10-25,47.3
2004-10-26,46.95
2004-10-27,47.04
2004-10-28,48.45
2004-10-29,48.42
2004-11-01,48.37
2004-11-02,48.97
2004-11-03,47.67
2004-11-04,46.95
2004-11-05,48.18
2004-11-08,47.88
2004-11-09,47.52
2004-11-10,46.73
2004-11-11,46.41
2004-11-12,45.59
2004-11-15,45.36
2004-11-16,45.41
2004-11-17,45.59
2004-11-18,43.51
2004-11-19,43.84
2004-11-22,44.82
2004-11-23,44.96
2004-11-24,45.13
2004-11-25,44.93
2004-11-26,44.48
2004-11-29,44.6
2004-11-30,43.59
2004-12-01,43.62
2004-12-02,45.13
2004-12-03,45.49
2004-12-06,46.29
2004-12-07,47.03
2004-12-08,48.68
2004-12-09,49.03
2004-12-10,47.12
2004-12-13,48.79
2004-12-14,50.33
2004-12-15,48.04
2004-12-16,49.04
2004-12-17,50.26
2004-12-20,49.11
2004-12-21,49.53
2004-12-22,48.79
2004-12-23,50.3
2004-12-24,50.5
2004-12-27,50.69
2004-12-28,51.08
2004-12-29,52.03
2004-12-30,50.24
2004-12-31,51.14
2005-01-03,51.25
2005-01-04,52.27
2005-01-05,51.82
2005-01-06,51.31
2005-01-07,51.99
2005-01-10,51.55
2005-01-11,49.65
2005-01-12,50.68
2005-01-13,51.17
2005-01-14,50.84
2005-01-17,52.3
2005-01-18,52.28
2005-01-19,52.42
2005-01-20,52.81
2005-01-21,53.49
2005-01-24,52.74
2005-01-25,52.61
2005-01-26,50.44
2005-01-27,48.89
2005-01-28,48.16
2005-01-31,49.4
2005-02-01,49.66
2005-02-02,48.42
2005-02-03,47.23
2005-02-04,46.73
2005-02-07,47.06
2005-02-08,44.68
2005-02-09,43.7
2005-02-10,43.77
2005-02-11,43.73
2005-02-14,43.23
2005-02-15,43.6
2005-02-16,42.68
2005-02-17,43.77
2005-02-18,44.1
2005-02-21,44.53
2005-02-22,45.06
2005-02-23,43.04
2005-02-24,41.29
2005-02-25,41.8
2005-02-28,41.31
2005-03-01,40.9
2005-03-02,39.74
2005-03-03,39.46
2005-03-04,39.49
2005-03-07,39.99
2005-03-08,39.51
2005-03-09,39.04
2005-03-10,39.99
2005-03-11,41.08
2005-03-14,39.84
2005-03-15,39.1
2005-03-16,38.22
2005-03-17,37.86
2005-03-18,37.75
2005-03-21,36.66
2005-03-22,36.87
2005-03-23,37.67
2005-03-24,38.09
2005-03-25,37.86
2005-03-28,37.71
2005-03-29,37.45
2005-03-30,36.75
2005-03-31,36.61
2005-04-01,37.02
2005-04-04,37.56
2005-04-05,36.62
2005-04-06,36.8
2005-04-07,37.09
2005-04-08,37.49
2005-04-11,37.26
2005-04-12,36.23
2005-04-13,36.33
2005-04-14,37.1
2005-04-15,37.08
2005-04-18,37.06
2005-04-19,36.97
2005-04-20,35.09
2005-04-21,35.65
2005-04-22,36.16
2005-04-25,35.81
2005-04-26,35.2
2005-04-27,35.64
2005-04-28,35.61
2005-04-29,35.02
2005-05-02,35.64
2005-05-03,35.15
2005-05-04,33.69
2005-05-05,34.26
2005-05-06,34.4
2005-05-09,35.46
2005-05-10,34.89
2005-05-11,34.43
2005-05-12,34.95
2005-05-13,35.06
2005-05-16,35.09
2005-05-17,34.51
2005-05-18,33.31
2005-05-19,33.64
2005-05-20,34.26
2005-05-23,34.06
2005-05-24,34.53
2005-05-25,34.76
2005-05-26,34.91
2005-05-27,34.39
2005-05-30,34.81
2005-05-31,34.73
2005-06-01,34.17
2005-06-02,34.19
2005-06-03,35.32
2005-06-06,36.33
2005-06-07,35.74
2005-06-08,34.96
2005-06-09,34.33
2005-06-10,33.97
2005-06-13,34.57
2005-06-14,33.66
2005-06-15,33.85
2005-06-16,34.48
2005-06-17,34.33
2005-06-20,35.16
2005-06-21,34.32
2005-06-22,34.78
2005-06-23,34.56
2005-06-24,35.06
2005-06-27,34.32
2005-06-28,35.07
2005-06-29,35.23
2005-06-30,35.04
2005-07-01,35.46
2005-07-04,35.69
2005-07-05,35.01
2005-07-06,35.6
2005-07-07,34.44
2005-07-08,35.22
2005-07-11,35.87
2005-07-12,35.87
2005-07-13,36.18
2005-07-14,35.74
2005-07-15,35.36
2005-07-18,34.83
2005-07-19,35.61
2005-07-20,36.66
2005-07-21,35.99
2005-07-22,35.94
2005-07-25,34.85
2005-07-26,35.74
2005-07-27,35.21
2005-07-28,34.95
2005-07-29,34.8
2005-08-01,34.44
2005-08-02,35.98
2005-08-03,34.87
2005-08-04,35.52
2005-08-05,35.41
2005-08-08,36.14
2005-08-09,36.0
2005-08-10,35.68
2005-08-11,35.98
2005-08-12,36.74
2005-08-15,37.14
2005-08-16,37.38
2005-08-17,36.66
2005-08-18,35.9
2005-08-19,36.34
2005-08-22,37.01
2005-08-23,36.99
2005-08-24,37.83
2005-08-25,37.46
2005-08-26,37.69
2005-08-29,38.0
2005-08-30,36.96
2005-08-31,37.21
2005-09-01,37.59
2005-09-02,37.47
2005-09-05,36.24
2005-09-06,36.87
2005-09-07,37.48
2005-09-08,37.53
2005-09-09,37.82
2005-09-12,38.18
2005-09-13,38.76
2005-09-14,39.96
2005-09-15,40.01
2005-09-16,41.26
2005-09-19,42.6
2005-09-20,42.21
2005-09-21,42.75
2005-09-22,43.13
2005-09-23,43.99
2005-09-26,45.57
2005-09-27,44.94
2005-09-28,45.58
2005-09-29,45.71
2005-09-30,44.27
2005-10-03,43.89
2005-10-04,43.01
2005-10-05,42.92
2005-10-06,42.17
2005-10-07,41.76
2005-10-10,42.15
2005-10-11,43.21
2005-10-12,42.43
2005-10-13,42.82
2005-10-14,43.94
2005-10-17,42.18
2005-10-18,43.01
2005-10-19,44.23
2005-10-20,43.55
2005-10-21,42.71
2005-10-24,42.94
2005-10-25,41.95
2005-10-26,42.91
2005-10-27,43.11
2005-10-28,44.21
2005-10-31,44.08
2005-11-01,44.99
2005-11-02,44.58
2005-11-03,45.69
2005-11-04,44.67
2005-11-07,45.36
2005-11-08,45.27
2005-11-09,44.22
2005-11-10,45.14
2005-11-11,46.25
2005-11-14,44.49
2005-11-15,43.27
2005-11-16,43.98
2005-11-17,43.73
2005-11-18,43.26
2005-11-21,42.94
2005-11-22,43.1
2005-11-23,43.91
2005-11-24,45.18
2005-11-25,44.93
2005-11-28,45.03
2005-11-29,45.0
2005-11-30,45.93
2005-12-01,45.46
2005-12-02,46.05
2005-12-05,47.22
2005-12-06,46.38
2005-12-07,47.45
2005-12-08,46.53
2005-12-09,46.33
2005-12-12,45.7
2005-12-13,47.36
2005-12-14,46.95
2005-12-15,46.93
2005-12-16,47.36
2005-12-19,47.55
2005-12-20,48.93
2005-12-21,48.18
2005-12-22,50.5
2005-12-23,52.21
2005-12-26,51.96
2005-12-27,51.82
2005-12-28,51.85
2005-12-29,51.54
2005-12-30,51.12
2006-01-02,52.38
2006-01-03,54.04
2006-01-04,53.43
2006-01-05,54.31
2006-01-06,55.14
2006-01-09,55.75
2006-01-10,55.24
2006-01-11,55.97
2006-01-12,55.92
2006-01-13,53.88
2006-01-16,53.56
2006-01-17,53.6
2006-01-18,53.42
2006-01-19,53.43
2006-01-20,52.3
2006-01-23,51.64
2006-01-24,51.7
2006-01-25,51.33
2006-01-26,49.57
2006-01-27,50.15
2006-01-30,50.36
2006-01-31,48.33
2006-02-01,49.1
2006-02-02,48.65
2006-02-03,49.25
2006-02-06,49.43
2006-02-07,49.04
2006-02-08,49.99
2006-02-09,48.95
2006-02-10,49.51
2006-02-13,51.55
2006-02-14,52.2
2006-02-15,53.65
2006-02-16,54.51
2006-02-17,55.16
2006-02-20,54.16
2006-02-21,52.89
2006-02-22,52.19
2006-02-23,52.27
2006-02-24,52.15
2006-02-27,52.06
2006-02-28,50.0
2006-03-01,49.85
2006-03-02,50.88
2006-03-03,51.92
2006-03-06,52.64
2006-03-07,51.08
2006-03-08,51.02
2006-03-09,49.84
2006-03-10,50.52
2006-03-13,50.11
2006-03-14,52.97
2006-03-15,52.39
2006-03-16,51.46
2006-03-17,52.59
2006-03-20,52.15
2006-03-21,51.5
2006-03-22,52.46
2006-03-23,52.16
2006-03-24,52.85
2006-03-27,52.37
2006-03-28,52.35
2006-03-29,53.05
2006-03-30,52.85
2006-03-31,55.17
2006-04-03,54.96
2006-04-04,54.61
2006-04-05,54.17
2006-04-06,56.15
2006-04-07,57.03
2006-04-10,58.23
2006-04-11,58.24
2006-04-12,59.25
2006-04-13,60.8
2006-04-14,59.67
2006-04-17,60.94
2006-04-18,60.8
2006-04-19,60.13
2006-04-20,59.9
2006-04-21,60.6
2006-04-24,60.02
2006-04-25,59.07
2006-04-26,59.45
2006-04-27,58.66
2006-04-28,59.64
2006-05-01,60.08
2006-05-02,59.52
2006-05-03,59.91
2006-05-04,60.69
2006-05-05,59.13
2006-05-08,58.76
2006-05-09,58.73
2006-05-10,57.96
2006-05-11,57.27
2006-05-12,57.9
2006-05-15,56.9
2006-05-16,56.53
2006-05-17,56.35
2006-05-18,55.65
2006-05-19,56.89
2006-05-22,56.67
2006-05-23,55.89
2006-05-24,55.92
2006-05-25,56.1
2006-05-26,56.87
2006-05-29,58.63
2006-05-30,56.59
2006-05-31,57.37
2006-06-01,58.29
2006-06-02,56.49
2006-06-05,54.95
2006-06-06,56.16
2006-06-07,56.18
2006-06-08,56.89
2006-06-09,56.91
2006-06-12,54.21
2006-06-13,53.87
2006-06-14,54.7
2006-06-15,55.43
2006-06-16,55.81
2006-06-19,54.6
2006-06-20,53.86
2006-06-21,52.05
2006-06-22,51.73
2006-06-23,52.47
2006-06-26,51.62
2006-06-27,50.83
2006-06-28,50.3
2006-06-29,48.23
2006-06-30,45.54
2006-07-03,44.79
2006-07-04,44.59
2006-07-05,45.44
2006-07-06,44.27
2006-07-07,44.79
2006-07-10,45.51
2006-07-11,44.66
