板块,代码,PB分位10y%,PE分位10y%,PB分位5y%,PE分位5y%,当前PB,当前PE_TTM
新能源,002459,4.087193460490464,44.26697090701654,7.772020725388601,63.67567567567568,1.196283,
新能源,688599,19.731543624161073,33.64661654135339,21.761658031088082,38.7027027027027,1.557754,
新能源,002129,27.209030751265082,92.57849666983824,45.373797187268686,89.93212669683258,1.784408,
消费,600519,11.716621253405995,12.456208641494745,4.145077720207254,16.506291635825317,6.232548,20.411752
消费,000858,3.3476060724017125,47.9174776177501,2.29459659511473,57.14285714285714,2.365416,24.02765
消费,000568,1.9073569482288828,9.653561697158427,3.6269430051813467,18.35677276091784,2.593868,13.456147
消费,600887,4.943557804593227,5.332814324639937,9.400444115470021,10.140636565507032,2.876702,14.183463
消费,603288,2.997275204359673,5.994550408719346,5.699481865284974,5.699481865284974,5.352952,30.898899
消费,000895,15.49240949785909,39.820942000778516,24.056254626202815,37.30569948186528,3.974246,17.121859
消费,600809,3.8147138964577656,2.2187621642662516,3.182827535159141,4.219096965210955,3.447748,14.135684
